"username","orig_sentence","cleaned_sentence","category","sub-category"
"tweets_animeshp","@shambhav15 You missed the various HINDUTVA Terrorist organisations across the world fomenting terror in the peaceful world 

#Islamophobia","miss various hindutva terrorist organisation across world foment terror peaceful world",,
"tweets_Ummatisufi","@sudhirchaudhary Hamara samvidhan iski ijazat deta koi kuch bhi kha sakta kuch bhi pahan sakta isse koi rok nahi sakta 
 Usi tarah hamari maa bahne hijab pahan sakti hai koi rok nahi sakta hai lekin phir tum log ajate ho or apna propaganda chalane lag jat","hamara samvidhan iski ijazat deta koi kuch bhi kha sakta kuch bhi pahan sakta isse koi rok nahi sakta usi tarah hamari maa bahne hijab pahan sakti hai koi rok nahi sakta hai lekin phir tum log ajate ho apna propaganda chalane lag jat",,
"tweets_Trinka5star","#Muslims Get Upset, Some EVEN Lie About #HonorKillings In #Islam. The Penalty For Apostasy Is #Death #ExMuslim #Islamophobia","get upset even lie penalty apostasy",,
"tweets_milletworld","#Report raises #alarm over #institutionalization of #Islamophobia in #Europe https://t.co/SeopTblkpo","raise",,
"tweets_myself_oh_again","@Leebe199 @Asli_rehan @Alokkhilar1 @KhaledBeydoun Hindu women can wear saree baring stomachs &amp; big 🔴 on their faces exposing their bodies and openly publicising their Hinduism
But muslim women mustn’t COVER
No complaints on nudity, only modesty
D","hindu woman wear saree baring stomach big face expose body openly publicise hinduism muslim woman mustnt cover complaint nudity modesty",,
"tweets_correspondentPk","A study by the #IslamicCouncilofVictoria (ICV) on #Islamophobia has shown that the most #anti-Muslim content on #Twitter originates from #India. https://t.co/NxkGz1hyhr https://t.co/3dEja9MiFq","study icv show content originates",,
"tweets_Eagleeye47","Slamming #Pakistan foreign minister #BilawalBhutto's comments on ""#Islamophobia in India"",India's Jt. Sec at the #UN Srinivas Gotru said,""For a country that has even stopped publishing its data to hide its shameful record,it is amazing..
#ReligiousFreedom https://t.co/ohF0yVCNmi","slam foreign minister comment indiaindias jt sec srinivas gotru saidfor country even stop publish data hide shameful recordit amazing",,
"tweets_pervforwhite","Muslims will be muslim
#islam
#Islamophobia 
#Muslim 
#West https://t.co/12KlmhKOsk","muslim muslim",,
"tweets_Gowharsgr","Anti-Muslim incidents remain a growing threat across #Europe, with several countries enacting policies that institutionalise an issue that should instead be stamped out with urgency, a new report finds.

#Islamophobia","antimuslim incident remain grow threat across several country enact policy institutionalise issue instead stamp urgency new report find",,
"tweets_H_Sami313","Hey you eat cow dung, drink urine, eat pork, dress your sisters and daughters as you want, no #Muslim brother will stop you.
But why does following #Islamic traditions burn your 🙊? 😂

Are you afraid of #Islam spreading rapidly in the world?
#Islamists #Islamophobia #uk","hey eat cow dung drink urine eat pork dress sister daughter want brother stop follow tradition burn afraid spreading rapidly world",,
"tweets_misskhan9599","Lastly just let the women live in peace with hijab in India and without in Iran!! Religion gives them freedom of choice then who are others to dictate them?? 
#IranProtests2022 #Islamophobia","lastly let woman live peace hijab india without iran religion give freedom choice others dictate",,
"tweets_imrannadwi78","राहुल गांधी ने PFI के crakedwon का सपोर्ट केर बता दिया कि वो इंदिरा के पिता है 
#pfi #Islamophobia 
@MUwaisunais","pfi crakedwon",,
"tweets_MuslimahRev","Meanwhile Hindutva govt preventing women from wearing hijab to schools. #Islamophobia stays rife in fascist India. https://t.co/AmGDLP52Qm","meanwhile hindutva govt prevent woman wear hijab school stay rife fascist india",,
"tweets_MuslimahRev","We all know it. #racism &amp; #Islamophobia is rife in the Labour Party esp since Keir #StarmerOut took over. We don't need another flag shagging party where the rich, the well connected, apartheid apologists have all the say while normal people suffer. He is digging a deep hole. https://t.co/b1kHVLEf4S","know rife labour party esp since keir take dont need another flag shag party rich well connect apartheid apologist say normal people suffer dig deep hole",,
"tweets_ferithafez","Looking forward to a book talk next week w/ @enorb_eu Please register here: https://t.co/ATHtMkAaca #waronterror #islamophobia #coloniality #racism https://t.co/cyODtU16Ot","look forward book talk next week w please register",,
"tweets_TruthStrikes33","@Twitter has failed to remove 3759,180 anti-Muslim tweets (posted between Aug 19-Aug 21). Only 15% tweets were removed. 

@Google @Meta @StateIRF @DHSgov @OIC_OCI @GCCSG @GCC #Twitter #Islamophobia","fail remove 3759180 antimuslim tweet post aug 19aug 21 15 tweet remove",,
"tweets_Beingkhanumar","@KashifArsalaan No One secular leaders Support Muslim And Not expectations  #Islamophobia In India","secular leader support muslim not expectation india",,
"tweets_TruthStrikes33","#India's, ruling party #BJP is responsible for the dissemination and amplification of anti-Muslim hate. Now approx 55.12% of #Islamophobia content originates from India 
@ukhomeoffice @DHSgov @PIBHomeAffairs @UN @EU_Commission @EuroCouncil @StateIRF @AlJazeera @OIC_OCI @GCC","rule party responsible dissemination amplification antimuslim hate approx 5512 content originate india",,
"tweets_aadarshah_","@ashu_nauty Speaking against 𝚋𝚛𝚊𝚟𝚎, 𝙰𝚗𝚝𝚒-𝚏𝚊𝚜𝚌𝚒𝚜𝚝, 𝙿𝚛𝚘-𝚍𝚎𝚖𝚘𝚌𝚛𝚊𝚌𝚢, 𝙵𝚎𝚖𝚒𝚗𝚒𝚜𝚝, 𝚂𝚎𝚌𝚞𝚕𝚊𝚛 𝚞𝚕𝚝𝚛𝚊 𝚙𝚛𝚘 𝚖𝚊�","speak",,
"tweets_AntySkeptik","#islamists lie n bait radical #muslims into violence then cry #islamophobia #Leicester #Birmingham #Coventry #Nottingham #London #Ilford #UK . They use these to become popular on SM. If u look at their faces they enjoy the attention. British police, politicians n media cover up. https://t.co/uXe3JVLBwe","lie n bait radical violence cry use become popular sm u look face enjoy attention british police politician n medium cover",,
"tweets_WaseemRazviAus","2/2 …being systemically marginalized in the country that advertises itself as the “World’s Largest Democracy”

RSS cannot distance itself from the silence of the PrimeMinister, a member of the RSS, on these attacks.

IndianAmericanMuslimCouncil

#RSS #VHP #Hindutva #Islamophobia","22 systemically marginalized country advertise world large democracy r not distance silence primeminister member r attack indianamericanmuslimcouncil",,
"tweets_dekhlo07","These are the name of persons killed on the name of Allah, how you justify it?
#Islamophobia #JihadiTerrorists https://t.co/OBsgINOf57","name person kill name allah justify",,
"tweets_FinProff07","Progressive Islam of @khanumarfa @RanaAyyub @suhasinih @rohini_sgh @GargiRawat Ansari #Islam #Islamophobia  #Pakistan https://t.co/kfrvmKiTBk","progressive islam ansari",,
"tweets_IslamForPeace7","Terrorism #islamophobia #isarel #terrorist https://t.co/S02aCNous4","terrorism",,
"tweets_MJ_TMT1","Rana Ayyub also contributing to Islamophobia by misquoting Quran out if context.

This verse refers only for non-muslims where as Muslims must follow each and every command of Quran.

Rana Ayyub is also Islamophobe.
#Islamophobia https://t.co/GcguuDnVtZ","rana ayyub also contribute islamophobia misquote quran context verse refers nonmuslims muslim must follow every command quran rana ayyub also islamophobe",,
"tweets_islaminlife","Islamophobia has been a deep conspiracy since the Messengers of Allah Taala have imparted the truth. At every age, the phenomena have been quite similar...

Read more......
https://t.co/g77UW0PgqR

#Islamophobia #Truth #responsibility #islaminlife https://t.co/3rpMji14Ex","islamophobia deep conspiracy since messenger allah taala impart truth every age phenomena quite similar read",,
"tweets_ccrebel1","@KhaledBeydoun Why ?? Is Iran not following Islam ?? rather every single violent state which is oppressing Kafirs n oppressing women r following Islam

Word #Islamophobia is an oxymoron, evidence lies in the highest number of Islamist in the jails even wh","iran not follow islam rather every single violent state oppress kafir n oppress woman r follow islam word oxymoron evidence lie high number islamist jail even wh",,
"tweets_RobinsonEkka","@KhaledBeydoun It's Islam who killed #MahsaAmini and this is #Islamophobia.","islam kill",,
"tweets_Ch_A_Gujjar","Brother Became Muslim while writing Book on Anti IsLam...
#Islamophobia #Islamophobic 
@geertwilderspvv @elonmusk @BillGates @MohamedBinZayed @narendramodi https://t.co/HWWgCz0f4k","brother become muslim write book anti islam",,
"tweets_Dakhani_Tappe","@TrulyMonica Concocted stories spread to justify targetted oppression by state 
#Islamophobia","concoct story spread justify targetted oppression state",,
"tweets_animeshp","@WasiqUK A 'piece' loving citizen of UK elucidating and broadcasting the virtues of his religion and spreading love!

#Islamophobia","piece love citizen uk elucidate broadcast virtue religion spread love",,
"tweets_humanrightsdr","hidden fact: #islamists are the worst oppressors, exploiters and #genocidal killers of #muslims there has been, is and will be. Wondering how many by tomorrow? :( #MuslimsUnderAttack #MuslimWomen #MuslimBrotherhood #muslimgirl #muslima #Islamophobia #Islamophobic https://t.co/KP5iA389Bj https://t.co/E3smQbAawV","hidden fact bad oppressor exploiters killer wonder many tomorrow",,
"tweets_DaisyKhan","Side event in #NewYork at #UnitedNationsGeneralAssembly hosted by  @IRF_Ambassador.  Discussion by Debra Lipstadt on #Antisemitism and activists on #pathwaystopeace and #Islamophobia. https://t.co/fytnwTHwI0","side event host discussion debra lipstadt activist",,
"tweets_HinduLV","Muslims at the moment are saying the Hijab is not compulsory but a choice in the middle of the #IranProtests . But it wasn't so long ago @KhaledBeydoun said it was to force it onto India. #Islamophobia #IranRevolution https://t.co/rRRsKpW1Ii","muslim moment say hijab not compulsory choice middle wasnt long ago say force onto india",,
"tweets_FarhanA43428493","@SinghMalik128 @Sdg23456 @live_coventry Clearly you have no argument rather hate and target Muslims. #Islamophobia people like you belong to the #HindutvaTerrorists organisation which is equivalent to nazism","clearly argument rather hate target muslims people like belong organisation equivalent nazism",,
"tweets_MuslimCpLab","Welcome! How do you fight #Islamophobia? What would a world without Islamophobia or the #WarOnTerror look like to you? What would be different? #ShatteringJustice #ResistSubvertBuild https://t.co/EeAdF1KqHM","welcome fight would world without islamophobia look like would different",,
"tweets_FarhanA43428493","@DrishtiWrites @DeshBhagatLaun1 @live_coventry When you make a statement it has consequences… your promoting #Islamophobia","make statement consequence promote",,
"tweets_FarhanA43428493","@Sdg23456 @live_coventry Using that as a victim card won’t help your terrorist mindset #Islamophobia","use victim card wont help terrorist mindset",,
"tweets_ferithafez","My baby just arrived #islamophobia #waronterror #globalstudies #racism #coloniality #antimuslimracism https://t.co/O13ZmrIaVS","baby arrive",,
"tweets_CAIRNational","This isn't the first time Democrats have lashed out at one of their Muslim colleagues after deliberately misconstruing their words. The Democrats must address the problem of #Islamophobia in their ranks. 2/2
https://t.co/Ne4R5fH1P7","isnt first time democrat lash muslim colleague deliberately misconstrue word democrat must address problem rank 22",,
"tweets_kaushiksaber","#Islamophobia The truth https://t.co/J9oSPemF1G","truth",,
"tweets_FIDSMedia","Publikation des European #Islamophobia Reports 2021 für die #Schweiz  verfasst von Oliver Wäckerlig @skalderberg 
https://t.co/hOkyTu2pZ0  @ekrcfr @kathch https://t.co/Yw7QfHtoec","publikation de european report 2021 fr die verfasst von oliver wckerlig",,
"tweets_Ahmadkh03304666","@jumperman0023 @MusedShiva @ashoswai the West is spending billions of 💲to spread #islamophobia but still #islam is the fastest growing religion in the world.","west spending billion spread still fast grow religion world",,
"tweets_nangafuckeer","Religion of peace ✌🏻🕊️ #Islamophobia https://t.co/vYnyNFs1kq","religion peace",,
"tweets__OnlyM__","@fgasnier71 @Anubis__XIII @KarenaAv oh please !😂 your going a bit too far there mate even there you are wrong.
anyway ive made my point if you would like to answer it up to you instead of jumping from topic to topic #islamophobia","oh please go bit far mate even wrong anyway ive make point would like answer instead jump topic topic",,
"tweets_itshotchpotch","Bad news for @RanaAyyub, @_sabanaqvi, @sakshijoshii, @SaketGokhale, @ashoswai @_sayema  &amp; @khanumarfa 

Apart from Pakistan only these people in the world cry for #Islamophobia

56 out of 57 Islamic countries except Pakistan never cried Islamophobia

All are #Congress supporters https://t.co/gLBgEuDo5l","bad news apart pakistan people world cry 56 57 islamic country except pakistan never cry islamophobia supporter",,
"tweets_SajidMasoodPPP","FM urges UN, OIC to formulate action plan to halt #Islamophobia
@BBhuttoZardari @ForeignOfficePk @UN @PakOIC_Jeddah @OIC_OCI 
 #UNGA77 #PMPakatUNGA
https://t.co/yJwS34vtAz… https://t.co/Uu3rfEr6sb","fm urge un oic formulate action plan halt",,
"tweets_Scorpio15400679","@LisaDaftari @sinantheheiran thank you.
they are afraid of #Islamophobia 
#MahsaAmini 
#OpIran 
#مهسا_امینی","thank afraid",,
"tweets_88ashk1","This is scandalous, outrageous and  sick depiction of Muslim women. I will report you sicko #Muslim #muslimah #Islamophobia https://t.co/Yrz9fzevqa","scandalous outrageous sick depiction muslim woman report sicko",,
"tweets_Nov_Pan","@KhaledBeydoun Why are people so fearful? #Islamophobia https://t.co/4n52hzScyn","people fearful",,
"tweets_CoordinationCLS","Solidarity with the Muslim community in #Leicester! 

#Islamophobia #MuslimsUnite https://t.co/tSsZbOWLOP","solidarity muslim community",,
"tweets_Katz4B","This Is How d Left Floats #FancyFalsies 

No Asking Why An Islamist Breaks A Nations Laws or Is Engaged In Harming Others Will Never Be #Islamophobia https://t.co/uigyqfCde3","left float ask islamist break nation law engage harm others never",,
"tweets_BHPanimalwatch","When the underlying #Islamophobia defeats the #Feminism... https://t.co/V8HUgihT63","underlie defeat",,
"tweets_MdRizwa29545870","The #religion of #humanity is far superior to any other form of any religion.
-HH #YounusAlGohar

#leicester #leicestershire #leicestercity #uk #humanity #birmingham #liverpool #peace #muslim #hindu #Islamophobia #Hinduphobic #ALRATV #GoharShahi  

#Watch #ALRATV #Live #daily. https://t.co/wVvsG23C9G","far superior form religion hh",,
"tweets_NajmaGohar","The #religion of #humanity is far superior to any other form of any religion.
-HH #YounusAlGohar

#leicester #leicestershire #leicestercity #uk #humanity #birmingham #liverpool #peace #muslim #hindu #Islamophobia #Hinduphobic #ALRATV #GoharShahi  

#Watch #ALRATV #Live #daily. https://t.co/nzIprd7hUb","far superior form religion hh",,
"tweets_JUS_FANofRG","Only 1 religion identity marker is not allowed its jus given a name uniform civil code instead of labelling it as #Islamophobia 
#Hijab 
#HijabisOurRight 
#HijabisOurChoice https://t.co/5ICPdz6YI6","1 religion identity marker not allow jus give name uniform civil code instead label",,
"tweets_MaheshB101","And then
They have the nerve #Islamophobia 
They have the nerve to like them !!! https://t.co/UosjtI3aXV","nerve nerve like",,
"tweets_EmperorInvictus","In a fight between a Muslim inmate and a transsexual prison guard, which protected class would win in court?

#LawTwitter #transrights #Islamophobia 

https://t.co/iZMwzgR7Bn","fight muslim inmate transsexual prison guard protect class would win court",,
"tweets_EvaSiu21","@JustinTrudeau #islamophobia should be redefined to supporting oppression of women,to brainwashing little girls to cover their faces, bodies, hair preventing them getting enough sunlight (vitamin D), play sports.Fight the just fight Trudeau!#cdnpoli #iran","redefine support oppression womento brainwash little girls cover face body hair prevent get enough sunlight vitamin play sportsfight fight trudeau",,
"tweets_AdityaSRana","@cjwerleman @PFIOfficial #Fakenews

#Islamophobia is fake.

Watermelon is just loud. https://t.co/y1xojkVvaq","fake watermelon loud",,
"tweets_BertdeBruinYBO","👏 @RepShontelBrown 👍
Support #Israel, support #Palestinians, support #TwoStateSolution, oppose #occupation, oppose both #Israeli and #Palestinian extremism, oppose the #Ayatollah's in #iran, support #IranProtests2022 and #IranProtests , fight #Antisemitism  and #Islamophobia. https://t.co/FBvUBay6sV","support support support oppose oppose extremism oppose support fight",,
"tweets_NagpurChaHayBey","@svaradarajan should rather focus on #Islamophobia in UK.

Someone told me that not one person arrested in #Liecester is #Hindu. All are #Muslims..!

Those are the people who pay heed to your shit..! Right @khanumarfa @_sayema @RanaAyyub..?

@VarunKrRana ","rather focus uk someone tell not person arrested people pay heed shit right",,
"tweets_kr_massy","Hey @IlhanMN is it still #Islamophobia #مهسا_امینی
#MahsaAmini
#OpIran https://t.co/nz0EplTVwa","hey still",,
"tweets_cen_faith","#Islamophobia #MadhyaPradesh 1st book of its kind site:Modi Scares Muslims Should They #Vote https://t.co/il2oVkpQXn https://t.co/VGSVKFq0q5","1st book kind sitemodi scare muslim",,
"tweets_Divyesh_Dheeraj","I hope Muslims women’s in india know this and take this into their head. #Muslims #Islam #Islamophobia #Hijab #hijabihoe #hijabigirl #MuslimGirls #Islamist #IslamicTerrorInUK #Islamic_Republic_regime #IranProtests2022 #IranProtests #IranRevolution #MahsaAmini #Mahsa_Amini #BJP https://t.co/e9I0qzqG3w","hope muslim womens india know take head",,
"tweets_LisaJWilbur","@JeffClarkUS @charliekirk11 Mr. Kirk should have me on his show to #uncensor #Whitmergate 
The most important 411 #TheWorld needs to know to expose #California #NancyPelosi et al #KamalaHarris #DOJ SF #FBI #Democrats have been the #Islamophobia #Racists s","mr kirk show important 411 need know expose et al sf",,
"tweets_BabaBlackSimp","Waiting for Taliban to stand against the Fascist Terrorist Organisation that is the RSS and  BJP. 
#Islamophobia","wait taliban stand fascist terrorist organisation r bjp",,
"tweets_Mohamma35319408","The #religion of #humanity is far superior to any other form of any religion.
-HH #YounusAlGohar

#leicester #leicestershire #leicestercity #uk #humanity #birmingham #liverpool #peace #muslim #hindu #Islamophobia #Hinduphobic #ALRATV #GoharShahi  

#Watch #ALRATV #Live #daily. https://t.co/w3jbNliqdw","far superior form religion hh",,
"tweets_AmjidKhazir","“Be with the oppressed, never with the oppressor” ✊🏽 
#FreePalestine 
Reject #hate #Antisemitism #islamophobia #Racism https://t.co/WqPpOv1I6D","oppress never oppressor reject",,
"tweets_aap_omiii","Imam Umer Ahmed Ilyasi says Mohan Bhagwat is 'Rashtra Pita, Rashtra Rishi'

#ImamUmerAhmedIlyasi #MohanBhagwat #RashtraPita #RashtraRishi #rss #Terrorists #bjp #Islamophobia https://t.co/N5s776K1Xd","imam umer ahmed ilyasi say mohan bhagwat rashtra pita rashtra rishi",,
"tweets_aap_omiii","Imam Umer Ahmed Ilyasi says Mohan Bhagwat is 'Rashtra Pita, Rashtra Rishi'

#ImamUmerAhmedIlyasi #MohanBhagwat #RashtraPita #RashtraRishi #rss #Terrorists #bjp #Islamophobia https://t.co/kE8uPMEj0d","imam umer ahmed ilyasi say mohan bhagwat rashtra pita rashtra rishi",,
"tweets_NagpurChaHayBey","@Mohansinha @luft05021996 Yes. Tells a lot about #Islamophobia 

@khanumarfa @zoo_bear @_sayema ajao bey... Apna card khelne ka mauka hai...!

Hai dum..? Iss baar #India ki nahi, #UK ki police se khelna hai #Victimhood ka card.!","yes tell lot ajao bey apna card khelne ka mauka hai hai dum iss baar ki nahi ki police se khelna hai ka card",,
"tweets_LisaJWilbur","@latimes But #California AG's since 1993-1994 &amp; 2013 #KamalaHarris were complicit in #SMCounty #SMCounty #WhiteSupremacy &amp; #GretchenWhitmer 's #Islamophobia #Racist #Apartheid aunt judge, still ignoring my Pleas for Relief #Justice #democracy 
#Wh","ag since 19931994 2013 complicit aunt judge still ignore plea relief",,
"tweets_Cypferz","World is soon approaching the bend when..
 ""To be a Muslim will be labelled as
    a Crime""
#Islamophobia 
#DemonizingMuslim","world soon approach bend muslim label crime",,
"tweets_asian_mirror_1","RSS Chief meets Muslim leaders &amp; visits Mosque

Read full story: ⬇️
https://t.co/VzIWd0Q71H

#RSS #RSSChief #MohanBhagwat #India #Muslim #Hindus #Hindutva #TheKashmirFiles #INDvsAUS #Islamophobia #TheAsianMirror","r chief meet muslim leader visit mosque read full story",,
"tweets_rahulkumarindia","#Radicalisation is growing under the cover of #Islamophobia. #Pakistan is converting &amp; abusing #minorities yet successful in blaming a secular #india
@zahacktanvir @changu311 @arifaajakia @reachind_uk @HSajwanization @AsYouNotWish @hindu_naree @RDXThinksThat @PrinceArihan","grow cover convert abuse yet successful blaming secular",,
"tweets_csai_darling","India should cleanse these pigs #islamophobia https://t.co/RsEjVOP4hb","india cleanse pig",,
"tweets_AAInfographics","#Report Raises Alarm Over #Institutionalization Of #Islamophobia In #Europe

#AntiMuslim #Racism Stays #Normalized #Problem As Previous Years

Apart From The #Specific Incidents , #Muslims Face With Systemic #Discrimination In All Areas Of #Life https://t.co/mq5d1EmN2h","raise alarm stay previous year apart incident face systemic area",,
"tweets_csai_darling","Do our country needs this fringe elements?? #Islamophobia https://t.co/bYZquDsJmT","country need fringe element",,
"tweets_Jennife11148116","@RunAndSkiGuy @AnitaPavoni @maire19 @amanpour Live among #Muslims, including #Iranians. Try to undo your prescribed #Islamophobia.","live among include try undo prescribed",,
"tweets_Rajali1910","#rape #jihadists #jihadiculture #Islamophobia is a sin 
One should love the rapist n #Terrorists https://t.co/QmWz85XtPL","sin love rapist n",,
"tweets_ABDULKA18411115","The #religion of #humanity is far superior to any other form of any religion.
-HH #YounusAlGohar

#leicester #leicestershire #leicestercity #uk #humanity #birmingham #liverpool #peace #muslim #hindu #Islamophobia #Hinduphobic #ALRATV #GoharShahi  

#Watch #ALRATV #Live #daily. https://t.co/dyk1aZ5jgm","far superior form religion hh",,
"tweets_rahulkumarindia","Is violence in #Leicester forcing British Hindus to flee the city? Many say a repeat of #Kashmir is happening in #Britain 
#SocialMedia #Hindus #Islamophobia #Pfi
@india_narrative @atulaneja @SarahLGates1 @DaveAtherton20 @pauldbowen @LevinaNeythiri @AmyMek
https://t.co/3d5yfLwtNl","violence force british hindu flee city many say repeat happen",,
"tweets_migrants_rights","!1 WEEK TO GO!
 
until our next #whoiswelcome event, exploring the connections between #Islamophobia, #bordering + #migration discourse, + the ramifications of the #waronterror

cohosts: @mendcommunity 

for more info + tickets: https://t.co/sIX5Y3QjVL","1 week go next event explore connection discourse ramification cohosts info ticket",,
"tweets_Salmaan83","West is using the killing of Mehsa amini, implement it's ugly islamophebic ideology in Iran, Irani women are burning their scarfs same as Pakistani women chanting slogans like mera jisam meri marzi.
#MahsaAmini 
#Islamophobia","west use kill mehsa amini implement ugly islamophebic ideology iran irani woman burn scarfs pakistani woman chant slogan like mera jisam meri marzi",,
"tweets_GutsyVoice","Ever since we’ve have been highlighting Hindutva attacks in #Leicester, @instagram have been removing our content exposing Hindutva hate preachers in #India. 

@InstagramComms Stop the censorship! 

#Islamophobia https://t.co/duWdcilun3","ever since weve highlight hindutva attack remove content expose hindutva hate preacher stop censorship",,
"tweets_ibrahimhooper","According to the European #Islamophobia Report 2021, Islamophobia was ""as pressing a problem"" across the continent as it was in previous years.
https://t.co/zGOj3Jzqc4
@ferithafez @islamophobiaEIR @MuslimCouncil @yasserlouati @bridgeinit","accord european report 2021 islamophobia press problem across continent previous year",,
"tweets__SatChitAnandam","If anyone exposes terrorists PFI, it is #Islamophobia 🫣 https://t.co/eO5QJ95Dh8","anyone expose terrorist pfi",,
"tweets_Dr_Maha_Hilal","I'm so excited for @MuslimCpLab's party &amp; unveiling of our virtual exhibition ""Shattering Justice &amp; Re-Making the #Muslim Threat,"" TONIGHT!  The exhibition has been a labor of love &amp; I hope you can join us to celebrate.  Tics: https://t.co/cOdOOIwEUR
#Islamophobia #WarOnTerror https://t.co/dEkpev0jB2","im excite party unveil virtual exhibition shatter justice remake threat tonight exhibition labor love hope join u celebrate tic",,
"tweets_Em_Zee94","Hijab is not a culture.
#Sexism and suppression are not subcategories of culture.
#Islam us scary and being afraid of it is not #Islamophobia 
Our fear is 100% rational because we live under #sharia law

#OpIran 
#Mahsa_Amini 
#مهسا_امینی
#مهساامینی https://t.co/pf99PiUhu8","hijab not culture suppression not subcategories culture u scary afraid not fear 100 rational live law",,
"tweets_halal_master","#Islamophobia Well Explained https://t.co/V7cBhQVaqO","well explain",,
"tweets_SenatorSalma","According to Dr. Bullock, policies meant to put an end to #Islamophobia are not enough. The root cause of discrimination must be addressed in order to ensure safe reporting measures. 

#RIDR #SenCA https://t.co/mo1OFHtplu","accord dr bullock policy mean put end not enough root cause discrimination must address order ensure safe reporting measure",,
"tweets_imranaryan2","No one is ready to stand with them ???NIA ke chape ke lie kafi hai, Muslaman hona...
#Islamophobia unites all...!!!

#IndiaWithPFI","ready stand nia ke chape ke lie kafi hai muslaman hona unites",,
"tweets_zulmaskhilaaaf","Over 55 per cent of Anti-muslim content on Twitter originates from India, reveals study

""According to the ICV researchers, India created the most content, with 871,379 Islamophobic tweets, followed by the United States (289,248) and the United Kingdom (196,376).""
#Islamophobia https://t.co/5IZg5qi8Rd","55 per cent antimuslim content twitter originate india reveals study accord icv researcher india create content 871379 islamophobic tweet follow united state 289248 united kingdom 196376",,
"tweets_HamdardAysha","To be (HIJABI) or not to be (HIJABI) is the business of NO STATE or MAN. #MahsaAmini #مهساامینی #Iran #India #HumanRights #Islamophobia #hypocrisy #Women #JusticeMatters #Uyghurs #Mahsa_Amini #Human https://t.co/6mjT7kF00T","hijabi not hijabi business state man",,
"tweets_party_allah","@SyriaNotes @timBc13 as #quran says, muslims should live in islamic lands, not the opposite! this is a planned chaos to  bring on far right groups in #europe and bring on #islamophobia! 
https://t.co/LHpRvG8mL1","say muslims live islamic land not opposite plan chaos bring far right group bring",,
"tweets_LeonSea7","@MALHACHIMI @AmbreenPTI1 @ImranKhanPTI I think He is the only Muslim world leader who clearly articulates #Islamophobia to the rest of the world in the previous #UNGA77
The following report is alarming.

@PTIofficial 
@OIC_OCI @OICatUN 

https://t.co/L9W6","think muslim world leader clearly articulate rest world previous follow report alarm",,
"tweets_Termina91923131","When you are so consumed with hate, this is the kind of venomous""journalism"" you spew!
I wonder what these people do when they interact with Muslims in their every day life..Maybe they are just slobs who never get out 😐
#Islamophobia #muslimsUnderAttackInUK https://t.co/rXjeUdJwhf","consume hate kind venomousjournalism spew wonder people interact muslims every day lifemaybe slobs never get",,
"tweets_suzaimi_bbk8930","Hypocrisy nowadays... Hidden hand agenda... #Islamophobia https://t.co/VCUpiOQ088","hypocrisy nowadays hidden hand agenda",,
"tweets_FKLagharippp","Participated in #OIC Contact Gp on Muslims in Europe on #UNGA  sidelines in NY 🇺🇸 . reaffirmed OIC’s unequivocal rejection of hatred, violence &amp; intolerance against Muslims. Inter-faith harmony, understanding &amp; dialogue is only way fwd. Spoke up against #Islamophobia in Europe https://t.co/t7fgLRSE2A","participate contact gp muslims europe sideline ny reaffirm oics unequivocal rejection hatred violence intolerance muslim interfaith harmony understand dialogue way fwd speak europe",,
"tweets_H_Sami313","अंडों के दर्द बहुत हुआ होगा, कर भी क्या सकते हैं, इस्लाम इसी तरह फैलता रहेगा।
फ़िलीपीन की अभिनेत्री Queenie Padilla ने इस्लाम क़ुबूल कर लिया, इस्लाम की दौलत मिलने के बाद ख़ुशी के आंसू, #Welcome to #Islam
#Philippines #uk #usa #india #world ♥️ #Islamophobia #Islamophobia_in_india https://t.co/CXl7yACsH9","queenie padilla",,
"tweets_SenatorSalma","We hear that although there has been progress in the representation of Muslims in general, there remains a lack of representation of the diversity within the Muslim community. 

#RIDR #SenCA #Islamophobia https://t.co/vFnlpvBTjJ","hear although progress representation muslims general remain lack representation diversity within muslim community",,
"tweets_erumnisar6","The #religion of #humanity is far superior to any other form of any religion.
-HH #YounusAlGohar

#leicester #leicestershire #leicestercity #uk #humanity #birmingham #liverpool #peace #muslim #hindu #Islamophobia #Hinduphobic #ALRATV #GoharShahi  

#Watch #ALRATV #Live #daily. https://t.co/MpNDZwqlaB","far superior form religion hh",,
"tweets_maverick_K8","@GabbarIsBack002 #Islamophobia is among goats as well!","among goat well",,
"tweets_Jennife11148116","@phoebesaid @amanpour @CNN @NBCNews @CBSNews @ABC @FoxNews @NewsHour @andersoncooper @maddow @nytimes @washingtonpost It told the world more about the #US and its #ethnocentrism, #xenophobia, #Islamophobia, #disrespect and #ignorance than the interview co","told world interview co",,
"tweets_rafe92rafe","@AshwiniUpadhyay @KapilSibal you are an intellectual advocate suffering from #Islamophobia","intellectual advocate suffering",,
"tweets_anews","#Islamophobia remains a growing threat across #Europe, with several countries enacting policies that have contributed to the institutionalization of an issue that should instead be stamped out with urgency, a new report has warned. https://t.co/9QvtW3vZM0","remains grow threat across several country enact policy contribute institutionalization issue instead stamp urgency new report warn",,
