videoID,textDisplay,textOriginal,authorDisplayName,authorChannelId,publishedAt,preprocessed_text,category,sub-category,comments
R8qVxxJBSbM,BHARAT JODO DESH JODO VANDEMATARAM JAI CONGRESS JAI RAHUL GANDHI,BHARAT JODO DESH JODO VANDEMATARAM JAI CONGRESS JAI RAHUL GANDHI,Syed Farid Ahmad,UCfi-NJYofwwIC-q1UWscsDg,2022-09-11T05:38:32Z,bharat jodo desh jodo vandemataram jai congress jai rahul gandhi ,POSITIVE,,
R8qVxxJBSbM,RG classy kind and humble leader.<br>India needs such a PM.,"RG classy kind and humble leader.
India needs such a PM.",N,UCZN1Jag58vUDmDgB2dRfBTw,2022-09-11T04:37:17Z,rg classy kind and humble leader india need such pm ,POSITIVE,,
R8qVxxJBSbM,Aj se 30 _40 sal pahle congress government me logon ko asani se government job mil jati thi ab to job milna bhagwan se milne k brabar hai,Aj se 30 _40 sal pahle congress government me logon ko asani se government job mil jati thi ab to job milna bhagwan se milne k brabar hai,kisan Desi poultry farm,UC0CnUVRcJgX3OLowcMgG8Pw,2022-09-11T04:35:43Z,aj se 30 40 sal pahle congress government me logon ko asani se government job mil jati thi ab to job milna bhagwan se milne brabar hai ,NEGATIVE,CRITICISM,
R8qVxxJBSbM,Rahul Gandhi is definitely the future of India!  This clip reminded me of our freedom fighters who fought for our independence.  Narendra Modi has not even given us a press conference in the past 8 years or even done anything close to what Rahul Gandhi has done today! RG 😍🔥🇮🇳😍,Rahul Gandhi is definitely the future of India!  This clip reminded me of our freedom fighters who fought for our independence.  Narendra Modi has not even given us a press conference in the past 8 years or even done anything close to what Rahul Gandhi has done today! RG 😍🔥🇮🇳😍,ANSAR. KP Ansar,UC-ag7lYjiOOJpvlbhPwMANg,2022-09-12T12:48:41Z,rahul gandhi is definitely the future of india this clip reminded me of our freedom fighter who fought for our independence narendra modi ha not even given u press conference in the past year or even done anything close to what rahul gandhi ha done today rg ,NEGATIVE,,
R8qVxxJBSbM,Let&#39;s Unite and raise your voice 🗣️ against Unemployment Inflation Injustice and Hate. Live for Humanity spread only love 🕊️. Jai Hind 🙏,Let's Unite and raise your voice 🗣️ against Unemployment Inflation Injustice and Hate. Live for Humanity spread only love 🕊️. Jai Hind 🙏,AHumanitarian Masum,UCyWQZBfkEcyXmFGSDSFA75g,2022-09-13T16:31:40Z,let unite and raise your voice against unemployment inflation injustice and hate live for humanity spread only love jai hind ,NEGATIVE,CRITICISM,
R8qVxxJBSbM,This yatra will be historical .Jai Congress. Rahul Gandhi is absolutely perfect leader to lead India,This yatra will be historical .Jai Congress. Rahul Gandhi is absolutely perfect leader to lead India,Aditya Raje,UC2H8q7CpljrRpS6zb65TMLg,2022-09-11T04:58:30Z,this yatra will be historical jai congress rahul gandhi is absolutely perfect leader to lead india ,POSITIVE,,
R8qVxxJBSbM,Only Gem which will light India again.,Only Gem which will light India again.,ZEESHAN CHOUDHARY,UCW8zNprBWkm-rEaPSQdoMAQ,2022-09-11T05:13:20Z,only gem which will light india again ,POSITIVE,,
R8qVxxJBSbM,Jai jatra . Bharat Joro Jatra ! We are not able to join but our heart and mind walking with the Bharat Joro Jatra . Jai ho,Jai jatra . Bharat Joro Jatra ! We are not able to join but our heart and mind walking with the Bharat Joro Jatra . Jai ho,meena devi,UCSrBlsOBWVhbTygRtYu8L8g,2022-09-11T06:40:55Z,jai jatra bharat joro jatra we are not able to join but our heart and mind walking with the bharat joro jatra jai ho ,POSITIVE,,
R8qVxxJBSbM,That&#39;s great,That's great,Indian Public Reaction✔,UCyGNjOCmwTc7tMFrTHk4N-w,2022-09-11T04:15:24Z,that great ,POSITIVE,,
R8qVxxJBSbM,Good Rahul is great and honest leader,Good Rahul is great and honest leader,Good Habbit,UCmFsRf21lY0XTEv3xR3x3xg,2022-09-11T06:17:21Z,good rahul is great and honest leader ,POSITIVE,,
R8qVxxJBSbM,We should give Rahul Gandhi a chance. He is a sincere leader. He will do a lot for the people. Let&#39;s give him a chance,We should give Rahul Gandhi a chance. He is a sincere leader. He will do a lot for the people. Let's give him a chance,Spread the Truth🌹,UCyvF62ym4O1nCwYvA_xQVjQ,2022-09-11T04:57:17Z,we should give rahul gandhi chance he is sincere leader he will do lot for the people let give him chance ,POSITIVE,,
R8qVxxJBSbM,"JIS DESH KA CHAWKIDAR JHOOTHA HO VO DESH TOOTE GA, ESI LIYE AB  BHARAT JODO YATRRA ZARURI HAI","JIS DESH KA CHAWKIDAR JHOOTHA HO VO DESH TOOTE GA, ESI LIYE AB  BHARAT JODO YATRRA ZARURI HAI",U. S Malik,UCQNc7kdtqh4bNYttzzW20oA,2022-09-11T05:23:19Z,ji desh ka chawkidar jhootha ho vo desh toote ga esi liye ab bharat jodo yatrra zaruri hai ,NEGATIVE,CRITICISM,
R8qVxxJBSbM,"Rahul will be world leader mahata Gandhi ,, vivekanand.","Rahul will be world leader mahata Gandhi ,, vivekanand.",Rakesh Gupta,UCyRxHcO1z5nRnv1XRmYDcbw,2022-09-11T05:21:00Z,rahul will be world leader mahata gandhi vivekanand ,POSITIVE,,
R8qVxxJBSbM,2024 ka pm only Mr Rahul Gandhi,2024 ka pm only Mr Rahul Gandhi,Kapil Sharma,UCXFpuL4SGYdc7r-o6nh-eXw,2022-09-11T04:45:35Z,2024 ka pm only mr rahul gandhi ,POSITIVE,,
R8qVxxJBSbM,R ji doing  good  work for  nation,R ji doing  good  work for  nation,Mohammed Shoukath Zain,UCLuzY13KGKOlFQWi5lqCnQg,2022-09-11T04:22:19Z,ji doing good work for nation ,POSITIVE,,
R8qVxxJBSbM,"The Bharat Jodo Yatra of congress with the leadership of Rahul Gandhi is very good for the United India🇮🇳, unity of india 🇮🇳, again","The Bharat Jodo Yatra of congress with the leadership of Rahul Gandhi is very good for the United India🇮🇳, unity of india 🇮🇳, again",Md Ahtesham Mallick,UCnWgGAeZ-gLBBjiyyx2Ns2Q,2022-09-11T06:11:22Z,the bharat jodo yatra of congress with the leadership of rahul gandhi is very good for the united india unity of india again ,POSITIVE,,
R8qVxxJBSbM,Congress party zindabad,Congress party zindabad,Kapil Sharma,UCXFpuL4SGYdc7r-o6nh-eXw,2022-09-11T04:45:09Z,congress party zindabad ,POSITIVE,,
R8qVxxJBSbM,Yes we need unity more than ever. Jai Hind,Yes we need unity more than ever. Jai Hind,Ss,UCqRGVuV1GcmBLrf6deB5hXg,2022-09-14T05:13:13Z,yes we need unity more than ever jai hind ,POSITIVE,,
R8qVxxJBSbM,"<b>Wish a great grand success to &quot;Bharath Jodo Yatra&quot; Rahulji.  *Jai Kisan Jai Jawan Jai Samvidhan 🙏 Bring back Congress to restore democracy secularism journalism and Samvidhan and thus save India from goons, gundas, hate mongers and samskari rapists 🇮🇳 👏</b>","*Wish a great grand success to ""Bharath Jodo Yatra"" Rahulji.  *Jai Kisan Jai Jawan Jai Samvidhan 🙏 Bring back Congress to restore democracy secularism journalism and Samvidhan and thus save India from goons, gundas, hate mongers and samskari rapists 🇮🇳 👏*",Awesome,UC6y0EGtuZG0Fhw0IBbseLRQ,2022-09-11T05:16:48Z,wish great grand success to bharath jodo yatra rahulji jai kisan jai jawan jai samvidhan bring back congress to restore democracy secularism journalism and samvidhan and thus save india from goon gundas hate monger and samskari rapist ,POSITIVE,,
R8qVxxJBSbM,Its Incredible moment. Big Salute to New Gen Leader.. Rahulji is a man of refined politics.. We are looking forward,Its Incredible moment. Big Salute to New Gen Leader.. Rahulji is a man of refined politics.. We are looking forward,Assisi Athani,UCkWZ0tW3AeIWEem7Uq1K2CA,2022-09-11T06:12:53Z,it incredible moment big salute to new gen leader rahulji is man of refined politics we are looking forward ,POSITIVE,,
R8qVxxJBSbM,Congratulations,Congratulations,Mr. K. A *,UCb8ra77Hv3akQvHNGS9_YEw,2022-09-11T04:35:50Z,congratulation ,POSITIVE,,
R8qVxxJBSbM,We wish Rahul will be next pm people support,We wish Rahul will be next pm people support,Mobin Shaikh,UCRLKUiEsaZ6GRklnYh41BRQ,2022-09-11T05:52:48Z,we wish rahul will be next pm people support ,POSITIVE,,
R8qVxxJBSbM,"Yesss we want job , not jumlaa","Yesss we want job , not jumlaa",Susil kumar,UCX-idFclkri83JmGuFrHpjQ,2022-09-11T04:38:59Z,yes we want job not jumlaa ,POSITIVE,,
R8qVxxJBSbM,"good initiative, please save our country rahulji.. congrats..","good initiative, please save our country rahulji.. congrats..",fgerard,UCiiA0edvXGfs0wzjy9UqY_g,2022-09-11T21:24:00Z,good initiative please save our country rahulji congrats ,POSITIVE,,
R8qVxxJBSbM,very Good job ... Rahul Sir ..,very Good job ... Rahul Sir ..,Aisha Panjri,UCmG8FOm88KNInuFwEpbdKCg,2022-09-11T04:27:52Z,very good job rahul sir ,POSITIVE,,
R8qVxxJBSbM,Very good job,Very good job,Ami Tiwari,UCgPEl9nKRfFPZF_ZwZ-3_Kw,2022-09-11T05:24:33Z,very good job ,POSITIVE,,
R8qVxxJBSbM,Rahul Gandhi honest politician and sensible leader,Rahul Gandhi honest politician and sensible leader,Charu Rane,UC5wI9yuHj9Lud1rC4y81B1Q,2022-09-11T05:48:31Z,rahul gandhi honest politician and sensible leader ,POSITIVE,,
OMnN5Q4mZ9c,This is a greatest time to rahul  because he will be walk for 150 days to know about peoples problems i will support rahulji 💪💪💪,This is a greatest time to rahul  because he will be walk for 150 days to know about peoples problems i will support rahulji 💪💪💪,Aswin Raj,UCHVIQlAp_ysAea4Ws8yco1A,2022-09-12T12:27:50Z,this is greatest time to rahul because he will be walk for 150 day to know about people problem will support rahulji ,POSITIVE,,
OMnN5Q4mZ9c,We should give him a chance now Really 🙏,We should give him a chance now Really 🙏,kushal tiwari,UCRSirOlKVY7Kl_BsTjJG7SQ,2022-09-12T14:07:31Z,we should give him chance now really ,POSITIVE,,
OMnN5Q4mZ9c,Rahul gandhi is the honest and educated leader ......we all should support a leader who is educated and honest ........,Rahul gandhi is the honest and educated leader ......we all should support a leader who is educated and honest ........,Ravi Kumar,UCpSs_eyf7wuMRMu43TxcFKw,2022-09-13T09:13:57Z,rahul gandhi is the honest and educated leader we all should support leader who is educated and honest ,POSITIVE,,
OMnN5Q4mZ9c,Rahul Gandhi is definitely the future of India!  This clip reminded me of our freedom fighters who fought for our independence.  Narendra Modi has not even given us a press conference in the past 8 years or even done anything close to what Rahul Gandhi has done today! RG 😍🔥🇮🇳😍,Rahul Gandhi is definitely the future of India!  This clip reminded me of our freedom fighters who fought for our independence.  Narendra Modi has not even given us a press conference in the past 8 years or even done anything close to what Rahul Gandhi has done today! RG 😍🔥🇮🇳😍,ANSAR. KP Ansar,UC-ag7lYjiOOJpvlbhPwMANg,2022-09-12T12:42:32Z,rahul gandhi is definitely the future of india this clip reminded me of our freedom fighter who fought for our independence narendra modi ha not even given u press conference in the past year or even done anything close to what rahul gandhi ha done today rg ,POSITIVE,,
OMnN5Q4mZ9c,Our Kerala police is doing hard work to keep law and order safe in Kerala. Our Kerala police is not enough to eat any food. It is very difficult for them to retain the law and order in Kerala.,Our Kerala police is doing hard work to keep law and order safe in Kerala. Our Kerala police is not enough to eat any food. It is very difficult for them to retain the law and order in Kerala.,anandgopan ag,UCF8o6naP7HgwKicB4fnwtkw,2022-09-12T13:03:04Z,our kerala police is doing hard work to keep law and order safe in kerala our kerala police is not enough to eat any food it is very difficult for them to retain the law and order in kerala ,POSITIVE,,
OMnN5Q4mZ9c,He dont have any ambitions like RSS.. Support Rahul support India,He dont have any ambitions like RSS.. Support Rahul support India,Only U,UCswqeT8Fb5LXEZHx7wnwBCw,2022-09-12T16:05:15Z,he dont have any ambition like r support rahul support india ,POSITIVE,,
OMnN5Q4mZ9c,BJP must tweet one image congress hsnd symbol is broken due to loot courrption and with  failed man unabld to take off why press conference on idiotic tweet of congress,BJP must tweet one image congress hsnd symbol is broken due to loot courrption and with  failed man unabld to take off why press conference on idiotic tweet of congress,SK,UC2ZRmBzbSq1ALz5b4IV60vw,2022-09-12T12:24:51Z,bjp must tweet one image congress hsnd symbol is broken due to loot courrption and with failed man unabld to take off why press conference on idiotic tweet of congress ,NEGATIVE,CRITICISM,
OMnN5Q4mZ9c,Atleast 150 days everyone got job.    ....,Atleast 150 days everyone got job.    ....,T R Kaliyamardhanan,UCepAPOPtBTyiK4D-M8CCuRA,2022-09-12T15:25:29Z,atleast 150 day everyone got job ,POSITIVE,,
OMnN5Q4mZ9c,It is not padha yatra but Father Yathra,It is not padha yatra but Father Yathra,Lakshmanan Iyer,UCZXP-tx-sw3O0fBCV7Xlb6A,2022-09-12T13:42:20Z,it is not padha yatra but father yathra ,POSITIVE,,
1RbfAcPcoqk,This Yatra makes people&#39;s contact with the leadership and people get into touch to know what people expect from Congress . Instead of sitting in TV debates done the wonderful task of meeting people and direct discussion with them . Grassroots counseling .,This Yatra makes people's contact with the leadership and people get into touch to know what people expect from Congress . Instead of sitting in TV debates done the wonderful task of meeting people and direct discussion with them . Grassroots counseling .,Hippo pole,UCSwx9320hsmJ3kGURdaonVA,2022-09-10T14:10:41Z,this yatra make people contact with the leadership and people get into touch to know what people expect from congress instead of sitting in tv debate done the wonderful task of meeting people and direct discussion with them grassroots counseling ,POSITIVE,,
1RbfAcPcoqk,India is  in need of Educated n Secular PM for the well being of Indians  ❤️🇮🇳❤️👍🇮🇳❤️,India is  in need of Educated n Secular PM for the well being of Indians  ❤️🇮🇳❤️👍🇮🇳❤️,Inayath Hussain,UCwoc-2T0lWDkDZ1-NNEG98A,2022-09-11T12:35:42Z,india is in need of educated secular pm for the well being of indian ,POSITIVE,,
1RbfAcPcoqk,Really a passionate humble down to earth leader to understand the ground reality and solve our problems of poverty unemployment inflation  illiteracy,Really a passionate humble down to earth leader to understand the ground reality and solve our problems of poverty unemployment inflation  illiteracy,Geeta Ahuja,UCMIWoNZV_13ooECwuLsKZ6A,2022-09-11T14:19:30Z,really passionate humble down to earth leader to understand the ground reality and solve our problem of poverty unemployment inflation illiteracy ,POSITIVE,,
1RbfAcPcoqk,Those who knows difference between GDP Vs inflation support Congress,Those who knows difference between GDP Vs inflation support Congress,Lokasani venkat reddy,UCuo5wgqcajvNzuHj37BedDA,2022-09-10T13:56:58Z,those who know difference between gdp v inflation support congress ,NEUTRAL,,
1RbfAcPcoqk,Now it&#39;s high time to support Mr.Rahul Gandhi an educated nd humble leader who believe in democracy &amp; Respect the Constitution of India. NXT PM jai hind 🇮🇳.,Now it's high time to support Mr.Rahul Gandhi an educated nd humble leader who believe in democracy & Respect the Constitution of India. NXT PM jai hind 🇮🇳.,Vishal Singh,UCIWg1AkFUVGxJvnqFp1yLYw,2022-09-10T14:14:40Z,now it high time to support mr rahul gandhi an educated nd humble leader who believe in democracy respect the constitution of india nxt pm jai hind ,POSITIVE,,
1RbfAcPcoqk,Every word these girls are saying is true about Rahul Gandhi. He definitely is a very logical person.,Every word these girls are saying is true about Rahul Gandhi. He definitely is a very logical person.,Diana D'Souza,UCQb8OSyDSXL97CQt5CDGsVQ,2022-09-11T14:37:28Z,every word these girl are saying is true about rahul gandhi he definitely is very logical person ,POSITIVE,,
1RbfAcPcoqk,Today I have physically witnessed the yatra at Marthandam as I am a local man from Marthandam.  Really what a rally personnel keen to attend ed the rally.  Rahulji ne ithihas banathiya hai.  Jay jay bharat jodo.,Today I have physically witnessed the yatra at Marthandam as I am a local man from Marthandam.  Really what a rally personnel keen to attend ed the rally.  Rahulji ne ithihas banathiya hai.  Jay jay bharat jodo.,Rajesh K,UC76OOXGHoXxOadRzvEx-00Q,2022-09-10T15:09:15Z,today have physically witnessed the yatra at marthandam a am local man from marthandam really what rally personnel keen to attend ed the rally rahulji ne ithihas banathiya hai jay jay bharat jodo ,POSITIVE,,
1RbfAcPcoqk,Rahul  Gandhi is no doubt a better man than  other leaders due to he has no such thinking for damaging to  others .He never talks such language for which others would be feeling bad on such  language,Rahul  Gandhi is no doubt a better man than  other leaders due to he has no such thinking for damaging to  others .He never talks such language for which others would be feeling bad on such  language,Damodar Naik,UCsnP8LlBp9zqWAzebCWAZ_A,2022-09-10T14:51:50Z,rahul gandhi is no doubt better man than other leader due to he ha no such thinking for damaging to others he never talk such language for which others would be feeling bad on such language ,POSITIVE,,
1RbfAcPcoqk,India flows with Rahul. Time has come for the finals.. 👍👍👍Counting the Cause of saving the Nation. What is spending in nothing.. 🙏🙏🙏👍Great people participation. Save Nation rally 👍👍👍,India flows with Rahul. Time has come for the finals.. 👍👍👍Counting the Cause of saving the Nation. What is spending in nothing.. 🙏🙏🙏👍Great people participation. Save Nation rally 👍👍👍,Thambi nelloore,UCbxz5K3SnNIkiLcnvK-xXoQ,2022-09-10T14:26:20Z,india flow with rahul time ha come for the final counting the cause of saving the nation what is spending in nothing great people participation save nation rally ,POSITIVE,,
1RbfAcPcoqk,"Keep it up Rahul. Fight the fascists. Let the Godi Media dogs bark you march on and on, we are with you.","Keep it up Rahul. Fight the fascists. Let the Godi Media dogs bark you march on and on, we are with you.",SAM,UC-3Xz1jx3he6wyG6sU618FA,2022-09-10T14:12:52Z,keep it up rahul fight the fascist let the godi medium dog bark you march on and on we are with you ,POSITIVE,,
1RbfAcPcoqk,I fully support this Yatra because I see in this Yatra Tiranga not Congress party flag.,I fully support this Yatra because I see in this Yatra Tiranga not Congress party flag.,Uttam Rangari,UCJDJhjIVwvMul0AtP-J7M4A,2022-09-10T14:35:56Z,fully support this yatra because see in this yatra tiranga not congress party flag ,POSITIVE,,
1RbfAcPcoqk,Next pm RG,Next pm RG,Veera's 11,UCh2RlXOGPWUG4NCK9yg9aZg,2022-09-10T13:24:52Z,next pm rg ,POSITIVE,,
1RbfAcPcoqk,"One chance must be given to Mr. Rahul Gandhi, He will be much better than Mr. Modi","One chance must be given to Mr. Rahul Gandhi, He will be much better than Mr. Modi",Sukesh chandra Das,UCeXTZRik-lrQ7jqaHLyvRuA,2022-09-10T14:01:27Z,one chance must be given to mr rahul gandhi he will be much better than mr modi ,POSITIVE,,
1RbfAcPcoqk,"In the process of conducting &quot;Bharat Jodo Yatra&quot;,there&#39;s every chance that they might do a &quot;Bharat Chhodo Yatra&quot; resulting in non-return and scot free.","In the process of conducting ""Bharat Jodo Yatra"",there's every chance that they might do a ""Bharat Chhodo Yatra"" resulting in non-return and scot free.",Jajatikeshari Ray,UC56HQiYgTJgeYl1wtvGUe-g,2022-09-13T09:29:33Z,in the process of conducting bharat jodo yatra there every chance that they might do bharat chhodo yatra resulting in non return and scot free ,NEGATIVE,CRITICISM,
1RbfAcPcoqk,Next PM.   oh for TN or Kerala? TN needs people like highly brillant people like Rahul to lead TN and Kerala.,Next PM.   oh for TN or Kerala? TN needs people like highly brillant people like Rahul to lead TN and Kerala.,hare krishna ram,UCG583YqSb3ATISiC2f9XBrw,2022-09-11T15:09:15Z,next pm oh for tn or kerala tn need people like highly brillant people like rahul to lead tn and kerala ,POSITIVE,,
1RbfAcPcoqk,South india is payving the way for Congress revival and Rahulji will be the PM for our country in 2024. All the best for all the participants. Jai congress. 🙏,South india is payving the way for Congress revival and Rahulji will be the PM for our country in 2024. All the best for all the participants. Jai congress. 🙏,prem sagar,UCTgLXkOYkIBQJMnyadZ3igA,2022-09-10T14:48:09Z,south india is payving the way for congress revival and rahulji will be the pm for our country in 2024 all the best for all the participant jai congress ,POSITIVE,,
1RbfAcPcoqk,"Our PPL are very much sensible .They raise  the correct points , they give fitting Reply to the Reporters .Rahul ji don&#39;t  give importance to the P M Post . reach your destination with full dedication towards your Mission and India a  Sacred Country  of ours","Our PPL are very much sensible .They raise  the correct points , they give fitting Reply to the Reporters .Rahul ji don't  give importance to the P M Post . reach your destination with full dedication towards your Mission and India a  Sacred Country  of ours",Vydyamvijaya Lakshmi,UCVVWtivMr2aRbsKOktQkmfg,2022-09-11T05:57:01Z,our ppl are very much sensible they raise the correct point they give fitting reply to the reporter rahul ji don give importance to the post reach your destination with full dedication towards your mission and india sacred country of ours ,POSITIVE,,
1RbfAcPcoqk,Look at young leader Mr Rahul. Only one leader Mr Rahul,Look at young leader Mr Rahul. Only one leader Mr Rahul,Rajeev Ranjan,UC4ZsY8i7Sobtstzdd0LCFkQ,2022-09-10T14:05:51Z,look at young leader mr rahul only one leader mr rahul ,POSITIVE,,
1RbfAcPcoqk,"PM chahe koi bhi bane bas desh ko development, peace and prosperity hamesha rahe.","PM chahe koi bhi bane bas desh ko development, peace and prosperity hamesha rahe.",Saify ASIF,UCtx5ST7SzosoGWZ7F16ZHJg,2022-09-10T14:21:23Z,pm chahe koi bhi bane ba desh ko development peace and prosperity hamesha rahe ,POSITIVE,,
1RbfAcPcoqk,Mai samajhta hu ki ye congress ne ye bahut hi accha kaam kiya hai.....<br>.<br><br>I think that is the better decision by the congress I&#39;m with you all 👍👍👍👍👍,"Mai samajhta hu ki ye congress ne ye bahut hi accha kaam kiya hai.....
.

I think that is the better decision by the congress I'm with you all 👍👍👍👍👍",Akshay,UCsasZl6wMGTIrPpetBZrvZg,2022-09-10T15:03:20Z,mai samajhta hu ki ye congress ne ye bahut hi accha kaam kiya hai think that is the better decision by the congress with you all ,POSITIVE,,
1RbfAcPcoqk,"Yes you are right telling about mr. Rahul Gandhi ji, yes mr. Rahul Gandhi ji they are next prime minister of our country,jaihind jai bharat Vijay Congress, jaihind","Yes you are right telling about mr. Rahul Gandhi ji, yes mr. Rahul Gandhi ji they are next prime minister of our country,jaihind jai bharat Vijay Congress, jaihind",Ram Dars Pandey,UCQcTFeSjAaGGaEoph0o9qcw,2022-09-11T17:13:04Z,yes you are right telling about mr rahul gandhi ji yes mr rahul gandhi ji they are next prime minister of our country jaihind jai bharat vijay congress jaihind ,POSITIVE,,
1RbfAcPcoqk,Bharat Jodo Yatra getting stronger and stronger with every Kilometer 💪 🙌,Bharat Jodo Yatra getting stronger and stronger with every Kilometer 💪 🙌,Want to Know,UC4y8Bx-94TiODfD5yJNy2Dw,2022-09-11T15:17:23Z,bharat jodo yatra getting stronger and stronger with every kilometer ,POSITIVE,,
1RbfAcPcoqk,BHARAT JODO YATRA ZINDABAD CONGRESS PARTE ZINDABAD<br>RAHUL GANDHI ZINDABAD,"BHARAT JODO YATRA ZINDABAD CONGRESS PARTE ZINDABAD
RAHUL GANDHI ZINDABAD",Mohdabdulqadeer Mohdabdulqadeer,UCh_fi3MaR62joZhlBGadFrA,2022-09-10T13:24:15Z,bharat jodo yatra zindabad congress parte zindabad rahul gandhi zindabad ,POSITIVE,,
1RbfAcPcoqk,Keep it up Moushmi.Your coverage and analysis   is excellent.,Keep it up Moushmi.Your coverage and analysis   is excellent.,Shashikant Tiwari,UC_MCea5g1FpXonFzZVRugGw,2022-09-10T16:02:47Z,keep it up moushmi your coverage and analysis is excellent ,POSITIVE,,
1RbfAcPcoqk,Wah kya jawab diya is pyari gudiya ne<br>Great janta of our country. They stand for unity and integrity development and humanism,"Wah kya jawab diya is pyari gudiya ne
Great janta of our country. They stand for unity and integrity development and humanism",RB,UCDzm29z8FkHlN-PigMpYiZw,2022-09-10T14:48:33Z,wah kya jawab diya is pyari gudiya ne great janta of our country they stand for unity and integrity development and humanism ,POSITIVE,,
1RbfAcPcoqk,Would be joining the Yatra when it reaches Delhi. Time to destroys the destroyers of the brotherhood in the Country. Save nation from Andhbhakts.,Would be joining the Yatra when it reaches Delhi. Time to destroys the destroyers of the brotherhood in the Country. Save nation from Andhbhakts.,Sandeep Dahiya,UCj3PN7qiXbfHuq5VrPH66Yg,2022-09-10T14:59:01Z,would be joining the yatra when it reach delhi time to destroys the destroyer of the brotherhood in the country save nation from andhbhakts ,POSITIVE,,
1RbfAcPcoqk,Rahul Gandhi honest politician and sensible leader,Rahul Gandhi honest politician and sensible leader,Charu Rane,UC5wI9yuHj9Lud1rC4y81B1Q,2022-09-12T06:27:52Z,rahul gandhi honest politician and sensible leader ,POSITIVE,,
1RbfAcPcoqk,next pm RG,next pm RG,Prakash panchala,UC_woqDOZpdpflFX_V3J70bg,2022-09-10T13:39:29Z,next pm rg ,POSITIVE,,
1RbfAcPcoqk,"Yes, he is our next PM","Yes, he is our next PM",arup kapti,UCUSnMbWG0Qck_PBulpJgjGg,2022-09-10T14:09:05Z,yes he is our next pm ,POSITIVE,,
1RbfAcPcoqk,The first lady speak really well.,The first lady speak really well.,Sumita Kisku,UCCBM3VjNo3xisLGYwhAQ_Sw,2022-09-10T15:57:27Z,the first lady speak really well ,POSITIVE,,
1RbfAcPcoqk,No doubt. Rahul is far far better than pm Modi. Another thing that he is well educated. He would work far better than Modi as a PM for people of India. He would work without any discrimination for the people of India.,No doubt. Rahul is far far better than pm Modi. Another thing that he is well educated. He would work far better than Modi as a PM for people of India. He would work without any discrimination for the people of India.,Rajender Tirkey,UCcRE8ijDYnIOW8NW0M6i2oQ,2022-09-10T14:55:34Z,no doubt rahul is far far better than pm modi another thing that he is well educated he would work far better than modi a pm for people of india he would work without any discrimination for the people of india ,POSITIVE,,
1RbfAcPcoqk,Kudos to girl from Chattisgarh  excellent so beautifully explained the  messages.,Kudos to girl from Chattisgarh  excellent so beautifully explained the  messages.,Country Man,UCWEIoCYfVTdBD8KHxHOFfYA,2022-09-11T00:54:26Z,kudos to girl from chattisgarh excellent so beautifully explained the message ,POSITIVE,,
1RbfAcPcoqk,Thanks aaj tak to coming out from godi media...,Thanks aaj tak to coming out from godi media...,rahul kumar,UC_xbC77KuTIPYtqHoRjPFbA,2022-09-10T15:44:44Z,thanks aaj tak to coming out from godi medium ,POSITIVE,,
1RbfAcPcoqk,How ajtak (Godi media) got so much interest in Bharat joro? It&#39;s well known about the intention of this chann9,How ajtak (Godi media) got so much interest in Bharat joro? It's well known about the intention of this chann9,ttseipuhaokip0003,UC8EF82RZ0MlZamFVhUR4yHA,2022-09-10T15:21:07Z,how ajtak godi medium got so much interest in bharat joro it well known about the intention of this chann9 ,POSITIVE,,
1RbfAcPcoqk,Keep it up Rahul Gandhi for BHARAT JODO YATRA,Keep it up Rahul Gandhi for BHARAT JODO YATRA,mahesh chandra Sharma,UCn5HzHcgPtw5ULaUpMPELfg,2022-09-10T14:36:22Z,keep it up rahul gandhi for bharat jodo yatra ,POSITIVE,,
FvQt2POj-OQ,"Best Anchor , those who were dead they are attending in procession,<br>Best kanna kanna","Best Anchor , those who were dead they are attending in procession,
Best kanna kanna",Jayanarayana Prasad,UCXTNy_LMF0s_xIansMot0ig,2022-09-12T04:59:25Z,best anchor those who were dead they are attending in procession best kanna kanna ,POSITIVE,,
FvQt2POj-OQ,Why Rahul only our cm blocked whole road when he comes on road ....we struggling governor should take action.,Why Rahul only our cm blocked whole road when he comes on road ....we struggling governor should take action.,kurian kk,UCw_NdOJ9Doe7DKlz-07MACw,2022-09-12T08:26:05Z,why rahul only our cm blocked whole road when he come on road we struggling governor should take action ,NEGATIVE,CRITICISM,
FvQt2POj-OQ,"Please add English or Hindi captions also, so others can understand","Please add English or Hindi captions also, so others can understand",Bmc Gorakhpur,UCEc34fEGJrlgpHW6lrfz4-g,2022-09-13T13:32:45Z,please add english or hindi caption also so others can understand ,NEUTRAL,,
FvQt2POj-OQ,"Please someone inform  RG to attend  function in NIMS  as he promised,,,, he passed away that NIMS land mark, without knowing the point","Please someone inform  RG to attend  function in NIMS  as he promised,,,, he passed away that NIMS land mark, without knowing the point",0 0,UCucSIoUck33R7X5aAi8zkew,2022-09-12T06:58:49Z,please someone inform rg to attend function in nim a he promised he passed away that nim land mark without knowing the point ,NEUTRAL,,
FvQt2POj-OQ,how can they join in this rally some one died in muthalakuzhi its amazing,how can they join in this rally some one died in muthalakuzhi its amazing,santhosh jacky,UCuBwFt5rJQQP1mCvJL65akA,2022-09-12T05:14:05Z,how can they join in this rally some one died in muthalakuzhi it amazing ,NEGATIVE,CRITICISM,
