"videoID","textDisplay","textOriginal","authorDisplayName","authorChannelId","publishedAt",,"preprocessed_text","category","sub-category"
"rgsajpfdFdc","Unjust blinded court turned court in GO   SHOLA. Waisted of times to approach higher court","Unjust blinded court turned court in GO   SHOLA. Waisted of times to approach higher court","Ainul Hasan","UCBxYtSRUlf1ik2wtoE8k_ng","2022-09-12T06:43:43Z",,"unjust blinded court turned court in go shola waisted of time to approach higher court ","neutral",
"rgsajpfdFdc","It is well planned to creat trouble for ellection These ladies are Delhi and not from Banaras","It is well planned to creat trouble for ellection These ladies are Delhi and not from Banaras","zainuladedin khan","UCWRBXnbTGz38KSESdSlaA5Q","2022-09-13T03:14:48Z",,"it is well planned to creat trouble for ellection these lady are delhi and not from banaras ","neutral",
"rgsajpfdFdc","Court Jeb main cbi Jeb main election commotion Jeb main police Jeb main si what you can expect from them??","Court Jeb main cbi Jeb main election commotion Jeb main police Jeb main si what you can expect from them??","Mohammad VASIM","UCPHorkLdJINgWSMAm17jzjg","2022-09-12T01:46:12Z",,"court jeb main cbi jeb main election commotion jeb main police jeb main si what you can expect from them ","negative","hate"
"rgsajpfdFdc","Agr use tordn ahee tha to pora tord deta <br>Banki men mndir ko chord k 1 chota sa jagh tord k mashjid bana diya<br>Kya bakloli hai yaar","Agr use tordn ahee tha to pora tord deta 
Banki men mndir ko chord k 1 chota sa jagh tord k mashjid bana diya
Kya bakloli hai yaar","MM Nirala","UCf3t7xM5FOFFj7mMvPj7hkA","2022-09-11T16:41:46Z",,"agr use tordn ahee tha to pora tord deta banki men mndir ko chord chota sa jagh tord mashjid bana diya kya bakloli hai yaar ","negative","criticism"
"rgsajpfdFdc","2024 vote chaiya bjp ko but God is great he will take revange","2024 vote chaiya bjp ko but God is great he will take revange","Unique","UCop_i-ghFKvh4nJ6W-ozOEg","2022-09-11T21:39:47Z",,"2024 vote chaiya bjp ko but god is great he will take revange ","negative","criticism"
"rgsajpfdFdc","@ndtv india please share link of that ravish kumar prime video which was on Language controversy like Urdu Persian terms. Please","@ndtv india please share link of that ravish kumar prime video which was on Language controversy like Urdu Persian terms. Please","Gulshan e Urdu","UC1BgDamX3SpJnwLf-vnouDA","2022-09-12T08:26:53Z",,"india please share link of that ravish kumar prime video which wa on language controversy like urdu persian term please ","neutral",
"rgsajpfdFdc","Aurangazeb build mandir temple is like goat eating meat 🥩","Aurangazeb build mandir temple is like goat eating meat 🥩","P K","UC6aRvIbM363ReGj5nD0HorA","2022-09-11T16:22:07Z",,"aurangazeb build mandir temple is like goat eating meat ","negative","hate"
"rgsajpfdFdc","1998 tak poori puja hoti thi .<br>Baad m pooja band karwa di gayi tab Mulayam singh ki sarkar thi .","1998 tak poori puja hoti thi .
Baad m pooja band karwa di gayi tab Mulayam singh ki sarkar thi .","RISHABH badhani","UCF7N9XnGIBxuWfuw2EhgmFA","2022-09-11T18:16:13Z",,"1998 tak poori puja hoti thi baad pooja band karwa di gayi tab mulayam singh ki sarkar thi ","neutral",
"rgsajpfdFdc","Obviously Judges who are leaned to RSS wing will give  judgement Muslims of India. One more CJI Ranjan Goggi will be offered with some prime post foregin Embassy of Rajya Sabha.","Obviously Judges who are leaned to RSS wing will give  judgement Muslims of India. One more CJI Ranjan Goggi will be offered with some prime post foregin Embassy of Rajya Sabha.","Rizwan Sardar","UC7rMo_1SGcyd7WVtugJO6Fw","2022-09-11T19:42:09Z",,"obviously judge who are leaned to r wing will give judgement muslim of india one more cji ranjan goggi will be offered with some prime post foregin embassy of rajya sabha ","negative","criticism"
"rgsajpfdFdc","Aurangzeb boot Puja ka Virodhi tha. Vah na to Masjid Mein Shivling ko rakhva sakta tha aur na hi maujuda Shivling ko Masjid Mein chhod  sakta tha","Aurangzeb boot Puja ka Virodhi tha. Vah na to Masjid Mein Shivling ko rakhva sakta tha aur na hi maujuda Shivling ko Masjid Mein chhod  sakta tha","Vinod Kumar","UCxtxqE-YnZs1LgxhOOnWblQ","2022-09-11T17:41:09Z",,"aurangzeb boot puja ka virodhi tha vah na to masjid mein shivling ko rakhva sakta tha aur na hi maujuda shivling ko masjid mein chhod sakta tha ","negative","criticism"
"rgsajpfdFdc","Media&#39","s favourite topic","Media's favourite topic","Mahmood Alam","UCXqGPUgygscX1JeUYbMbxcA",,,"neutral",
"rgsajpfdFdc","Auranjab Mandir tod kar masjid bana ta tha to fir baju mai bhe mandir thi fir usko kyu nahi thoda yea sub galat hai truth is always truth","Auranjab Mandir tod kar masjid bana ta tha to fir baju mai bhe mandir thi fir usko kyu nahi thoda yea sub galat hai truth is always truth","Nawaz Khan","UChBR7z2cGHrKh6K1Lxcn6SQ","2022-09-13T15:07:48Z",,"auranjab mandir tod kar masjid bana ta tha to fir baju mai bhe mandir thi fir usko kyu nahi thoda yea sub galat hai truth is always truth ","negative","criticism"
"rgsajpfdFdc","Finally temple will be rebuilt 🙏","Finally temple will be rebuilt 🙏","ADH","UCizAAv6_sqSeRAGUXOVGx1A","2022-09-12T04:50:48Z",,"finally temple will be rebuilt ","neutral",
"rgsajpfdFdc","Hindu ke favour main jayga. Yeh sab tho dhikawa hai.","Hindu ke favour main jayga. Yeh sab tho dhikawa hai.","Benjamin Nelson","UCzTIeHQC4BtlMRDLKNxH1bw","2022-09-12T08:54:58Z",,"hindu ke favour main jayga yeh sab tho dhikawa hai ","negative","criticism"
"rgsajpfdFdc","2024 me abhi 1.5 saal h elections me time h 😃😃😃","2024 me abhi 1.5 saal h elections me time h 😃😃😃","KASHIF","UCRR6QNmRlzxt5QiikEJcQHA","2022-09-11T17:46:42Z",,"2024 me abhi saal election me time ","neutral",
"rgsajpfdFdc","Babri  chalo ho sakta thha, ke pehle mandir baad m babri, ab phir mandir","Babri  chalo ho sakta thha, ke pehle mandir baad m babri, ab phir mandir","Nk news","UCZDVokfQcoJeI_urz3eAtkA","2022-09-12T03:19:06Z",,"babri chalo ho sakta thha ke pehle mandir baad babri ab phir mandir ","negative","criticism"
"rgsajpfdFdc","Bus yahe bacha hai India me.<br>Inflation, unemployment, GDP aache din, women safety ye sare to falte ke issue hai.","Bus yahe bacha hai India me.
Inflation, unemployment, GDP aache din, women safety ye sare to falte ke issue hai.","Adeeb Ansari","UCf9ZwUeN-xQ60mLjxsjRGEQ","2022-09-11T17:33:12Z",,"bus yahe bacha hai india me inflation unemployment gdp aache din woman safety ye sare to falte ke issue hai ","negative","hate"
"rgsajpfdFdc","Ye sab ko faltu bate to mobi midiya me chalta tha ab bakwas bato ka bashah ndtb hogya hai Keya bat hai","Ye sab ko faltu bate to mobi midiya me chalta tha ab bakwas bato ka bashah ndtb hogya hai Keya bat hai","monika britis","UCVQaea2hDoUD3AQe9rCg03w","2022-09-11T16:52:41Z",,"ye sab ko faltu bate to mobi midiya me chalta tha ab bakwas bato ka bashah ndtb hogya hai keya bat hai ","negative","hate"
"rgsajpfdFdc","Her masjid me fawara hy to her masjid Mandir hy","Her masjid me fawara hy to her masjid Mandir hy","Juned Suppoter","UC3ytS6GhDNgB-NB8Y3KUIjw","2022-09-11T21:45:52Z",,"her masjid me fawara hy to her masjid mandir hy ","neutral",
"rgsajpfdFdc","Election is decide people. <br>Modi not come in this picture.","Election is decide people. 
Modi not come in this picture.","THOMAS C","UCkQa8lgp8iLk8-k3tDK2G1Q","2022-09-12T08:27:16Z",,"election is decide people modi not come in this picture ","neutral",
"rgsajpfdFdc","Symbol of islamic colonisation in BHARAT.","Symbol of islamic colonisation in BHARAT.","debashish das","UCLfU29EQysTJFC-uiTMjnBA","2022-09-12T09:04:23Z",,"symbol of islamic colonisation in bharat ","negative","criticism"
"rgsajpfdFdc","Itney devi devtaon ko poojne ke baad bhee,  mun  ko shanti nhi mili. Kyaa paya Hindu muslim karke rote  aae the or rote hi jaoge .","Itney devi devtaon ko poojne ke baad bhee,  mun  ko shanti nhi mili. Kyaa paya Hindu muslim karke rote  aae the or rote hi jaoge .","Ranjeet Johar","UCFdXK-j088XpHRM8cJ0Wa3Q","2022-09-12T19:06:03Z",,"itney devi devtaon ko poojne ke baad bhee mun ko shanti nhi mili kyaa paya hindu muslim karke rote aae the or rote hi jaoge ","positive",
"rgsajpfdFdc","2021 m kuch nhi hua","2021 m kuch nhi hua","Suhel Khan","UC4UobuPMVZSIToDBUrXS3Ng","2022-09-11T16:51:03Z",,"2021 kuch nhi hua ","negative","criticism"
"rgsajpfdFdc","Court to bik chuka hai","Court to bik chuka hai","babar Hussain","UC-p4SBQ08oPmqFxxDjejIIw","2022-09-12T02:03:09Z",,"court to bik chuka hai ","negative","criticism"
"rgsajpfdFdc","Mandir ko kitna  ki ragrup badal  ke majit  ka rup do or mandir hai or rahega","Mandir ko kitna  ki ragrup badal  ke majit  ka rup do or mandir hai or rahega","Bajatey Raho","UC_2CinFi2Csr3M1gc_RLBRw","2022-09-12T15:23:42Z",,"mandir ko kitna ki ragrup badal ke majit ka rup do or mandir hai or rahega ","negative","criticism"
"rgsajpfdFdc","Her masjid me bagwan dhund rahe hy","Her masjid me bagwan dhund rahe hy","Juned Suppoter","UC3ytS6GhDNgB-NB8Y3KUIjw","2022-09-11T21:42:31Z",,"her masjid me bagwan dhund rahe hy ","neutral",
"H4AkiCPdh8I","I Respect everyone who were involved in this Seriously the best piece that l ve even seen on Youthe HATS OFF TO WELL ALL LOVE YOUR VIDEOS 👄👄👄👄👄","I Respect everyone who were involved in this Seriously the best piece that l ve even seen on Youthe HATS OFF TO WELL ALL LOVE YOUR VIDEOS 👄👄👄👄👄","Manpreet Kaur","UCIHQ5pXLFmBj6UWPMgF-zRw","2022-09-12T12:10:11Z",,"respect everyone who were involved in this seriously the best piece that ve even seen on youthe hat off to well all love your video ","positive",
"H4AkiCPdh8I","RECORDED HISTORICAL FACTS: 1st destroyed by Aibak in 12th century. James princep&#39;s book &quot; Banaras illustrated&quot; describes Vishweshwar temple demolished n convert to mosque by Aurangzeb in 1669. Saqi Mustaq Khan in &quot;Masir Alamgiri&quot; book : Aurangabad ordered his governer ABUL HASSAN to break it n build a Mosque. Till 1993, Sringaar Gori n Shiva were worshipped here, then closed by then govt. Nandi of kashi Vishwanath is facing it. Jai sai Deepak has challenged the &quot; Places of worship act, 1991 &quot; that makes a stay on status for every place of worship as on independence, 1947. Exception: areas of conflict ( it is conflicted ), Babri mazid etc. <br><br>ANY LAW THAT DENIES JUSTICE NEEDS TO BE REPEALED, LET IT OPEN THE PANDORA BOX ..  DEEDS OF HISTORY SHOULD BE CORRECTED. LET THE NATION KW WHAT KIND OF PERSECUTION / TORTURE EXISTED IN INDIA FOR HINDUS","RECORDED HISTORICAL FACTS: 1st destroyed by Aibak in 12th century. James princep's book "" Banaras illustrated"" describes Vishweshwar temple demolished n convert to mosque by Aurangzeb in 1669. Saqi Mustaq Khan in ""Masir Alamgiri"" book : Aurangabad ordered his governer ABUL HASSAN to break it n build a Mosque. Till 1993, Sringaar Gori n Shiva were worshipped here, then closed by then govt. Nandi of kashi Vishwanath is facing it. Jai sai Deepak has challenged the "" Places of worship act, 1991 "" that makes a stay on status for every place of worship as on independence, 1947. Exception: areas of conflict ( it is conflicted ), Babri mazid etc. 

ANY LAW THAT DENIES JUSTICE NEEDS TO BE REPEALED, LET IT OPEN THE PANDORA BOX ..  DEEDS OF HISTORY SHOULD BE CORRECTED. LET THE NATION KW WHAT KIND OF PERSECUTION / TORTURE EXISTED IN INDIA FOR HINDUS","Shubham Verma","UCZqyqDLC5jMZHLpcxfyRY-A","2022-09-12T13:07:45Z",,"recorded historical fact 1st destroyed by aibak in 12th century james princep book banaras illustrated describes vishweshwar temple demolished convert to mosque by aurangzeb in 1669 saqi mustaq khan in masir alamgiri book aurangabad ordered his governer abul hassan to break it build mosque till 1993 sringaar gori shiva were worshipped here then closed by then govt nandi of kashi vishwanath is facing it jai sai deepak ha challenged the place of worship act 1991 that make stay on status for every place of worship a on independence 1947 exception area of conflict it is conflicted babri mazid etc any law that denies justice need to be repealed let it open the pandora box deed of history should be corrected let the nation kw what kind of persecution torture existed in india for hindu ","neutral",
"H4AkiCPdh8I","HAR HAR MAHADEV, KASHI KA HAR KANKAR, BOLE BOM BOM SHANKAR","HAR HAR MAHADEV, KASHI KA HAR KANKAR, BOLE BOM BOM SHANKAR","Suranjana Banerjee","UCQ4KLN-sARbh9GkAz78bQMA","2022-09-12T12:26:23Z",,"har har mahadev kashi ka har kankar bole bom bom shankar ","neutral",
"H4AkiCPdh8I","Jai shree Ram","Jai shree Ram","amit bj","UCCkpV85Da8i3B694hzoGs9Q","2022-09-12T13:46:52Z",,"jai shree ram ","positive",
"H4AkiCPdh8I","Joy Sri ram","Joy Sri ram","Purnima Das","UC-7gY0vY_wEiqYmYR8nCDDg","2022-09-12T13:32:43Z",,"joy sri ram ","positive",
"H4AkiCPdh8I","Jai mahakal","Jai mahakal","Dhanji Verma","UCCGa9pv2TFMAsj8cri-i1ow","2022-09-12T12:07:32Z",,"jai mahakal ","positive",
"H4AkiCPdh8I","Har Har Medvedev","Har Har Medvedev","Abdesh","UC90uRXu2UBjEuExyAt1huow","2022-09-12T12:05:18Z",,"har har medvedev ","positive",
"H4AkiCPdh8I","Har Har Mahadev🙏🙏🙏","Har Har Mahadev🙏🙏🙏","Kanak Kanti Debnath","UCIxpNgXmg8f9KxQmJvcXkqw","2022-09-12T12:32:14Z",,"har har mahadev ","positive",
"H4AkiCPdh8I","Jai shree Ram","Jai shree Ram","Dhanji Verma","UCCGa9pv2TFMAsj8cri-i1ow","2022-09-12T12:07:40Z",,"jai shree ram ","positive",
"H4AkiCPdh8I","Good","Good","Rattan Lal","UCtLJi3exnHeH_D2AbNYOT0A","2022-09-12T12:21:55Z",,"good ","positive",
"H4AkiCPdh8I","Jai shiv shankar","Jai shiv shankar","Gandharb Singh","UCi_FxIJTCO_ucGhkq33-9QQ","2022-09-12T14:16:36Z",,"jai shiv shankar ","positive",
"H4AkiCPdh8I","A to hona tha Hindu to hindu ko support karaga muslim ko thodi support karaga..","A to hona tha Hindu to hindu ko support karaga muslim ko thodi support karaga..","The joker","UCJ-4tIG1Jf9lTF8x84toQFw","2022-09-12T12:12:03Z",,"to hona tha hindu to hindu ko support karaga muslim ko thodi support karaga ","negative","criticism"
"H4AkiCPdh8I","Jaai hoi","Jaai hoi","Vishal Khatana","UCqqleLJdcwwy2FpCxpF9xvw","2022-09-13T12:33:58Z",,"jaai hoi ","positive",
"H4AkiCPdh8I","India mandir masjid Hindu Muslim me hi piche rah jaiga.","India mandir masjid Hindu Muslim me hi piche rah jaiga.","Sabena Francis","UCQzobCsJbM0lKqlhC-iwrZQ","2022-09-12T12:23:33Z",,"india mandir masjid hindu muslim me hi piche rah jaiga ","negative","criticism"
"CGtvN2dn6Hg","No earlier leadership had different interests. Presently everything is clear and knows what is  need of Nation.","No earlier leadership had different interests. Presently everything is clear and knows what is  need of Nation.","Aniket Tripathi","UCVFcM_G6KFkUxakkKtfW02Q","2022-09-13T13:22:32Z",,"no earlier leadership had different interest presently everything is clear and know what is need of nation ","neutral",
"CGtvN2dn6Hg","Mind Begs the Question:<br>If under a PM/Govt<br>Judges removed,murdered<br>If Judgment is not Favorable<br>Judiciary - not Pressured,Pressured?","Mind Begs the Question:
If under a PM/Govt
Judges removed,murdered
If Judgment is not Favorable
Judiciary - not Pressured,Pressured?","Human Beings R Thinking Beings","UC4y5dUBufolz9tPtGaYUCHw","2022-09-12T18:04:34Z",,"mind begs the question if under pm govt judge removed murdered if judgment is not favorable judiciary not pressured pressured ","negative","criticism"
"CGtvN2dn6Hg","Mind Begs the Question:<br>If judicially established<br>An Organisation neferiously put statues<br>Inside another Religions place of worship<br>To falsely accuse them<br>Reliable on any Religious Property Claim?","Mind Begs the Question:
If judicially established
An Organisation neferiously put statues
Inside another Religions place of worship
To falsely accuse them
Reliable on any Religious Property Claim?","Human Beings R Thinking Beings","UC4y5dUBufolz9tPtGaYUCHw","2022-09-12T18:08:25Z",,"mind begs the question if judicially established an organisation neferiously put statue inside another religion place of worship to falsely accuse them reliable on any religious property claim ","negative",
"CGtvN2dn6Hg","Good news black 🖤 and white 🤍 Sudhir Chaudhary ji 🙏💐<br>Har har Mahadev","Good news black 🖤 and white 🤍 Sudhir Chaudhary ji 🙏💐
Har har Mahadev","shahganj vlog","UCmsm6S1YtsM-1u_AkdL0kRg","2022-09-12T20:15:39Z",,"good news black and white sudhir chaudhary ji har har mahadev ","neutral",
"CGtvN2dn6Hg","🙏JAY SHREE RAM🙏","🙏JAY SHREE RAM🙏","Rohan Kumar","UCdaiwaWdId2phapKKT9bU4w","2022-09-13T07:37:03Z",,"jay shree ram ","positive",
"CGtvN2dn6Hg","Jai shree ram 🙏","Jai shree ram 🙏","Thakur shaab","UC6_wqAXfD3v_TVDFRflHsnQ","2022-09-13T18:09:54Z",,"jai shree ram ","positive",
"CGtvN2dn6Hg","AAP 🙏🙏🙏🙏🙏🙏","AAP 🙏🙏🙏🙏🙏🙏","maulik patel","UCvp3h_gKevhCtRcPzdjMI1Q","2022-09-12T17:24:13Z",,"aap ","neutral",
"CGtvN2dn6Hg","Sm.cort se pihly hee news waly bandy bas q.mark lgaty? Baki cort bad me fisla dyga Hindu mla pihly force q nhi diya faisla to danga krwayngy","Sm.cort se pihly hee news waly bandy bas q.mark lgaty? Baki cort bad me fisla dyga Hindu mla pihly force q nhi diya faisla to danga krwayngy","True...","UCaHZV1NC_PYH5wYjDKOQcFw","2022-09-13T22:56:46Z",,"sm cort se pihly hee news waly bandy ba mark lgaty baki cort bad me fisla dyga hindu mla pihly force nhi diya faisla to danga krwayngy ","negative","criticism"
"CGtvN2dn6Hg","Har Har Mahadev","Har Har Mahadev","Sunil Kumar","UCUL7y8cf0FzvxvY8DJH220Q","2022-09-12T23:34:47Z",,"har har mahadev ","positive",
"CGtvN2dn6Hg","My vote for Yogi ji only not bjp..","My vote for Yogi ji only not bjp..","anil thakur","UCjpFw1Q9NGyhscJj85qDnHA","2022-09-12T19:45:56Z",,"my vote for yogi ji only not bjp ","negative","criticism"
"CGtvN2dn6Hg","Jai Ho Godi..","Jai Ho Godi..","sunil yadav","UCqZc8xLJQ6gQZiXawg7-itw","2022-09-13T08:19:40Z",,"jai ho godi ","positive",
"CGtvN2dn6Hg","Good","Good","Sudama Jayswal","UCSGT4qC1Ev6xx1um8TNeA4w","2022-09-13T04:56:23Z",,"good ","positive",
"CGtvN2dn6Hg","Tughe bahot pta hai","Tughe bahot pta hai","Ashfaq Ali","UCfWou0qLoDmd_htVphUD16w","2022-09-13T02:44:54Z",,"tughe bahot pta hai ","negative","criticism"
"CGtvN2dn6Hg","Warships act end","Warships act end","Top 10 in the world","UCz0Obt1IQ4K-v8qoIsswdJQ","2022-09-13T01:49:42Z",,"warship act end ","negative","criticism"
"q089dTzsJyA","Study IQ&#39;s UPSC IAS (Pre + Mains) LIVE Foundation Evening Batch : <a href=""https://bit.ly/upsclivebatch"">https://bit.ly/upsclivebatch</a><br>Batch Starting on 14 September . <br>Live class Everyday at 6 PM. <br>Enroll Now!!<br><a href=""https://bit.ly/upsclivebatch"">https://bit.ly/upsclivebatch</a>","Study IQ's UPSC IAS (Pre + Mains) LIVE Foundation Evening Batch : https://bit.ly/upsclivebatch
Batch Starting on 14 September . 
Live class Everyday at 6 PM. 
Enroll Now!!
https://bit.ly/upsclivebatch","StudyIQ IAS","UCrC8mOqJQpoB7NuIMKIS6rQ","2022-09-12T11:03:31Z",,"study iq upsc ia pre main live foundation evening batch URL starting on 14 september live class everyday at pm enroll now URL ","neutral",
"q089dTzsJyA","One month ago I visited Kashi Vishwanath. Trust me I was feeling so sad after I saw nandi bhagwan facing Gyanvapi and we can&#39","t worship there our beloved Mahadev. I really really really hope that the judgment come our ASAP . NOT LIKE RAM JANMBHOOMI where we have to wait several decades.....","One month ago I visited Kashi Vishwanath. Trust me I was feeling so sad after I saw nandi bhagwan facing Gyanvapi and we can't worship there our beloved Mahadev. I really really really hope that the judgment come our ASAP . NOT LIKE RAM JANMBHOOMI where we have to wait several decades.....","Naincy Singh","UCkNU-30xNwwLSu3zRlP1Z9Q",,,"negative","criticism"
"q089dTzsJyA","As a Muslim, I demand a survey from ASI... If there is really a SHIVLING inside it, then Muslims should happily offer this place to the Hindu Community. Because Aurangzeb&#39;s wrongdoings in the past century will never be right ever... <br><br>If nothing is found the Hindu community should happily offer this to Muslims without any further case/petition.","As a Muslim, I demand a survey from ASI... If there is really a SHIVLING inside it, then Muslims should happily offer this place to the Hindu Community. Because Aurangzeb's wrongdoings in the past century will never be right ever... 

If nothing is found the Hindu community should happily offer this to Muslims without any further case/petition.","Imran Hoque","UCTBkwjoP50Mfva4dBEJFWGA","2022-09-13T06:03:09Z",,"a muslim demand survey from asi if there is really shivling inside it then muslim should happily offer this place to the hindu community because aurangzeb wrongdoing in the past century will never be right ever if nothing is found the hindu community should happily offer this to muslim without any further case petition ","negative","criticism"
"q089dTzsJyA","Were mosques destroyed in India during the Islamic rule ? No. Were churches destroyed during the British Raj? No. Were tens of thousands of temples and gurudwara&#39","s destroyed ? Yes. Then how can an act in 1991 stop us from rectifying this grave injustice. Parliament was wrong here. It was nothing but an appeasing tool. Sooner or later this judgement was bound to come 🤞","Were mosques destroyed in India during the Islamic rule ? No. Were churches destroyed during the British Raj? No. Were tens of thousands of temples and gurudwara's destroyed ? Yes. Then how can an act in 1991 stop us from rectifying this grave injustice. Parliament was wrong here. It was nothing but an appeasing tool. Sooner or later this judgement was bound to come 🤞","Kishan Agrawal","UCexRNBAS2no0w2J9yaZlIJA",,,"negative","criticism"
"q089dTzsJyA","Even if you try to break the word;Gyanvapi,that speaks a lot!","Even if you try to break the word;Gyanvapi,that speaks a lot!","A S","UCRDriOYyFM2Y6E6G-hju61A","2022-09-12T16:03:34Z",,"even if you try to break the word gyanvapi that speaks lot ","negative","criticism"
"q089dTzsJyA","Thanks to Advocate Vishnu shankar jain ji, (adv. from Hindu side) for your tremendous work. ❤","Thanks to Advocate Vishnu shankar jain ji, (adv. from Hindu side) for your tremendous work. ❤","Rajat sen","UCKCPG7igo-sPJZ-7_1QsOog","2022-09-12T11:34:29Z",,"thanks to advocate vishnu shankar jain ji adv from hindu side for your tremendous work ","negative","criticism"
"q089dTzsJyA","1st destroyed by Aibak in 12th century. James princep&#39;s book &quot; Banaras illustrated&quot; describes Vishweshwar temple demolished n convert to mosque by Aurangzeb in 1669. Sakib Khan too agrees in &quot;Yasir Alamgiri&quot; book. His governer ABUL HASSAN broke it. Till 1993, Sringaar Gori n Shiva were worshipped here, then closed by then govt. Nandi of kashi Vishwanath is facing it. Jai sai Deepak has challenged the &quot; Places of worship act, 1991 &quot; that makes a stay on status for every place of worship as on independence, 1947. Exception: areas of conflict ( it is conflicted ), Babri mazid etc. <br><br>ANY LAW THAT DENIES JUSTICE NEEDS TO BE REPEALED, LET IT OPEN THE PANDORA BOX ..  DEEDS OF HISTORY SHOULD BE CORRECTED. LET THE NATION KW WHAT KIND OF PERSECUTION / TORTURE EXISTED IN INDIA FOR HINDUS","1st destroyed by Aibak in 12th century. James princep's book "" Banaras illustrated"" describes Vishweshwar temple demolished n convert to mosque by Aurangzeb in 1669. Sakib Khan too agrees in ""Yasir Alamgiri"" book. His governer ABUL HASSAN broke it. Till 1993, Sringaar Gori n Shiva were worshipped here, then closed by then govt. Nandi of kashi Vishwanath is facing it. Jai sai Deepak has challenged the "" Places of worship act, 1991 "" that makes a stay on status for every place of worship as on independence, 1947. Exception: areas of conflict ( it is conflicted ), Babri mazid etc. 

ANY LAW THAT DENIES JUSTICE NEEDS TO BE REPEALED, LET IT OPEN THE PANDORA BOX ..  DEEDS OF HISTORY SHOULD BE CORRECTED. LET THE NATION KW WHAT KIND OF PERSECUTION / TORTURE EXISTED IN INDIA FOR HINDUS","Shubham Verma","UCZqyqDLC5jMZHLpcxfyRY-A","2022-09-12T11:35:11Z",,"1st destroyed by aibak in 12th century james princep book banaras illustrated describes vishweshwar temple demolished convert to mosque by aurangzeb in 1669 sakib khan too agrees in yasir alamgiri book his governer abul hassan broke it till 1993 sringaar gori shiva were worshipped here then closed by then govt nandi of kashi vishwanath is facing it jai sai deepak ha challenged the place of worship act 1991 that make stay on status for every place of worship a on independence 1947 exception area of conflict it is conflicted babri mazid etc any law that denies justice need to be repealed let it open the pandora box deed of history should be corrected let the nation kw what kind of persecution torture existed in india for hindu ","negative","criticism"
"q089dTzsJyA","In 1978 From 44th Ammendment to the Constitution,Right to Property was removed in the government of Morarji Desai and Converted it into a legal right right under Article 300 A.","In 1978 From 44th Ammendment to the Constitution,Right to Property was removed in the government of Morarji Desai and Converted it into a legal right right under Article 300 A.","YOGA'S LOVER","UC2DM3Rblnop1wdUhnR8S3iA","2022-09-12T14:00:40Z",,"in 1978 from 44th ammendment to the constitution right to property wa removed in the government of morarji desai and converted it into legal right right under article 300 ","negative","criticism"
"q089dTzsJyA","Great decision by the Court and my thanks to advocate Bishnu Jain and his team 👍👍🙏","Great decision by the Court and my thanks to advocate Bishnu Jain and his team 👍👍🙏","Ramesh Chandra Kar","UCMgDCM5gZLkj-QECq3hODPA","2022-09-12T14:33:18Z",,"great decision by the court and my thanks to advocate bishnu jain and his team ","neutral",
"q089dTzsJyA","Hats off to The Jaipur Dialogue","Hats off to The Jaipur Dialogue","Tech Tan","UCqZPUJHeyUGuBTCS89xWjsw","2022-09-12T11:22:55Z",,"hat off to the jaipur dialogue ","negative","criticism"
"q089dTzsJyA","ideally 3 temples were excluded from places of worksh8p act , as these 3 cases are older than 100 years .","ideally 3 temples were excluded from places of worksh8p act , as these 3 cases are older than 100 years .","Rajat Gupta","UCMwPTUQl9NTlkHprWhnAhZw","2022-09-13T05:00:20Z",,"ideally temple were excluded from place of worksh8p act a these case are older than 100 year ","negative","criticism"
"q089dTzsJyA","India&#39;s existance not limited to 1947, the 1991 act was total BS.","India's existance not limited to 1947, the 1991 act was total BS.","Ishant","UCvPHMiUiZSYS-2mpR5xN4hg","2022-09-12T12:48:35Z",,"india existance not limited to 1947 the 1991 act wa total b ","negative","criticism"
"q089dTzsJyA","Places of worship act is to contain short term religious violence and not to deny hindu rights.Anyway the act has been passed in parliament and it can be   taken back.","Places of worship act is to contain short term religious violence and not to deny hindu rights.Anyway the act has been passed in parliament and it can be   taken back.","M Tejas","UCibS4AWYh4oqORg0Xqkutlg","2022-09-12T15:20:15Z",,"place of worship act is to contain short term religious violence and not to deny hindu right anyway the act ha been passed in parliament and it can be taken back ","negative","criticism"
"q089dTzsJyA","Thanks sir for all updates 😊","Thanks sir for all updates 😊","Ak Pandey","UCK8LTzt-WbbjQEMHkO9Ecdw","2022-09-12T15:01:55Z",,"thanks sir for all update ","positive",
"q089dTzsJyA","All law and systems needs to be  favourable  to nation and  not Upeasement  for divisions","All law and systems needs to be  favourable  to nation and  not Upeasement  for divisions","Aniket Tripathi","UCVFcM_G6KFkUxakkKtfW02Q","2022-09-13T01:55:37Z",,"all law and system need to be favourable to nation and not upeasement for division ","negative","criticism"
"q089dTzsJyA","Dear sir please explain waqf act 1995 .","Dear sir please explain waqf act 1995 .","Rahul Prasad","UC5F2pU9a4d5t25_DJbIdJrQ","2022-09-12T12:12:04Z",,"dear sir please explain waqf act 1995 ","positive",
"q089dTzsJyA","option c morarji Desai is right answer","option c morarji Desai is right answer","Abhimanyu Sharma","UCyfQ2Q08YVKasuExTAToMxA","2022-09-12T11:46:35Z",,"option morarji desai is right answer ","positive",
"q089dTzsJyA","Right to property was abolished by 44th constitutional amendment in 1978 by Morarji Desai government.","Right to property was abolished by 44th constitutional amendment in 1978 by Morarji Desai government.","JOSHI CHIRAG","UCH7RbBAyZsUAkS9ScO8K6bg","2022-09-14T03:56:13Z",,"right to property wa abolished by 44th constitutional amendment in 1978 by morarji desai government ","neutral",
