Unnamed: 0,user_id,username,id,date,Tweet,lang,replyCount,followersCount,preprocessed_text,category,sub-category,
982,239495558,wasim_shaikh10,1.57E+18,2022-09-13 06:58:46+00:00,"Each one of each age walks united with determination to protect the soul of this nation.

#BharatJodoYatra 🇮🇳 https://t.co/zVJkhbRVdl",en,0,1185,each one of each age walk united with determination to protect the soul of this nation URL ,positive,,
986,1.51E+18,vu2ben,1.57E+18,2022-09-13 06:58:41+00:00,#BharatJodoYatra What🤥🤥🤥🤥 more can we say!!! https://t.co/zdt20HLQip,en,0,166,what more can we say URL ,,,
993,1.05E+18,SevadalKL,1.57E+18,2022-09-13 06:58:25+00:00,A couple with their  small kids come and join #BharatJodoYatra for a better tomorrow and united India. https://t.co/xyZI8DRR9P,en,0,6499,couple with their small kid come and join for better tomorrow and united india URL ,positive,,
1011,1.50E+18,DebasisSahoo31,1.57E+18,2022-09-13 06:57:45+00:00,"Junior MIB Officers 😍
#BharatJodoYatra 🇮🇳 https://t.co/7oH4eUdC8h",en,2,1411,junior mib officer URL ,,,
1014,1.53E+18,my_fukin_sanity,1.57E+18,2022-09-13 06:57:36+00:00,"Lo ji, judd gaya bharat inka, aur yeh hai mahathugbandhan.. don't mind the typo.. 🤣🤣🤣👇

Left party CPI(M) furious over Rahul Gandhi's Bharat Jodo Yatra, which predominantly covers Kerala.

#BharatJodoYatra 
@SupriyaShrinate ji, thoda apne muu se baas mar do.. 🤣🤣🤣 https://t.co/G7raYbNDNU",en,0,1512,lo ji judd gaya bharat inka aur yeh hai mahathugbandhan don mind the typo left party cpi furious over rahul gandhi bharat jodo yatra which predominantly cover kerala ji thoda apne muu se baa mar do URL ,negative,hate,
1019,2256777752,vivekuksood,1.57E+18,2022-09-13 06:57:23+00:00,"Why single out only silly soul Irani for spreading lies and fakery. Isn’t her Boss himself the fountainhead of lies bigotry and fakery ??

#BharatJodoYatra https://t.co/DMMUZ64rT8",en,0,545,why single out only silly soul irani for spreading lie and fakery isn her bos himself the fountainhead of lie bigotry and fakery URL ,negative,hate,
1028,1.13E+18,Arasu2021,1.57E+18,2022-09-13 06:57:12+00:00,"In 2014, India did not vote for hindutva, she voted against corruption, for better growth.

&amp; then WhatsApp came to our lives. 

Cut to 2022, narrative is only about Hindutva, the fight against corruption, better growth is all but forgotten.

&amp; then #BharatJodoYatra happened.",en,0,330,in 2014 india did not vote for hindutva she voted against corruption for better growth amp then whatsapp came to our life cut to 2022 narrative is only about hindutva the fight against corruption better growth is all but forgotten amp then happened ,negative,criticism,
1029,1.51E+18,vu2ben,1.57E+18,2022-09-13 06:57:11+00:00,#BharatJodoYatra Must Watch!!!🇮🇳🇮🇳🇮🇳✝️🕉✡️☪️✊✊✊❤️ https://t.co/9JuLXfVTJC,en,0,166,must watch URL ,,,
1038,3300305647,sumonseng,1.57E+18,2022-09-13 06:56:55+00:00,"Kerala Govt starts implementing 12 hrs #LabourCode 
Is this the reason behind mocking of @RahulGandhi 's #BharatJodoYatra 
by the A team of BJP yesterday?
@Jairam_Ramesh @Pawankhera
@srinivasiyc @kanhaiyakumar
https://t.co/7ZsxaehnQq",en,0,2011,kerala govt start implementing 12 hr is this the reason behind mocking of by the team of bjp yesterday URL ,neutral,,
1050,8.63E+17,DrVijaiShanker2,1.57E+18,2022-09-13 06:56:28+00:00,"@Shwetam06146257 Congratulations 🥀🙏🌹

#BharatJodoYatra",en,0,2389,congratulation ,,,
1069,1.06E+18,SevadalOR,1.57E+18,2022-09-13 06:55:18+00:00,"Junior security officers in
God's own country
#BharatJodoYatra 🇮🇳 https://t.co/Z5fiJ3zqMD",en,0,7423,junior security officer in god own country URL ,,,
1074,39743812,EconomicTimes,1.57E+18,2022-09-13 06:55:00+00:00,"#BharatJodoYatra | BJP slams #RahulGandhi for no-show at freedom-fighter memorial unveiling in Kerala. 

Track latest news and updates | https://t.co/JVwAxRkp72 https://t.co/NrM2tOAniZ",en,2,4264573,bjp slam for no show at freedom fighter memorial unveiling in kerala track latest news and update URL URL ,neutral,,
1077,2888514224,bindu_bharti,1.57E+18,2022-09-13 06:54:56+00:00,@srinivasiyc Very nice #BharatJodoYatra 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,en,0,162,very nice ,positive,,
1084,2844476966,NaimSir,1.57E+18,2022-09-13 06:54:39+00:00,"@RahulGandhi Ji
@iSubhamAgrawal Thank You... Stay connected...
#BharatJodoYatra https://t.co/vF7NYQMTC0",en,0,1335,ji thank you stay connected URL ,positive,,
1091,1.51E+18,vu2ben,1.57E+18,2022-09-13 06:54:18+00:00,#BharatJodoYatra Luke father like don. Both loved by all and served the people of India selflessly!❤️❤️❤️🙏🙏🙏❤️❤️❤️☪️✝️🕉✡️ https://t.co/Z90fFieohz,en,0,166,luke father like don both loved by all and served the people of india selflessly URL ,positive,,
1094,4503212015,jogeshkumarsah4,1.57E+18,2022-09-13 06:54:10+00:00,"ONE thing about #BharatJodoYatra is nobody can criticise us that we r doing it for electoral gain becoz it doesn't pass through election going states.. so many godi media anchors rattled about this.. This yatra has only one cause to fight against hate ,unemployment, price hike👊",en,2,400,one thing about is nobody can criticise u that we doing it for electoral gain becoz it doesn pas through election going state so many godi medium anchor rattled about this this yatra ha only one cause to fight against hate unemployment price hike ,negative,criticism,
1095,925070803,IamSultaan,1.57E+18,2022-09-13 06:54:08+00:00,"Please do not burn it, because it spreads pollution. 🙏🏼
Either make a wipe to clean your Car n Bike or the shroud for corrupt Politicians ☠.
#BharatJodoYatra #actofkindness https://t.co/8RllzVV5d0",en,0,30,please do not burn it because it spread pollution either make wipe to clean your car bike or the shroud for corrupt politician URL ,neutral,,
1106,2888514224,bindu_bharti,1.57E+18,2022-09-13 06:53:38+00:00,@srinivasiyc @RahulGandhi #BharatJodoYatra 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🙏❤️❤️ keep spreading smiles and win hearts 🙏,en,0,162,keep spreading smile and win heart ,positive,,
1109,9.21E+17,INCGhogha,1.57E+18,2022-09-13 06:53:22+00:00,"With every step we take in Bharat Jodo Yatra, India moves forward with us. Step by step, we get closer to Development, Progress, Growth and a Peaceful and Glorious Nation.

#BharatJodoYatra 🇮🇳 https://t.co/W90TZPPAn7",en,0,3347,with every step we take in bharat jodo yatra india move forward with u step by step we get closer to development progress growth and peaceful and glorious nation URL ,,,
1110,2957304198,Nation_is1st,1.57E+18,2022-09-13 06:53:20+00:00,"BTW, who is funding the cost of #BharatJodoYatra of the #Congress  ??",en,0,1649,btw who is funding the cost of of the ,neutral,,
1112,9.59E+17,MDKareemWadi,1.57E+18,2022-09-13 06:53:19+00:00,"From Cycle Yatra to Padyatra, the love &amp; support of the people remain intact.

#BharatJodoYatra 🇮🇳 https://t.co/RkJTf4VYCs",en,0,1146,from cycle yatra to padyatra the love amp support of the people remain intact URL ,,,
1125,1.06E+18,SevadalTL,1.57E+18,2022-09-13 06:53:01+00:00,"BJP's failures in providing jobs, improving education, protecting women and driving hate as their tool of rule has led to this day of thousands of Indians marching with #BharatJodoYatra and putting their trust in the Congress party. https://t.co/XMMCOYT4x1",en,0,5910,bjp failure in providing job improving education protecting woman and driving hate a their tool of rule ha led to this day of thousand of indian marching with and putting their trust in the congress party URL ,negative,criticism,
1135,75311070,GauravPandhi,1.57E+18,2022-09-13 06:52:37+00:00,"Last evening, a meeting with 60 year old Sher Singh ji from Haryana left me speechless. I actually went silent as I walked next to him.

He is enduring the pain, said “god chose me &amp; it will help reduce the pain of people of India”.

Watch the full video! #BharatJodoYatra https://t.co/zPGqWwAKdF",en,12,188728,last evening meeting with 60 year old sher singh ji from haryana left me speechless actually went silent a walked next to him he is enduring the pain said god chose me amp it will help reduce the pain of people of india watch the full video URL ,neutral,,
1145,2844476966,NaimSir,1.57E+18,2022-09-13 06:52:16+00:00,"@RahulGandhi Ji
@priyankagandhi Ji
@dipakIYC
 @Ajay27_INC
 Thank you...Stay Connected...
#BharatJodoYatra
#MorningClicks https://t.co/alJawkkR9R",en,0,1335,ji ji thank you stay connected URL ,,,
1150,1.37E+18,deobratdmishra,1.57E+18,2022-09-13 06:52:05+00:00,"Always an enlightening experience communicating ideas with the #students. India's future lies in the hands of youth &amp; it is our duty to fulfill their aspirations.
#BharatJodoYatra 🇮🇳 https://t.co/HWKUS2clvE",en,0,4629,always an enlightening experience communicating idea with the india future lie in the hand of youth amp it is our duty to fulfill their aspiration URL ,positive,,
1151,788748835,Vignesh_TMV,1.57E+18,2022-09-13 06:51:54+00:00,"Kerala Stands behind Rahul Gandhi strongly.

#BharatJodoYatra https://t.co/NB2eFY49Zl",en,0,10177,kerala stand behind rahul gandhi strongly URL ,positive,,
1155,1.45E+18,MPYCSEN24,1.57E+18,2022-09-13 06:51:37+00:00,Current Reaction of BJP ... post 6 days of #BharatJodoYatra https://t.co/wEbEgICS6S,en,0,217,current reaction of bjp post day of URL ,neutral,,
1162,1342183136,FekuBuster,1.57E+18,2022-09-13 06:51:19+00:00,"@krishnak631 @tavleen_singh 10 days ago she was calling it a Padyatra to Nowhere. 

Now she is wondering why her bosses and co-chamchas are unnerved.

This just about sums up the success of #BharatJodoYatra
🤣🤣🤣 https://t.co/ezhUE85Y1Q",en,0,4890,10 day ago she wa calling it padyatra to nowhere now she is wondering why her boss and co chamchas are unnerved this just about sum up the success of URL ,negative,criticism,
1168,1.54E+18,NayakManojSingh,1.57E+18,2022-09-13 06:51:04+00:00,"4th day of the #BharatJodoYatra from Parassala Junction near Thiruvananthapuram in Kerala. 

The turnout of the crowds is huge so early on a Sunday morning! https://t.co/TOQ7Pc8Wyx",en,0,40,4th day of the from parassala junction near thiruvananthapuram in kerala the turnout of the crowd is huge so early on sunday morning URL ,neutral,,
1182,1.51E+18,vu2ben,1.57E+18,2022-09-13 06:50:32+00:00,#BharatJodoYatra @bharatjodo RSS BJP are shocked with the response @RahulGandhi is getting with love from the people of India!😳😳😳❤️❤️❤️✊✊✊ https://t.co/ktF3iCQzap,en,0,166,r bjp are shocked with the response is getting with love from the people of india URL ,neutral,,
1188,9.59E+17,MDKareemWadi,1.57E+18,2022-09-13 06:50:14+00:00,"Status video

This 76 year old was in tears when he said congress was in his blood &amp; that’s the reason he joined Shri.@RahulGandhi ji &amp; #BharatJodoYatra , he said after the @INCIndia coming to power people of India will have a Secure future. https://t.co/cHko0sfFrt",en,0,1146,status video this 76 year old wa in tear when he said congress wa in his blood amp that the reason he joined shri ji amp he said after the coming to power people of india will have secure future URL ,neutral,,
1191,8.29E+17,SunkaraPadmasri,1.57E+18,2022-09-13 06:50:12+00:00,"Walking With @RahulGandhi Ji in #bharathjodoyatra. With every step we take in #BharatJodoYatra, India moves forward with us. Step by step, we get closer to development, progress, growth, and a peaceful and glorious nation. https://t.co/RPbGPqvp5h",en,0,3433,walking with ji in with every step we take in india move forward with u step by step we get closer to development progress growth and peaceful and glorious nation URL ,,,
1215,283471199,sahana2410,1.57E+18,2022-09-13 06:49:08+00:00,OMG … @RahulGandhi your attention is much needed in your party rather than #BharatJodoYatra How can you gain people confidence when you cannot control your own party .first take a #CongressJodoYatra https://t.co/doZJVBhzZi,en,0,104,omg your attention is much needed in your party rather than how can you gain people confidence when you cannot control your own party first take URL ,,,
1220,134758540,timesofindia,1.57E+18,2022-09-13 06:48:58+00:00,"#Congress' #BharatJodoYatra enters 7th day 

https://t.co/b8eD5NSJOi",en,2,14543297,enters 7th day URL ,,,
1225,1.52E+18,Arjuna_29,1.57E+18,2022-09-13 06:48:47+00:00,"Feel proud when I say Rahul Gandhi is my leader.
#BharatJodoYatra @srinivasiyc @SupriyaShrinate @RahulGandhi @priyankagandhi @Pawankhera @Jairam_Ramesh @NayakRagini @bharatjodo @ashokgehlot51 https://t.co/EULL41MhY6",en,0,1,feel proud when say rahul gandhi is my leader URL ,,,
1229,1.05E+18,SevadalKL,1.57E+18,2022-09-13 06:48:33+00:00,"Extra black cat commando for extra security , kids having a picture with Shri @RahulGandhi at #BharatJodoYatra https://t.co/GNQ2hWSKl6",en,0,6499,extra black cat commando for extra security kid having picture with shri at URL ,,,
1243,1.33E+18,AgencyTamil,1.57E+18,2022-09-13 06:48:02+00:00,"@Vignesh_TMV @WILBRODSOUZA We are also with you,
In a rally #BharatJodoYatra 
Via #TweetOfTheDay's...
@AgencyTamil #RahulGandhi 
@RahulGandhi @INC_Television 
@AgencyTamil @KathiresanT12",en,0,973,we are also with you in rally via ,,,
1251,9.07E+17,gangaram_raju,1.57E+18,2022-09-13 06:47:42+00:00,"Difference is quite clear.
 #BharatJodoYatra https://t.co/ODolhpgag6",en,0,226,difference is quite clear URL ,,,
1265,2892795547,mdabid181,1.57E+18,2022-09-13 06:47:17+00:00,"144 days more to go!

Chaddi continues to smoke😂
#BharatJodoYatra https://t.co/mxYzg6QvAG",en,0,743,144 day more to go chaddi continues to smoke URL ,negative,hate,
1284,1.44E+18,Gourish01632825,1.57E+18,2022-09-13 06:46:26+00:00,"@VivekMeena_20 @RahulGandhi @INCIndia @IYC @nsui @priyankagandhi @kcvenugopalmp @ashokgehlot51 @AvinashYadav___ @SevadalRJ This is not #BharatJodoYatra, it’s #BharatTodo and #BharatJalaoYatra. Even @INCIndia has already set the #BharatJalao date.
Seems ",en,0,882,this is not it and even ha already set the date seems inc is planning for multiple riot before 2024 election like 1984 delhi and 2002 godhra our nia must keep close watch on to avoid any ,negative,hate,
1286,9.77E+17,Gautam_Kashyap3,1.57E+18,2022-09-13 06:46:22+00:00,"@tavleen_singh @VD18231409 You must be going bonkers, hey @tavleen_singh!

Photo-frame this Lady. 
#BharatJodoYatra https://t.co/XUYvHGreL9",en,0,2958,you must be going bonkers hey photo frame this lady URL ,neutral,,
1291,1.10E+18,StayingReal0511,1.57E+18,2022-09-13 06:46:17+00:00,"@shaandelhite Wah! Kya baat hain.... A good singer &amp; dancer with an awesome garden 👌
#BharatJodoYatra inspires everyone 👍",en,1,9596,wah kya baat hain good singer amp dancer with an awesome garden inspires everyone ,positive,,
1295,1.00E+18,DINESHK46150075,1.57E+18,2022-09-13 06:45:57+00:00,Continue it till the end of #BharatJodoYatra  😄😁 https://t.co/EgxOXsbnpU,en,0,66,continue it till the end of URL ,,,
1304,569767202,vishnu98500665,1.57E+18,2022-09-13 06:45:22+00:00,"@BJP4India What was your role in freedom struggle? What do you guys did during quit india? Do you have any credibility to speak about freedom struggle.
#Traitors #antinatalist #BharatJodoYatra #rahulgandhi #CongressParty 
@Jairam_Ramesh @digvijaya_28 @Rah",en,0,45,what wa your role in freedom struggle what do you guy did during quit india do you have any credibility to speak about freedom struggle ,negative,hate,
1314,1.05E+18,SevadalKL,1.57E+18,2022-09-13 06:44:45+00:00,"Gutsy eyes that Demand the Change!
#BharatJodoYatra https://t.co/bfB2Du0mWq",en,1,6499,gutsy eye that demand the change URL ,,,
1322,1406847864,Allavaru,1.57E+18,2022-09-13 06:44:26+00:00,"An interaction with eminent people in Kerala. #BharatJodoYatra
Shri @RahulGandhi

https://t.co/HGpKFAkrfy",en,0,86317,an interaction with eminent people in kerala shri URL ,,,
1326,110728154,AbbasHafeez,1.57E+18,2022-09-13 06:44:20+00:00,"The tallest leader of Indian Politics meeting his people. They are scared but now they have a hope.
That’s RG ❤️
#BharatJodoYatra https://t.co/pBtPj3xxfP",en,0,6758,the tallest leader of indian politics meeting his people they are scared but now they have hope that rg URL ,positive,,
1329,1.43E+18,SevadalKHM,1.57E+18,2022-09-13 06:44:15+00:00,"This emotion, trust is on us... We will Protect this trust at every step.
#BharatJodoYatra 🧡🇮🇳 https://t.co/TVOqUJl9dH",en,0,287,this emotion trust is on u we will protect this trust at every step URL ,,,
1344,2219826386,tonybekkal,1.57E+18,2022-09-13 06:43:43+00:00,"Kerala leftists criticising #BharatJodoYatra led by @RahulGandhi . At same time rest of Indian leftists glorifying it.

What a #hypocrisy 🤣",en,0,1150,kerala leftist criticising led by at same time rest of indian leftist glorifying it what ,neutral,,
1346,207972934,RoshanLalBittu,1.57E+18,2022-09-13 06:43:34+00:00,"Only useless people question the sincere attempt to connect, love and defeat hate. #BharatJodoYatra https://t.co/fS0yiVo1yU",en,1,11523,only useless people question the sincere attempt to connect love and defeat hate URL ,negative,criticism,
1361,9.59E+17,MDKareemWadi,1.57E+18,2022-09-13 06:43:01+00:00,"#BharatJodoYatra work for our country well being to heal it's soul, so that our nation can progress for the Sake of our future generations. Therefore we will walk together carrying a massage of true faith, to restore the sprit of hope,love,peace, harmony &amp; oneness. https://t.co/UP91K82Cyv",en,0,1146,work for our country well being to heal it soul so that our nation can progress for the sake of our future generation therefore we will walk together carrying massage of true faith to restore the sprit of hope love peace harmony amp oneness URL ,positive,,
1377,324377357,GaurishankarM,1.57E+18,2022-09-13 06:42:36+00:00,"Miles to go Before I Sleep...! 
#BharatJodoYatra https://t.co/XIMefs6iWF",en,0,3342,mile to go before sleep URL ,positive,,
1390,328860573,sureshalakhpura,1.57E+18,2022-09-13 06:42:05+00:00,"@RahulGandhi ji taking selfie with his young friends in God's own country. Building trust and spreading love- the true essence of @bharatjodo.
#BharatJodoYatra https://t.co/GvSwXqC2e7",en,0,1636,ji taking selfie with his young friend in god own country building trust and spreading love the true essence of URL ,positive,,
1391,3834835873,Sujanian17,1.57E+18,2022-09-13 06:42:03+00:00,"The Sanghis were against the ""Bharat Chhodo"" against the British.

The Sanghis are against the ""Bharat Jodo"" when it's a call to unite India.

@Pawankhera @LambaAlka @SupriyaShrinate

#BharatJodoYatra  🇮🇳  #भारत_जोड़ो_यात्रा https://t.co/seajjkXmzC",en,2,1423,the sanghis were against the bharat chhodo against the british the sanghis are against the bharat jodo when it call to unite india URL ,negative,hate,
1399,1.34E+18,yashir_nawaz,1.57E+18,2022-09-13 06:41:45+00:00,"There is a rose, there is hope and there is trust.
 Our spirits are heavy on this dark dark night.

 #BharatJodoYatra https://t.co/WhEFLlorB7",en,0,1412,there is rose there is hope and there is trust our spirit are heavy on this dark dark night URL ,positive,,
1404,1.41E+18,SevadalBUD,1.57E+18,2022-09-13 06:41:36+00:00,"Quit the hatred, leave India Jodo Sanghi BJP power.

#BharatJodoYatra https://t.co/VtVAANJpup",en,0,838,quit the hatred leave india jodo sanghi bjp power URL ,negative,hate,
1408,2555286540,imChikku_,1.57E+18,2022-09-13 06:41:25+00:00,PRIORITIES !! #BharatJodoYatra https://t.co/vePX8brwKt,en,0,12182,priority URL ,,,
1423,1.06E+18,SevadalMB,1.57E+18,2022-09-13 06:40:22+00:00,"LIVE: Congress Party briefing by Shri Ajoy Kumar Ji at AICC HQ.
#BharatJodoYatra 🇮🇳                                     https://t.co/sJp4uKelVk",en,1,9318,live congress party briefing by shri ajoy kumar ji at aicc hq URL ,,,
1429,1.25E+18,Hillalahmed5,1.57E+18,2022-09-13 06:40:07+00:00,"He is not the Prime Minister of the country but he is a truthful and a beloved leader in everyone's, people get emotional meeting him.

#BharatJodoYatra https://t.co/fOPgEIIn2W",en,0,11215,he is not the prime minister of the country but he is truthful and beloved leader in everyone people get emotional meeting him URL ,positive,,
1430,2366047435,PriaINC,1.57E+18,2022-09-13 06:40:01+00:00,"Schedule for 13th September 
#BharatJodoYatra https://t.co/F3BzoZ9dHC",en,1,26131,schedule for 13th september URL ,,,
1432,186365450,Aruun_Mohan,1.57E+18,2022-09-13 06:39:49+00:00,"Finally it's happening 💥🔥 

#BharatJodoYatra https://t.co/zbG6XErlvF",en,0,581,finally it happening URL ,,,
1438,1.40E+18,SevadalGHZ,1.57E+18,2022-09-13 06:39:38+00:00,"Today, #BharatJodoYatra has completed its first 100kms! 🇮🇳👣",en,0,576,today ha completed it first 100kms ,,,
1441,569767202,vishnu98500665,1.57E+18,2022-09-13 06:39:23+00:00,"India became a milk surplus nation in 1989. India surpassed the USA and became the largest milk producer in the world in 1998, a title India continues to hold till date. 

And all credits goes to Dr Verghese Kurian, not Narendra Modi.
#BharatJodoYatra #LieLikeModi https://t.co/byvRiBAKG0",en,0,45,india became milk surplus nation in 1989 india surpassed the usa and became the largest milk producer in the world in 1998 title india continues to hold till date and all credit go to dr verghese kurian not narendra modi URL ,neutral,,
1460,1.54E+18,NayakManojSingh,1.57E+18,2022-09-13 06:38:36+00:00,"Picture Of The Year 
#BharatJodoYatra https://t.co/FXEUxljiTI",en,0,40,picture of the year URL ,positive,,
1461,2555286540,imChikku_,1.57E+18,2022-09-13 06:38:35+00:00,144 days to go 😂 #BharatJodoYatra https://t.co/Zx7qaBOkxD,en,4,12182,144 day to go URL ,,,
1462,1342183136,FekuBuster,1.57E+18,2022-09-13 06:38:30+00:00,"@RanjitOne @IncisiveScalpel @ajay43 @gs2rji @themaskbeneath @drzehrahusain @INCIndia @RahulGandhi @NitishKumar @ArvindKejriwal @narendramodi Yatra is getting top media coverage.
Every one from IT Cell to Cabinet Ministers to Godi Media is rattled.

Will s",en,0,4890,yatra is getting top medium coverage every one from it cell to cabinet minister to godi medium is rattled will some nay sayers among congress supporter care to admit they were wrong about their skepticism for URL ,negative,hate,
1472,3325632680,navin4nation,1.57E+18,2022-09-13 06:37:58+00:00,"@suvegrathi @RahulGandhi @priyankagandhi @digvijaya_28 @INCIndia @INCMP @IYC @bharatjodo Dear India, 
Let's Unite with Love  
and Focus on Our Economic Growth and issues like Inflation, Unemployment etc.

#BharatJodoYatra",en,0,4206,dear india let unite with love and focus on our economic growth and issue like inflation unemployment etc ,,,
1489,1.29E+18,2Jainamss,1.57E+18,2022-09-13 06:36:46+00:00,"The last journey of Congress &amp; family 
#PuriGandhiFamilyChorHai #ShameOnCongress #ShameShame #RahulGandhiBaklolHai #FraudCongress #CongressInsultsIndia #BharatJodoYatra #CongressMuktBharat https://t.co/9WxwmjLXBZ https://t.co/QL1xbGfXNl",en,0,213,the last journey of congress amp family URL URL ,,,
1490,58547905,VijayVinceVahid,1.57E+18,2022-09-13 06:36:43+00:00,"GOLI MARO SALO KO is Spreading Love
Burring Divisive chaddi is Spreading Hate

@BJP4India's hypocrisy
 #BharatJodoYatra",en,0,525,goli maro salo ko is spreading love burring divisive chaddi is spreading hate hypocrisy ,negative,anti-national,
1492,1.41E+18,SevadalBUD,1.57E+18,2022-09-13 06:36:38+00:00,"Sorry, you sit on the wings of the bulbul and fly
Whether you want to heat a tawa with a crocodile with a drain gas.
You are not going to escape from public radar even in the clouds
high inflation hit
resign modi government

#BharatJodoYatra",en,0,838,sorry you sit on the wing of the bulbul and fly whether you want to heat tawa with crocodile with drain gas you are not going to escape from public radar even in the cloud high inflation hit resign modi government ,negative,criticism,
1493,1.30E+18,iCapitann,1.57E+18,2022-09-13 06:36:37+00:00,#BharatJodoYatra is India’s hope!!! 💙,en,0,17,is india hope ,,,
1502,1.57E+18,NXT_aristocrat,1.57E+18,2022-09-13 06:36:02+00:00,other congress members #BharatJodoYatra https://t.co/EgtSfEi0yB https://t.co/lRC9Oicz98,en,0,0,other congress member URL URL ,,,
1522,2939828990,Earlarushy,1.57E+18,2022-09-13 06:35:19+00:00,@ishaikhsufiyan @ShefVaidya @RahulGandhi Funniest Joke When BJP Say not to Spread Hate...... #BharatJodoYatra,en,0,393,funniest joke when bjp say not to spread hate ,negative,criticism,
1528,1.41E+18,SevadalBUD,1.57E+18,2022-09-13 06:34:58+00:00,"There is enthusiasm, there is enthusiasm,
Look, the country is with us!

No matter how many thorns you put in the path,
Didn't stop, didn't stop, won't stop!

#BharatJodoYatra https://t.co/cFcScKTEmd",en,0,838,there is enthusiasm there is enthusiasm look the country is with u no matter how many thorn you put in the path didn stop didn stop won stop URL ,positive,,
1545,1.56E+18,PessiVaraprasad,1.57E+18,2022-09-13 06:34:01+00:00,"@rashmigautam27 People like u who only know the language of love &amp; love every living being on Earth should be in Congress. 

Kindly do join #BharatJodoYatra when it reaches #Telangana, my request pls.",en,0,161,people like who only know the language of love amp love every living being on earth should be in congress kindly do join when it reach my request pls ,positive,,
1569,1.23E+18,poli_in_india,1.57E+18,2022-09-13 06:32:53+00:00,"Indian National Congress : Padyatris march on as history is being scripted! #bharatjodoyatra https://t.co/o9zgxorFH4 : September 13, 2022 at 11:36AM",en,0,71,indian national congress padyatris march on a history is being scripted URL september 13 2022 at 11 36am ,neutral,,
1571,777891714,PKSahajpal,1.57E+18,2022-09-13 06:32:51+00:00,"The knickers, @INCIndia burnt in #BharatJodoYatra ?!

Add:
• Meeting with controvercial priest
• Skip Freedom fighters' Memorial inauguration. . . 

145 more days to go! 😇 https://t.co/GWfAE0ZPKB",en,0,131,the knickers burnt in add meeting with controvercial priest skip freedom fighter memorial inauguration 145 more day to go URL ,,,
1583,8.37E+17,indusscrolls,1.57E+18,2022-09-13 06:32:11+00:00,"Rahul still dreaming about being Prime Minister, says he will make the country hate-free if become PM

@INCIndia @RahulGandhi #Pappu #BharatJodoYatra #BharatTodoYatra @IYC #Congress #CongressMuktBharat 

https://t.co/EyDWrSTs3f",en,0,1422,rahul still dreaming about being prime minister say he will make the country hate free if become pm URL ,negative,criticism,
1602,8.08E+17,SufanRahman,1.57E+18,2022-09-13 06:31:08+00:00,"#Rahul_Gandhi is on #BharatJodoYatra Yatra for uniting India into one which is free from hatred, inequality n injustice

Same time another team is on Yatra to make the opposition powerless and intimidate them so tht dey don't stand against their ruling party masters
#tuesdayvibe https://t.co/laEOjnnUxd",en,0,443,is on yatra for uniting india into one which is free from hatred inequality injustice same time another team is on yatra to make the opposition powerless and intimidate them so tht dey don stand against their ruling party master URL ,neutral,,
1624,135848667,RiaRevealed,1.57E+18,2022-09-13 06:30:26+00:00,"Its now open for the world to watch  with #BharatJodoYatra that @RahulGandhi is a man with a heart of GOLD and a leader that is inspiring people of all age, caste and creed..
Courtesy @Kanupriya777
 Jai Hind",en,0,82432,it now open for the world to watch with that is man with heart of gold and leader that is inspiring people of all age caste and creed courtesy jai hind ,positive,,
1636,8.13E+17,RealLifeNobita,1.57E+18,2022-09-13 06:30:03+00:00,"As a politician I don't know anything about Rahul gandhi.. but he is rich, funny, likes to wear branded clothes &amp; he loves to go thailand once in a year.. I wish I could have rahul gandhi as my best friend.. ❤️
#BharatJodoYatra #RahulGandhiTShirt",en,0,137,a politician don know anything about rahul gandhi but he is rich funny like to wear branded clothes amp he love to go thailand once in year wish could have rahul gandhi a my best friend ,negative,criticism,
1637,2433563575,Sethinomics,1.57E+18,2022-09-13 06:30:02+00:00,"@DrVW30 #BharatJodoYatra  is working because the political class is again engaging with the citizens on the ground. 

The party and leaders are getting top news coverage every day, even if the agenda of the media is to try to portray it in negative light.",en,1,5207,is working because the political class is again engaging with the citizen on the ground the party and leader are getting top news coverage every day even if the agenda of the medium is to try to portray it in negative light ,neutral,,
1651,231134980,mr_mayank,1.57E+18,2022-09-13 06:29:36+00:00,"144 days to go.
Burn Patra burn 🔥🔥

#BharatJodoYatra https://t.co/8ZnHasx0H5",en,1,17900,144 day to go burn patra burn URL ,,,
1654,9.77E+17,Gautam_Kashyap3,1.57E+18,2022-09-13 06:29:32+00:00,"@Sheffalee @IamNaveenKapoor @narendramodi A joke which has almost run its course..It was always a tragedy to begin with!

Wake up #India.

#BharatJodoYatra https://t.co/uNfl8jed65",en,0,2958,joke which ha almost run it course it wa always tragedy to begin with wake up URL ,,,
1656,1.36E+18,PawanKu87322521,1.57E+18,2022-09-13 06:29:30+00:00,"Greatest YATRA.
#BharatJodoYatra https://t.co/p9cRD3exgl",en,0,1379,greatest yatra URL ,,,
