username,orig_sentence,cleaned_sentence,category,sub-category
ytComments_kushal tiwari,We should give him a chance now Really 🙏,give chance really,positive,
ytComments_Ravi Kumar,Rahul gandhi is the honest and educated leader ......we all should support a leader who is educated and honest ........,rahul gandhi honest educate leader support leader educate honest,positive,
ytComments_ANSAR. KP Ansar,Rahul Gandhi is definitely the future of India!  This clip reminded me of our freedom fighters who fought for our independence.  Narendra Modi has not even given us a press conference in the past 8 years or even done anything close to what Rahul Gandhi has done today! RG 😍🔥🇮🇳😍,rahul gandhi definitely future india clip remind freedom fighter fight independence narendra modi not even give u press conference past 8 year even anything close rahul gandhi today rg,positive,
ytComments_anandgopan ag,Our Kerala police is doing hard work to keep law and order safe in Kerala. Our Kerala police is not enough to eat any food. It is very difficult for them to retain the law and order in Kerala.,kerala police hard work keep law order safe kerala kerala police not enough eat food difficult retain law order kerala,positive,
ytComments_Only U,He dont have any ambitions like RSS.. Support Rahul support India,dont ambition like rss support rahul support india,positive,
ytComments_SK,BJP must tweet one image congress hsnd symbol is broken due to loot courrption and with  failed man unabld to take off why press conference on idiotic tweet of congress,bjp must tweet image congress hsnd symbol broken due loot courrption fail man unabld take press conference idiotic tweet congress,negative,criticism
ytComments_T R Kaliyamardhanan,Atleast 150 days everyone got job.    ....,atleast 150 day everyone get job,positive,
ytComments_Lakshmanan Iyer,It is not padha yatra but Father Yathra,not padha yatra father yathra,positive,
ytComments_Hippo pole,This Yatra makes people's contact with the leadership and people get into touch to know what people expect from Congress . Instead of sitting in TV debates done the wonderful task of meeting people and direct discussion with them . Grassroots counseling .,yatra make people contact leadership people get touch know people expect congress instead sit tv debate wonderful task meeting people direct discussion grassroots counsel,positive,
ytComments_Inayath Hussain,India is  in need of Educated n Secular PM for the well being of Indians  ❤️🇮🇳❤️👍🇮🇳❤️,india need educate n secular pm well indian,positive,
ytComments_Geeta Ahuja,Really a passionate humble down to earth leader to understand the ground reality and solve our problems of poverty unemployment inflation  illiteracy,really passionate humble earth leader understand ground reality solve problem poverty unemployment inflation illiteracy,positive,
ytComments_Lokasani venkat reddy,Those who knows difference between GDP Vs inflation support Congress,know difference gdp v inflation support congress,positive,
ytComments_Vishal Singh,Now it's high time to support Mr.Rahul Gandhi an educated nd humble leader who believe in democracy & Respect the Constitution of India. NXT PM jai hind 🇮🇳.,high time support mrrahul gandhi educate nd humble leader believe democracy respect constitution india nxt pm jai hind,positive,
ytComments_Diana D'Souza,Every word these girls are saying is true about Rahul Gandhi. He definitely is a very logical person.,every word girls say true rahul gandhi definitely logical person,positive,
ytComments_Rajesh K,Today I have physically witnessed the yatra at Marthandam as I am a local man from Marthandam.  Really what a rally personnel keen to attend ed the rally.  Rahulji ne ithihas banathiya hai.  Jay jay bharat jodo.,today physically witness yatra marthandam local man marthandam really rally personnel keen attend ed rally rahulji ne ithihas banathiya hai jay jay bharat jodo,positive,
ytComments_Damodar Naik,Rahul  Gandhi is no doubt a better man than  other leaders due to he has no such thinking for damaging to  others .He never talks such language for which others would be feeling bad on such  language,rahul gandhi doubt well man leader due think damage others never talk language others would feel bad language,positive,
ytComments_Thambi nelloore,India flows with Rahul. Time has come for the finals.. 👍👍👍Counting the Cause of saving the Nation. What is spending in nothing.. 🙏🙏🙏👍Great people participation. Save Nation rally 👍👍👍,india flow rahul time come final count cause save nation spending nothing great people participation save nation rally,positive,
ytComments_SAM,"Keep it up Rahul. Fight the fascists. Let the Godi Media dogs bark you march on and on, we are with you.",keep rahul fight fascist let godi medium dog bark march,positive,
ytComments_Uttam Rangari,I fully support this Yatra because I see in this Yatra Tiranga not Congress party flag.,fully support yatra see yatra tiranga not congress party flag,positive,
ytComments_Veera's 11,Next pm RG,next pm rg,positive,
ytComments_Sukesh chandra Das,"One chance must be given to Mr. Rahul Gandhi, He will be much better than Mr. Modi",chance must give mr rahul gandhi much well mr modi,positive,
ytComments_Jajatikeshari Ray,"In the process of conducting ""Bharat Jodo Yatra"",there's every chance that they might do a ""Bharat Chhodo Yatra"" resulting in non-return and scot free.",process conduct bharat jodo yatratheres every chance might bharat chhodo yatra result nonreturn scot free,negative,criticism
ytComments_hare krishna ram,Next PM.   oh for TN or Kerala? TN needs people like highly brillant people like Rahul to lead TN and Kerala.,next pm oh tn kerala tn need people like highly brillant people like rahul lead tn kerala,positive,
ytComments_prem sagar,South india is payving the way for Congress revival and Rahulji will be the PM for our country in 2024. All the best for all the participants. Jai congress. 🙏,south india payving way congress revival rahulji pm country 2024 best participant jai congress,positive,
ytComments_Vydyamvijaya Lakshmi,"Our PPL are very much sensible .They raise  the correct points , they give fitting Reply to the Reporters .Rahul ji don't  give importance to the P M Post . reach your destination with full dedication towards your Mission and India a  Sacred Country  of ours",ppl much sensible raise correct point give fit reply reporter rahul ji dont give importance p post reach destination full dedication towards mission india sacred country,positive,
ytComments_Rajeev Ranjan,Look at young leader Mr Rahul. Only one leader Mr Rahul,look young leader mr rahul leader mr rahul,positive,
ytComments_Saify ASIF,"PM chahe koi bhi bane bas desh ko development, peace and prosperity hamesha rahe.",pm chahe koi bhi bane ba desh ko development peace prosperity hamesha rahe,positive,
ytComments_Akshay,"Mai samajhta hu ki ye congress ne ye bahut hi accha kaam kiya hai.....
.

I think that is the better decision by the congress I'm with you all 👍👍👍👍👍",mai samajhta hu ki ye congress ne ye bahut hi accha kaam kiya hai think good decision congress im,positive,
ytComments_Ram Dars Pandey,"Yes you are right telling about mr. Rahul Gandhi ji, yes mr. Rahul Gandhi ji they are next prime minister of our country,jaihind jai bharat Vijay Congress, jaihind",yes right tell mr rahul gandhi ji yes mr rahul gandhi ji next prime minister countryjaihind jai bharat vijay congress jaihind,positive,
ytComments_Want to Know,Bharat Jodo Yatra getting stronger and stronger with every Kilometer 💪 🙌,bharat jodo yatra get strong strong every kilometer,positive,
ytComments_Mohdabdulqadeer Mohdabdulqadeer,"BHARAT JODO YATRA ZINDABAD CONGRESS PARTE ZINDABAD
RAHUL GANDHI ZINDABAD",bharat jodo yatra zindabad congress parte zindabad rahul gandhi zindabad,positive,
ytComments_Shashikant Tiwari,Keep it up Moushmi.Your coverage and analysis   is excellent.,keep moushmiyour coverage analysis excellent,positive,
ytComments_RB,"Wah kya jawab diya is pyari gudiya ne
Great janta of our country. They stand for unity and integrity development and humanism",wah kya jawab diya pyari gudiya ne great janta country stand unity integrity development humanism,positive,
ytComments_Sandeep Dahiya,Would be joining the Yatra when it reaches Delhi. Time to destroys the destroyers of the brotherhood in the Country. Save nation from Andhbhakts.,would join yatra reach delhi time destroy destroyer brotherhood country save nation andhbhakts,positive,
ytComments_Charu Rane,Rahul Gandhi honest politician and sensible leader,rahul gandhi honest politician sensible leader,positive,
ytComments_Prakash panchala,next pm RG,next pm rg,positive,
ytComments_arup kapti,"Yes, he is our next PM",yes next pm,positive,
ytComments_Sumita Kisku,The first lady speak really well.,first lady speak really well,positive,
ytComments_Rajender Tirkey,No doubt. Rahul is far far better than pm Modi. Another thing that he is well educated. He would work far better than Modi as a PM for people of India. He would work without any discrimination for the people of India.,doubt rahul far far well pm modi another thing well educate would work far good modi pm people india would work without discrimination people india,positive,
ytComments_Country Man,Kudos to girl from Chattisgarh  excellent so beautifully explained the  messages.,kudos girl chattisgarh excellent beautifully explain message,positive,
ytComments_rahul kumar,Thanks aaj tak to coming out from godi media...,thanks aaj tak come godi medium,positive,
ytComments_ttseipuhaokip0003,How ajtak (Godi media) got so much interest in Bharat joro? It's well known about the intention of this chann9,ajtak godi medium get much interest bharat joro well know intention chann9,positive,
ytComments_mahesh chandra Sharma,Keep it up Rahul Gandhi for BHARAT JODO YATRA,keep rahul gandhi bharat jodo yatra,positive,
ytComments_Jayanarayana Prasad,"Best Anchor , those who were dead they are attending in procession,
Best kanna kanna",best anchor dead attend procession best kanna kanna,positive,
ytComments_kurian kk,Why Rahul only our cm blocked whole road when he comes on road ....we struggling governor should take action.,rahul cm block whole road come road struggle governor take action,negative,criticism
ytComments_Bmc Gorakhpur,"Please add English or Hindi captions also, so others can understand",please add english hindi caption also others understand,positive,
ytComments_0 0,"Please someone inform  RG to attend  function in NIMS  as he promised,,,, he passed away that NIMS land mark, without knowing the point",please someone inform rg attend function nim promise pass away nims land mark without know point,positive,
ytComments_santhosh jacky,how can they join in this rally some one died in muthalakuzhi its amazing,join rally die muthalakuzhi amazing,negative,criticism
ytComments_Somarajan K,"Raul's grand grand father divided the country, now Raul walking for to unite the country. ""Bharat dhodo yatra"".",rauls grand grand father divide country raul walk unite country bharat dhodo yatra,positive,
ytComments_anilkist,"First you make unity in your party, then you go for country 🤣🤣🤣🤣",first make unity party go country,negative,criticism
ytComments_😋 Peace Bro 😝,Good,good,positive,
ytComments_Varghese Thomas,In Trivandrum you people are facing traffic control daily for  State ministers. One day for Rahul no problem..,trivandrum people face traffic control daily state minister day rahul problem,negative,criticism
ytComments_NAJU NAJAD,News reader kk entelum prashnam undo samsarithil entho cherya kuzhappam enikk matrano thonniyath🤔,news reader kk entelum prashnam undo samsarithil entho cherya kuzhappam enikk matrano thonniyath,positive,
ytComments_Sreekantan Achuthan,"Thank God ...No Street 🐕 DOG,s in Trivandrum...😂",thank god street dog trivandrum,positive,
ytComments_Sheela Vijayan,So what it's congress privilege also to create such traffic jam,congress privilege also create traffic jam,negative,criticism
ytComments_HeteroBiography by Dipin Nair,No use of this walk. Instead of Bharat Jodo must change to Congress Jodo.,use walk instead bharat jodo must change congress jodo,negative,criticism
ytComments_Dilip Naik,Rahul Gandhi And Its team 1 your step and other our step that will join and unite India with major communities together.,rahul gandhi team 1 step step join unite india major community together,positive,
ytComments_Rahul Sharma Pakistani Hindu Vlogs,*I'm Pakistani Hindu Rahul Sharma From Pakistan Love & Respect For All My Hindu Community In The World Kindly Ho Sake Tu Hamare Sath Jour Jaen Shukria* 🙏💕🙏,im pakistani hindu rahul sharma pakistan love respect hindu community world kindly ho sake tu hamare sath jour jaen shukria,positive,
ytComments_Sahi ko jane,Jai ho,jai ho,positive,
ytComments_SP Shivran,"Think only why this ,Rahulji, 's  are unique family  have to dedicate universally  ,other,s like  our current PM or equivalent  have no family  or beyond  to any dedication  , Let's  Start  think",think rahulji unique family dedicate universally others like current pm equivalent family beyond dedication let start think,positive,
ytComments_Azad Singh,Jai ho great leader,jai ho great leader,positive,
ytComments_reuben rodrigues,"MASTER STROKE From Congress Rahul Gandhi , As BJP Government Is kept on the Corner",master stroke congress rahul gandhi bjp government keep corner,positive,
ytComments_Navaneetham,National Congress,national congress,positive,
ytComments_Raman Ramlingam,bharat todo,bharat todo,negative,criticism
ytComments_Dude,"India, which was destroyed by BJP with communalism, now needs a re-independence",india destroy bjp communalism need reindependence,negative,criticism
ytComments_tanu Shree Gupta,Papu,papu,positive,
ytComments_Linora Doyle,"Rahul Gandhi good leader, they did  lots of things for India i slatute th er m",rahul gandhi good leader lot thing india slatute er,positive,
ytComments_Sohail F S,Master stroke by congress.well done rahul sir,master stroke congresswell rahul sir,positive,
ytComments_Mangesh Thakare,Rahul Gandhi great work,rahul gandhi great work,positive,
ytComments_Ram ka angan,Congress party jindabad,congress party jindabad,positive,
ytComments_Nazim khan,BJP bagao yatra success in India please support Congress party become in central government apporjition ek ho jao bjp bagao desh bachoo yatra success in India please support him congress become in central government apporjition ek ho jao bjp bagao yatra success in India,bjp bagao yatra success india please support congress party become central government apporjition ek ho jao bjp bagao desh bachoo yatra success india please support congress become central government apporjition ek ho jao bjp bagao yatra success india,positive,
ytComments_Artin shar,"Great vibe ,when whole country and media  is addicted to Pakistan and hijab.",great vibe whole country medium addict pakistan hijab,negative,criticism
ytComments_Prem Mishra,"NICE T-SHIRT PAPPU 
KIDHAR SEY LIA ?",nice tshirt pappu kidhar sey lia,negative,criticism
ytComments_Common Indian,"Salute to the extraordinary resolve, stamina and courage of the Congress party and sri Rahul Gandhi in undertaking this 5 month long 3570 km GRUELLING PADYAATRA for connecting with people and highlighting the issues of inflation, unemployment, emphasizing social peace and harmony ...👍",salute extraordinary resolve stamen courage congress party sri rahul gandhi undertake 5 month long 3570 km gruelling padyaatra connect people highlight issue inflation unemployment emphasize social peace harmony,positive,
ytComments_unique,"Rahul doesn't need his surname
He has a clean heart n clear mind
That's enuf to make him win",rahul doesnt need surname clean heart n clear mind thats enuf make win,positive,
ytComments_arumugam manivel ramar,It is surprising a 51 years person walks so fast.Mahatma Gandhi and Morarji Desai had this fitness.Chandrasekarji too walked .but not this speed.i witnessed   Chandrasekaraji yatra .but this yatra is amazing.,surprising 51 year person walk fastmahatma gandhi morarji desai fitnesschandrasekarji walk not speedi witness chandrasekaraji yatra yatra amazing,positive,
ytComments_Srinu Srinuvas,Jaiho congress,jaiho congress,positive,
ytComments_Prakash Kujur,"Mam Mousmi singh ji,your ground reporting is really appreciable & fully courageous,but a question is that;what is the reason of your ground news reporting is different from Aaj Tak news reporter cum anchor,mam Anjana Om Kashyap;because of her news reporting/anchoring is well known to us.",mam mousmi singh jiyour ground report really appreciable fully courageousbut question thatwhat reason ground news report different aaj tak news reporter cum anchormam anjana om kashyapbecause news reportinganchoring well know u,positive,
ytComments_John smith,Rahul working on equality and harmony,rahul work equality harmony,positive,
ytComments_Harshit Bhatnagar,Culprit of national herald case😂,culprit national herald case,negative,criticism
ytComments_Sheffat wazid Khan,"Bhot ache coverage le rha he ap mosmi ji,congress party zindabad",bhot ache coverage le rha ap mosmi jicongress party zindabad,positive,
ytComments_Semradangla Longchar,Bjp creat un.necesary issue😂😂😂😂,bjp creat unnecesary issue,negative,criticism
ytComments_Mansa ram Negi,Rahu ji Desh east to west connected with Cong party ok best of luck,rahu ji desh east west connect cong party ok best luck,positive,
ytComments_Vishal Gill,Good evening friends,good evening friend,positive,
ytComments_Debadarshi Kar,Great to see rahul gandhi,great see rahul gandhi,positive,
ytComments_GAJENDRA BHOYAR,Sabit patra  pagal hai,sabit patra pagal hai,negative,criticism
ytComments_Shravanchowdary Paladugu,BJP fans should be ashamed of them,bjp fan ashamed,negative,criticism
ytComments_Curious Cynic,Congress and it's slaves should face a Bharat Chodo yatra. The trash is breedin for too many decades. At least we can see where the trash collects!,congress slave face bharat chodo yatra trash breedin many decade least see trash collect,negative,criticism
ytComments_mukesh tiwari,Bycoot BJP,bycoot bjp,negative,criticism
ytComments_Sunil Anand,Moushmi great reporting  c,moushmi great reporting c,positive,
ytComments_soundar,"Without winning Rajasthan & MP, Congress can not stop BJP in 2024.
BJP has Gujrat, UP & North east in its pocket before 2024 election.
Rahul should focus on Hindi belt where1-1 contest with BJP.",without win rajasthan mp congress not stop bjp 2024 bjp gujrat north east pocket 2024 election rahul focus hindi belt where11 contest bjp,positive,
ytComments_Anand Raj,2024 anybody but not BJP commons thinking,2024 anybody not bjp common think,positive,
ytComments_Jyanaranjan Sahoo,shame on BJP and Modi,shame bjp modi,negative,criticism
ytComments_Amrendras Kumar Singh,Patra jee yah aap ki aur aapki party ki soch hai is liye aaplog aag ugal rahe hai,patra jee yah aap ki aur aapki party ki soch hai liye aaplog aag ugal rahe hai,negative,criticism
ytComments_Aaron Ranjith,"BJP and Aaj Tak wants to stop Bharath Jodo andholan so they will create issues like this 

First BJP Raised question on Tshirt of rahul and Now raising question on BJP Chaddi...",bjp aaj tak want stop bharath jodo andholan create issue like first bjp raise question tshirt rahul raise question bjp chaddi,negative,criticism
ytComments_A Simon,Asianet is doing a wonderful job.  You people are reporting so well.  Good journalism.   Good....,asianet wonderful job people report well good journalism good,positive,
ytComments_Nasar TTV,World Number one best country my india I love india,world number best country india love india,positive,
ytComments_pranaya Pokkal,Rg,rg,positive,
ytComments_🤘baadshah🤘,"It's a legend person...i promise people's will accept this very soon and it will become only 1 way option to our country.... Very soon.....
Jai congress
Vijay congress
We all are with you.... 💐💐♥️♥️♥️♥️",legend personi promise people accept soon become 1 way option country soon jai congress vijay congress,positive,
ytComments_BR Kushwaha,"In this present  situation when government is bulldozing their way, all section of the society are having problems of price rise ,unemployment and poverty. People of the country has to be made aware of it.... as media is totally bias about. We wish them best of luck for  yattra.",present situation government bulldoze way section society problem price rise unemployment poverty people country make aware medium totally bias wish best luck yattra,negative,criticism
ytComments_Saikat Das,"More power to RaGa, all the best. We all are with you go ahead. 🙏🙏❤💙",power raga best go ahead,positive,
ytComments_Prakash Gavade,"Many many congratulation to all country man on the india, 'bharat jodo yatra,   jai congress jai, rahulji, and all the   participant members  who take part in ,bharat jodo yatra,",many many congratulation country man india bharat jodo yatra jai congress jai rahulji participant member take part bharat jodo yatra,positive,
ytComments_H T,"Bharat Jodo yatra.
Together we walk
United we progress.

Wonderful start to Bharat Jodo yatra.
Good wishes to all yatris and everyone else involved.
Well organised overall.

Few suggestions:
Please try to have seamless audio without disturbance.
The stage was blocking the view of Shri. Rahul Gandhi.
Also the handing over of books, etc by civic society was not visible again due to stage.
Please take care.",bharat jodo yatra together walk united progress wonderful start bharat jodo yatra good wish yatris everyone else involve well organise overall suggestion please try seamless audio without disturbance stage block view shri rahul gandhi also hand book etc civic society not visible due stage please take care,positive,
ytComments_Noa Cristal,Its a long march... its a discourse that needs to happen. Rahul take care of yourself. You have always been endearing.,long march discourse need happen rahul take care always endear,positive,
ytComments_H T,"Jothi Ma'am, you did an excellent job of compering.
Good wishes to you.",jothi maam excellent job compere good wish,positive,
ytComments_Situation Analysis,Rahul gandhi is like his father sh. Rajiv gandhi ji because he was people's personality and down to earth,rahul gandhi like father sh rajiv gandhi ji people personality earth,positive,
ytComments_V. L. Hari Naidu,JAI BHIM NAMO BUDDHAYA BAHU JANA HITHAYA BAHU JANA SUKHAYA,jai bhim namo buddhaya bahu jana hithaya bahu jana sukhaya,positive,
ytComments_Zomato Food,Rahul speaking English instead of Hindi in Tamilnadu.. Wow Great RaGa💥❤,rahul speak english instead hindi tamilnadu wow great raga,positive,
ytComments_Bharavi Davuluri,Jai Bharath,jai bharath,positive,
ytComments_Shankar Travdan,"What a beautiful idea!  aise samay jab kuch  thode shatir dushta vyapari politicians gang Desh ko gumrah kar rahe hain, Nafrat ki Aag me dhakel rahe hain, Rahul Gandhi sadak par utarkar seedhe Janata ko Bharat Jodo sandesh de rahe hain, Congress Party Zindabad",beautiful idea aise samay jab kuch thode shatir dushta vyapari politician gang desh ko gumrah kar rahe hain nafrat ki aag dhakel rahe hain rahul gandhi sadak par utarkar seedhe janata ko bharat jodo sandesh de rahe hain congress party zindabad,positive,
ytComments_Rajeev PATHAK,great Leader New PM of India,great leader new pm india,positive,
ytComments_Satyavir singh,Carry on. Go on. God will bless. Our best wishes.,carry go god bless best wish,positive,
ytComments_Susan mathew,Great leader,great leader,positive,
ytComments_J Sampath,This is most useful thing in India now.,useful thing india,positive,
ytComments_pushpendra patel,Camera persons are doing good job but they should have more setup. Better camera quality needed.,camera person good job setup well camera quality need,positive,
ytComments_mr_suleman_,Very good steps taken by RG present situation,good step take rg present situation,positive,
ytComments_Utkarsh Budhouliya,Go ahead Rahul Gandhi we are with you,go ahead rahul gandhi,positive,
ytComments_Ameen Raza,Well well keep it on RAGA,well well keep raga,positive,
ytComments_Gaurav Bisht,"Best of luck Rahul Gandhi ji and whole congress party. I wish this ""Bharat Jodo Yatra"" becomes a remarkable step by Rahul Gandhi and make him successful.",best luck rahul gandhi ji whole congress party wish bharat jodo yatra becomes remarkable step rahul gandhi make successful,positive,
ytComments_Syed Thameem,"Atlast some hope- India has future.
It ll not burnt for the welfare of fascists.... Congress zindabad💕💕💕",atlast hope india future not burnt welfare fascists congress zindabad,negative,criticism
ytComments_Elias Ahmed,All the best to shri Rahul Gandhi ji and all the leader of congress party,best shri rahul gandhi ji leader congress party,positive,
ytComments_Andrew Mohan Charles,"O'naam Vannello, O'naam Vannello in a heart wrenching whisper is what I hear as the King Returns for his annual pilgrimage from perennial exile. 
Onam Vannello Onam Vannello go the loud cheers of his subjects as the children get to see the legendary one who let himself be trampled down into the Earth to uphold that tradition of Unconditional Sanctuary to all come to these shores from time immemorial.
This year the children are luckier than any generation gone before.
This year they get to see Vamana himself in all his massive glory come to watch with perverse pleasure the boats race across the waters to honour the MahaBali.
Vamana comes to celebrate the Vamana Jayanti in a Democracy and the people get to take up his cause as equals in distress.
They have their way with Jayanti and shout aloud MotaBhai MotaBhai!",onaam vannello onaam vannello heart wrench whisper hear king return annual pilgrimage perennial exile onam vannello onam vannello go loud cheer subject child get see legendary let trample earth uphold tradition unconditional sanctuary come shore time immemorial year child lucky generation go year get see vamana massive glory come watch perverse pleasure boat race across water honour mahabali vamana come celebrate vamana jayanti democracy people get take cause equal distress way jayanti shout aloud motabhai motabhai,positive,
ytComments_bhaktbaz,##### Make india great.####,make india great,positive,
ytComments_Godse ..CHAMPION of 100 m pistol shooting,"In #kerala,
UDF and LDF is there..
So how #BJP 
will be affected in kerala by this current political gimmicks?",udf ldf affect kerala current political gimmick,negative,criticism
ytComments_Arun R,Best wishes leaders and workers,best wish leader worker,positive,
ytComments_Soumyadip Maity,Best wishes...but i have a very serious complain against the videography team...the musicians were really great....had goosebumps...but you have not shown them once.... always focusing on leaders...that too not all the leaders...hope this will get better with times...you will be more inclusive in terms of videography...hope your massage will reach to the remortest parts of this great country...best wishes,best wishesbut serious complain videography teamthe musician really greathad goosebumpsbut not show always focus leadersthat not leadershope get good timesyou inclusive term videographyhope massage reach remortest part great countrybest wish,positive,
ytComments_Tapas Das,Fine attempt of Rahul Gandhi to revive Congress.,fine attempt rahul gandhi revive congress,positive,
ytComments_J. SINGARAYAN VAZ VAZ,"Jawaharlal Nehru's family is the backbone of the Indian National Congress. We can't imagine Congress party without this family which has done so many sacrifices for the party including the loss of precious lives of our former Prime Ministers Mrs.Indira Gandhi and Mr.Rajiv Gandhi. 
Now Mr.Rahul Gandhi is the only HOPE of our great Nation.
Let's all unite under his leadership to save our Country.
We love our Motherland.",jawaharlal nehru family backbone indian national congress cant imagine congress party without family many sacrifice party include loss precious life former prime minister mrsindira gandhi mrrajiv gandhi mrrahul gandhi hope great nation let unite leadership save country love motherland,positive,
ytComments_Anil Nandeshwar,Congress has buildup this Nation.Best of Luck 🤞 Rahulji Good initiate,congress buildup nationbest luck rahulji good initiate,positive,
ytComments_Venky singer,"All the best Indian super star Rahul Gandhi ji
Jai congress",best indian super star rahul gandhi ji jai congress,positive,
ytComments_Saurav Bhattacharyya,"Indian National Congress is the only genuine political party in India, lets make this 'yatra' a grand success for the Nation. Kick BJP out of this country and airlift the criminals to Pakistan !",indian national congress genuine political party india let make yatra grand success nation kick bjp country airlift criminal pakistan,positive,
ytComments_Biji Gurupatham Devadhasan,Welcome to NMCC,welcome nmcc,positive,
ytComments_Royal Tach Properties Pvt Ltd,I like Congress Party,like congress party,positive,
ytComments_Andrew Mohan Charles,Vamana motabhai seats himself beside Pinarayi Vijayan to stop party cadre from joining Bharat Jodo Yatra,vamana motabhai seat beside pinarayi vijayan stop party cadre join bharat jodo yatra,negative,criticism
ytComments_Situation Analysis,Rahul gandhi is like his father sh. Rajiv gandhi ji because he was people's personality and down to earth,rahul gandhi like father sh rajiv gandhi ji people personality earth,positive,
ytComments_Krishna & Vijaya,"Bhada Gandhi frame mae, chote stage mae.",bhada gandhi frame mae chote stage mae,positive,
ytComments_rahul is our next PM🇮🇳,our nation hero is Rahul,nation hero rahul,positive,
ytComments_rocky,Even though Rahul Gandhi cannot make a change in Kerala it still is frightening factor for CPM. As for growth of UDF in Kerala it is done with the help of CPM again.,even though rahul gandhi not make change kerala still frighten factor cpm growth udf kerala help cpm,negative,criticism
ytComments_Arimboor House,Wish you all the best for your journey. We are all with you. Jai congress.,wish best journey jai congress,positive,
ytComments_Chandra Sekharan M,All the best,best,positive,
ytComments_George Mathew,Rg,rg,positive,
ytComments_Shajahan M,"Mr 
Rahulgee  we  are  together  with  you.",mr rahulgee together,positive,
ytComments_Dolly Mary,I wish to god Rahul ji for good political government next year 2024 your  dreams  come true we are proud to be Indian to spread all over the world  to unit the people for national unity of India   to reach your goal god give all good healthy for long living life Rahul ji to success the bharat jodo yatra successful  Jai hind my son Ethan Joel and my mom santha devaraj  all the best for your journey Rahul ji 👍👍👍👍👍,wish god rahul ji good political government next year 2024 dream come true proud indian spread world unit people national unity india reach goal god give good healthy long live life rahul ji success bharat jodo yatra successful jai hind son ethan joel mom santha devaraj best journey rahul ji,positive,
ytComments_sucker SAVARKKER,*But clearly proves BHARATH JODO is* *disturbing some team's.*,clearly prove bharath jodo disturb team,negative,criticism
ytComments_Binny Mathew,Rahul Gandhi's fitness is excellent...,rahul gandhi fitness excellent,positive,
ytComments_Ravi Kumar,Rahul gandhi is the honest and educated leader ......we all should support a leader who is educated and honest ........,rahul gandhi honest educate leader support leader educate honest,positive,
ytComments_Seema Mehta,salute to you Rahul,salute rahul,positive,
ytComments_Sreekumar Velupillai,very cool and dedicated Rhaul ji 🙏,cool dedicate rhaul ji,positive,
ytComments_john edward,Welcome   Rahul   Gandhi  sir. All  the  best  for  your  yatra.  God  bless  you,welcome rahul gandhi sir best yatra god bless,positive,
ytComments_Mohammed Haneef,Raulji Big salout sir,raulji big salout sir,positive,
ytComments_x2,RaGa Rocks,raga rock,positive,
ytComments_PfNagraj,BJP MUKTH BHARATH,bjp mukth bharath,negative,criticism
ytComments_packirisamy nagarajan,"Bumped body,empty skull 😭,the group by his side are biggest corrupts,,,pl ask PC,ak Antony,digh Vijay Singh,to join and complete it with you",bump bodyempty skull group side big corruptspl ask pcak antonydigh vijay singhto join complete,negative,criticism
ytComments_Shajahan M,Mr,mr,positive,
ytComments_Manu puthiyarakkal,RAHUL GANDHI  VERY GOOD,rahul gandhi good,positive,
ytComments_Mathew Thomas,Good reporting ..,good reporting,positive,
ytComments_Viswanathan master,All the best🙏,best,positive,
ytComments_s s,Pappus comedy shows ongoing,pappus comedy show ongoing,negative,criticism
ytComments_Prabhanshu singh,It’s a difficult Yatra because of security concerns Rahul Gandhi is brave and ground leader who can’t discriminate… Support Rahul Gandhi ……..🙏🏻,difficult yatra security concern rahul gandhi brave ground leader cant discriminate support rahul gandhi,positive,
ytComments_Amir Nasir,"This Yatra is a turning point of Rahul Gandhi's career. 

He has been consistently made fun of but even government is terrified of this Yatra because the public is fed up of this hate cycle. 

Let's hope the tadipaar don't do something horrible to Mr Gandhi. 

Not a fan of congress but my best wishes to Raga against the illiterate criminals of BJP.",yatra turn point rahul gandhi career consistently make fun even government terrify yatra public feed hate cycle let hope tadipaar dont something horrible mr gandhi not fan congress best wish raga illiterate criminal bjp,positive,
ytComments_Vivek Kumar,I like that Congress has started a moment after very long time❤,like congress start moment long time,positive,
ytComments_Vikas Pal,Rahul is not stupid or dumb.. just india is not ready for this type of politics.. where we talk about progress job and science 👏,rahul not stupid dumb india not ready type politics talk progress job science,positive,
ytComments_Riyaz Patel,THE RESULT MAY BE ANYTHING BUT ITS NECESSARY TO SHOW THE IMPORTANCE OF OPPOSITION AND PUDYATTERA WILL SUCCESSFULLY TAKE ADVANTAGE,result may anything necessary show importance opposition pudyattera successfully take advantage,positive,
ytComments_Amit Kumar,"Congress Congress congress, lots of love and respect for Rahul Gandhi.",congress congress congress lot love respect rahul gandhi,positive,
ytComments_Vijaya Kumar M,"A great deed by Rahul Gandhi ji. He is trying create awareness among the people of India that the country's democratic fabric is being destroyed by BJP by suppressing the people's voice with the help of police, ED, IT and even judiciary. People are responding positively to Rahul's yatra. All the best sir",great deed rahul gandhi ji try create awareness among people india countrys democratic fabric destroy bjp suppressing people voice help police ed even judiciary people respond positively rahuls yatra best sir,positive,
ytComments_Anupam chakraborty,During 80s there was no television media or social media..Tbh nowadays most of the impact comes to politics by social media handling and data..in which bjp was  master ...no matter by fake news or real news..they always make their supporters connected.,80 television medium social mediatbh nowadays impact come politics social medium handle datain bjp master matter fake news real newsthey always make supporter connect,negative,criticism
