username,orig_sentence,cleaned_sentence,category,sub-category
tweets_arunjeba,"#IndianPolitics

#BJP fake news factory https://t.co/vsdVxSHwym",fake news factory,negative,criticism
tweets_champions22y,"The day indian ppl stop following blindly Modi ji, Arvind Kejriwal or any political leader and start asking WWH types questions to self &amp; govt., then the country will grow like that actually need. Nowadays ppl have no gut to ask WWH questions to self or govt. 
#Indianpolitics https://t.co/q7UDJycPmo",day indian ppl stop follow blindly modi ji arvind kejriwal political leader start ask wwh type question self govt country grow like actually need nowadays ppl gut ask wwh question self govt,negative,criticism
tweets_newsclickin,"There is a rush at the exit door of the Congress for it has little clout and influence to distribute among its leaders. Power at the Centre would have changed it all.

#RahulGandhi #Congress #SoniaGandhi #Opposition #IndianPolitics

https://t.co/IX7WEOZBxv https://t.co/tgg7XQL09F",rush exit door congress little clout influence distribute among leader power centre would change,negative,criticism
tweets_EthnicIndian2,"#India,#IndianPolitics,#TamilNadu, Refute this claim ...this is what P.Chidambaram said once ! 

The Siasat Daily: RSS involved in series of bomb blasts in India, claims ex-member.
https://t.co/wqJuPwzXKC

via @GoogleNews",refute claim pchidambaram say siasat daily r involve series bomb blast india claim exmember via,negative,criticism
tweets_NeoPanchayatic,@pr27965995 @Singh_Bhujangi Which #puppet indanparty is going to be led by which #corrupt #puppet #politicians within #Indianpolitics is all decided by the #masters of #India as #subliminalcolony of #British #European #Neocolonial powers. Now they have #E,indanparty go lead within decided power,negative,hate
tweets_IsSarif,"@ashoswai Yes right, but more than that is the concerning Justice System. Many a times dictatorship or kingdom give better law of land.

In democracy, stupid villain can also sit on the throne and ruin the people.

#IndianPolitics",yes right concern justice system many time dictatorship kingdom give good law land democracy stupid villain also sit throne ruin people,negative,criticism
tweets_Aanurag99,"Lal krishna Advaniji on Osho.. 

There was time when Indian politician's were very much against osho's views and his unique understanding but times are changing. 

#osho #meditation #indianpolitics #lalkrishnadvani #indiamylove #advani #oshoquotes https://t.co/DJsNOo5aGb",lal krishna advaniji osho time indian politician much oshos view unique understanding time change,negative,criticism
tweets_kakadedeepspeak,"After Maharashtra, the way state governments are getting sabotagged by the center in Zharkhand &amp; Delhi, we do not need any astrologer that the dooms day for Indian Democracy is coming to the 'dark' in BJP's this regime only!

#IndianPolitics #Error404 https://t.co/CYiyUW8VVt",maharashtra way state government get sabotagged center zharkhand delhi not need astrologer doom day indian democracy come dark bjps regime,negative,hate
tweets_danielleshay618,"Cash money, honey. The market is available to anyone, if you take the time to learn how to use it. Make money while you sleep. 🤑
#history #republicans #modi #coronavirus #indianpolitics #blacklivesmatter #follow #libertarian #art #socialism #joebiden #communism #democracy",cash money honey market available anyone take time learn use make money sleep,negative,criticism
tweets_prasad_cmv,@TelanganaCMO @laluprasadrjd @yadavtejashwi @trspartyonline I thought @trspartyonline will bring a change in #indianpolitics but it also represents only those citizens who are selfish even in the  matters related to nation.,thought bring change also represent citizen selfish even matter related nation,negative,criticism
tweets_pluripotent0,Kya din aa gye hai . Now the social media handle of national parties are making mems these days instead of making people more aware #indianpolitics #IndiaAt75,kya din aa gye hai social medium handle national party make mem day instead make people aware,negative,criticism
tweets_Raj11662,"Why Hon'ble @NitishKumar  ?

Damaged Economy may recover but how wonderful society ?

Click on this think ! https://t.co/zRHy5WZ4dB....

#BiharPolitics #NitishKumar #Jharkhand #बिहार #EknathShinde #Maharashtra #MamataBanerjee #KCRInBihar #Telangana #Bihar #IndianPolitics https://t.co/vdQpG4VeQF",honble damage economy may recover wonderful society click think,negative,criticism
tweets_newstrack_eng,"Manish Tewari wants fair elections for Congress President post, but who is doing partiality? https://t.co/uth46VYM6u https://t.co/hLzDqRfZPp #manishtewari #congress #congresspresident #indianpolitics",manish tewari want fair election congress president post partiality,negative,criticism
tweets_khans5675,"Tweet for the sake of tweet. Fight for the sake of fight what a stupid thought. Lie till death……….
#india #democracy #tweet #indianpolitics #liberty 
@ShashiTharoor",tweet sake tweet fight sake fight stupid think lie till death,negative,criticism
tweets_RaziaMashkoor,"Assalamalaikum  #Sadhvi #Ritambhara visiting #Atlanta. We protested against her presence.
#america #indianpolitics https://t.co/nKUO4DaUn0",assalamalaikum visit protest presence,negative,criticism
tweets_mridulmahanta,"The way political scenario of India is, it seems pimping MLAs could be a lucrative business proposition. #IndianPolitics",way political scenario india seem pimp mlas could lucrative business proposition,negative,hate
tweets_sandesh,"भारत-चीन सीमा पर चीनी सैनिकों की एक बार फिर दादागीरी...
On the Indo-China border, once again the high-handed behavior of Chinese soldiers has been...
https://t.co/LHLX93JwSN
#indoChina #IndianPolitics #CongressSandesh #CongressParty
@INCIndia @AICCMedia",indochina border highhanded behavior chinese soldier,negative,criticism
tweets_pplcallmewang,"@krishanKTRS @KTRTRS The media was blind to see and show these kinds of things to people 
#indianpolitics",medium blind see show kind thing people,negative,criticism
tweets_IsSarif,"@ShyamMeeraSingh Bilkis case is the prime example to poorly rate a country's justice system. 

Where Justice System transform a land to country and the opposite transform a country to just a piece of land !!
#IndianPolitics",bilkis case prime example poorly rate country justice system justice system transform land country opposite transform country piece land,negative,criticism
tweets_Indepthcomments,"#IndianPolitics Imagine, Nitin Gadkari leading BJP &amp; Shashi Tharoor, leading Congress. Unfortunately, two useless men are leading their party.",imagine nitin gadkari lead bjp shashi tharoor lead congress unfortunately two useless men lead party,negative,hate
tweets_JournoAsif,"Malayalam Social Media has given a new name to Bhakts – ""The Bulbul Boys""!  
#bhakts #bhaktbanerjee #bhaktology #indianpolitics",malayalam social medium give new name bhakts bulbul boy,negative,criticism
tweets_pluripotent0,@ArvindKejriwal delhi best health services are provided from jail ? Because your so called health minister is in jail @satyenderjain #IndianPolitics #IndiaAt75 . It can possible in India only,delhi best health service provide jail call health minister jail possible india,negative,hate
tweets_hemirdesai,"The State govt implement welfare schemes n take credit for them. People do not know the contribution of he center in the welfare schemes implemented by states. The states brand them as their National parties are waging a losing battle
#IndianPolitics",state govt implement welfare scheme n take credit people not know contribution center welfare scheme implement state state brand national party wag losing battle,negative,criticism
tweets_hemirdesai,"while national parties are armed with national subjects such as monetary policy, defense,banking,foreign policy n direct taxes etc, which are not so directly discerned by state citizens. On Contrary national parties would be blamed for all problems of state
#IndianPolitics",national party arm national subject monetary policy defensebankingforeign policy n direct tax etc not directly discern state citizen contrary national party would blame problem state,negative,criticism
tweets_fool_do,"@SuryahSG Each party of thugs points to its opposing party/parties of thugs.  Each one claims they are the best, in economics, welfare, development, and much else.  Not one cares about holding itself accountable.  #IndianPolitics",party thug point oppose partyparties thug claim best economics welfare development much else not care hold accountable,negative,criticism
tweets_its_Bulbul,"Going off SM and hitting the books again!  India that is Bharat. 
#indianpolitics
@jsaideepak https://t.co/kSiBnksszJ",go sm hit book india bharat,negative,criticism
tweets_mathrubhumieng,"What is Congress' vision of a better society? And how does it intend to take India there? We need to hear that from candidates, says @ShashiTharoor in his column 'I Mean What I Say'. 

Read more: https://t.co/CGzlXEfXvX

#shashitharoor #congress #inc #india #indianpolitics https://t.co/ch7ao8VC6h",congress vision well society intend take india need hear candidate say column mean say read,negative,criticism
tweets_SmilingBudhaa,"Whenever Indian Politicians cite NYT newspapers article on India to criticize each other or bolster their achievements. It shows how Indian Journalism is being viewed among us.
@ShekharGupta @the_hindu @nytimes
@TOIIndiaNews
#IndianJournalism #NYT #Indianpolitics #Credibility",whenever indian politician cite nyt newspaper article india criticize bolster achievement show indian journalism view among u,negative,criticism
tweets_pplcallmewang,"@alindchauhan I was very wondering every time that 
The person who doesn't even know the complete information about cricket is a president 🤣
#indianpolitics",wonder every time person doesnt even know complete information cricket president,negative,criticism
tweets_Rasheshin,@himantabiswa @ArvindKejriwal Why waste time on a fickle minded person? He differs/deviates from his own statements which are on record. The greatest lier in #IndianPolitics.,waste time fickle mind person differsdeviates statement record great lier,negative,criticism
tweets_iToosh78,"If you get caught with a hand in the jar, what do you do?

“It’s not my hand”!

Pot calling the kettle black #Indianpolitics",get caught hand jar not hand pot call kettle black,negative,criticism
tweets_MaverickSanatan,"@_sayema Bhartiya people should forget talking about #CricketTwitter #Bollywood and #indianpolitics , these are 3 #diseases which is affecting mindset",bhartiya people forget talk 3 affecting mindset,negative,criticism
tweets_pratidintime,"#INSIDEVIEW | The Underlying Paradox in Indian Politics: Horse Trading
#IndianPolitics #HorseTrading #Jharakhand
https://t.co/3oGYoUmJ1J",underlie paradox indian politics horse trading,negative,criticism
tweets_AAKASHS64939700,"Waisey INDIRA GANDHI aur baad mey RAJEEV GANDHI k time pr JANTA PARTY ka bhi yahi haal tha.
#IndianPolitics is full of uncertainties.
But it's sure that #BJP might look for new PM face within party for #24election and opposition need to discover in collaboration with others.",waisey indira gandhi aur baad mey rajeev gandhi k time pr janta party ka bhi yahi haal tha full uncertainty sure might look new pm face within party opposition need discover collaboration others,negative,criticism
tweets_er_shaileshp,"@TrulyMonica @harshmadhusudan Excellent @harshmadhusudan , @ShashiTharoor knows everything but just bcoz of political pressure and vote bank, scare to open his mouth.
#IndianPolitics",excellent know everything bcoz political pressure vote bank scare open mouth,negative,criticism
tweets_karandeep1991,"&amp; to see politicians (even CMs of states) fighting like kids on twitter...
Where are we heading???
Can we concentrate on ground level work rather than social media bullying???
#Politics
#India 
#IndianPolitics",see politician even cms state fight like kid twitter head concentrate ground level work rather social medium bully,negative,criticism
tweets_its_Bulbul,"Couldn’t be explained with more clarity..!!
#IndianPolitics https://t.co/RaOkqfwlU1",couldnt explain clarity,negative,criticism
tweets_DonaPaul_,A system that is as flawed as it’s leaders #IndianPolitics #nationalpolity,system flaw leader,negative,hate
tweets_Adhilsr,"👽can you hear?
India ranked as one of the most dangerous places for women in the world
നിയമ പരിരക്ഷയില്ലാത്ത സമൂഹത്തിൽ സ്ത്രീ സുരക്ഷിതയാവില്ല
Does india respect human rights?
Is India is safe for female?
#women
#WomensRightsAreHumanRights
#IndianPolitics
#WomanEmpowerment
#India",hear india rank dangerous place woman world india respect human right india safe female,negative,criticism
tweets_jmithapara,"Our Indian courts/goverment should be discussed with few high level civil services officers and reform some rules for the political leader to become candidate in the election if wanted to India fully educated. #india
#IndianPolitics",indian courtsgoverment discuss high level civil service officer reform rule political leader become candidate election want india fully educate,negative,criticism
tweets_Itsanupp,"A Comedian now a days become more popular, get police protection and support for small show and MLA get suspended from party due to some comments on that comedian.

How big is national party BJP, What's going on in India.??
#BJPFailsIndia #ModiJi #SanatanaDharma #IndianPolitics.",comedian day become popular get police protection support small show mla get suspend party due comment comedian big national party bjp whats go india,negative,criticism
tweets_shashienaganti,"Triangle love story in politics.

2 parties have a relationship in new state who are trying to win a community but one party travels across border and creates a situation which helps national party to win.
Celebrating a peaceful friday
If you know, you know it.
 #IndianPolitics",triangle love story politics 2 party relationship new state try win community party travel across border creates situation help national party win celebrate peaceful friday know know,negative,criticism
tweets_venkyla91,"@ndtv @BSBommai BJP says contractors are backed by Congress. ED, CBI and. IT backed by Central Govt of BJP says Opposition
The TU TU MEIN MEIN continues in Indian politics
#India 
#Karnataka
#IndianPolitics",bjp say contractor back congress ed cbi back central govt bjp say opposition tu tu mein mein continue indian politics,negative,criticism
tweets_IsSarif,"@MehekF No Mehek !
If he does not take the position, still he will be the decision maker. So, better to take the official position and move aggressively. 
@RahulGandhi 
#IndianPolitics",mehek not take position still decision maker well take official position move aggressively,negative,criticism
tweets_arunjeba,"#IndianPolitics

#GhulamNabiAzad 

One can count how many times he spelt #RahulGandhi name when he gets #RajyaSabha opposition leader post..

When he don't have power, today he wrote maligning letter about #RahulGandhi...

This #Politicians greed of power only #RG want to https://t.co/F37Q5J06sq",count many time spell name get opposition leader post dont power today write malign letter greed power want,negative,criticism
tweets_pluripotent0,Salute for those people who still believe @RahulGandhi . These are the most tolerable and courageousness people of India who are still faithful though there is no hope #India #indianpolitics #Congress #bhart_jodo,salute people still believe tolerable courageousness people india still faithful though hope,negative,criticism
tweets_CNNnews18,"'People like #GhulamNabiAzad are ignored at the cost of the #Congress future...If Jairam Ramesh is speaking on behalf of Congress, it's all the more worse': Fmr. Congress leader PC Chacko

(@AnchorAnandN)

#RahulGandhi #IndianPolitics https://t.co/JgORPiKsl2",people like ignore cost futureif jairam ramesh speaking behalf congress bad fmr congress leader pc chacko,negative,criticism
tweets_SUSHIL_SAPPYA,"If this doesn't makes you feel for your future... this dynasty is your future. 
Even when there is n9 capabilities. 
#IndianPolitics https://t.co/pzgET10Mwg",doesnt make feel future dynasty future even n9 capability,negative,criticism
tweets_Therealtalkin,"Ghulam Nabi Azad quits Congress over Rahul Gandhi's ""immaturity"", says major decisions taken by his security guards, PAs

#GhulamNabiAzad #RahulGandhi #IndianPolitics  #Congress
#TheRealTalkin (ANI) https://t.co/Pn1XVks79E",ghulam nabi azad quits congress rahul gandhi immaturity say major decision take security guard pas ani,negative,criticism
tweets_IndiaNamoS,"Ghulam Nabi Azad quits Congress over Rahul Gandhi's ""immaturity"", says major decisions taken by his security guards, PAs.

गुलाम नबी आजाद 
#GhulamNabiAzad #RahulGandhi #IndianPolitics  #Congress #BharatJodo #CongressJodo https://t.co/Cdrm1eNT3S",ghulam nabi azad quits congress rahul gandhi immaturity say major decision take security guard pa,negative,criticism
tweets_Raj__chautala,"Ghulam Nabi Azad quits Congress over Rahul Gandhi's ""immaturity"", says major decisions taken by his security guards, PAs

Read @ANI Story | https://t.co/844TX52uck…
#GhulamNabiAzad #RahulGandhi #IndianPolitics  #Congress #GhulamNabiAzad https://t.co/f4jJLfA2fu",ghulam nabi azad quits congress rahul gandhi immaturity say major decision take security guard pas read story,negative,criticism
tweets_arunjeba,"#IndianPolitics

Actually #Congress getting #Free from clutches of power hungry people... Some remains, if they also soon away, then its #NewEra with new talents to took forward

#RahulGandhi #INC",actually get clutch power hungry people remain also soon away new talent take forward,negative,criticism
tweets_OfficialAiNews,"Ghulam Nabi Azad quits Congress over Rahul Gandhi's ""immaturity"", says major decisions taken by his security guards, PAs

#GhulamNabiAzad #RahulGandhi #IndianPolitics  #Congress https://t.co/f4QfQH2UpU",ghulam nabi azad quits congress rahul gandhi immaturity say major decision take security guard pa,negative,criticism
tweets_ani_digital,"Ghulam Nabi Azad quits Congress over Rahul Gandhi's ""immaturity"", says major decisions taken by his security guards, PAs

Read @ANI Story | https://t.co/d5lTi7zxlh
#GhulamNabiAzad #RahulGandhi #IndianPolitics  #Congress https://t.co/K0CK6SlivZ",ghulam nabi azad quits congress rahul gandhi immaturity say major decision take security guard pas read story,negative,criticism
tweets_SS_Shhhh,"@AadeshRawal &gt;Sabsey badkismat kaun ? 
Those who managed to Emigrate  somewhere on any  pretext but still participate in #indianPolitics via #SM or #internet  #deepnet",gtsabsey badkismat kaun manage emigrate somewhere pretext still participate via,negative,criticism
tweets_matters2022,"@CitizenKamran Game-
Bring B team frm Delhi.
Pay to Adani media for PR.
Team A to target B.
Afani media Prime TV debate.
IT cell talk about B team.
AAP cell talk abt A team.
Media again talks abt A&amp;B.
Team A wont stand a chance.
Team B goes to campaig",game bring b team frm delhi pay adani medium pr team target b afani medium prime tv debate cell talk b team aap cell talk abt team medium talk abt aampb team wont stand chance team b go campaig,negative,criticism
tweets_critical_kansal,"#inflation plaguing #British citizens as well. And #indian politicians are blaming #Modigovt . Arrey its a worldwide issue now primarily as an aftermath of #COVID19 and #UkraineWar . Hoping for #partisanship and #Nationalism in #IndianPolitics
https://t.co/cPwaO8IdTR",plague citizen well politician blame arrey worldwide issue primarily aftermath hop,negative,criticism
tweets_abhisriind,"New Cricket team of AAP Party captain Yet to Select .
Who will be captain Arvind or Manish ? 
Plz Comment 

#aap #bjp #india #arvindkejriwal #congress #aamaadmiparty #delhi #kejriwal #politics #modi #rahulgandhi #narendramodi #indianpolitics #news #covid #manishsisodia #godimedia https://t.co/a1JbJBRevS",new cricket team aap party captain yet select captain arvind manish plz comment,negative,criticism
tweets_arunjeba,"#IndianPolitics

Did he know about the ""Cancer institute"" in tamilnadu and its history and academic sucess...!!! https://t.co/Qr2TY1srxz",know cancer institute tamilnadu history academic sucess,negative,criticism
tweets_IsSarif,"@Elizatweetz Elizabeth, you are right, BJP trying their best to elect president outside Gandhi Family to pave way the easy path to fulfill their agenda and to weaken Congress. 

Rahul Gandhi should become President without any if and buts.

#IndianPolitic",elizabeth right bjp try best elect president outside gandhi family pave way easy path fulfill agenda weaken congress rahul gandhi become president without buts,negative,criticism
tweets_IsSarif,"This is the language and approach then how Supreme Court will uphold justice !! 
#Shame
#IndianPolitics https://t.co/vfQgiORF7r",language approach supreme court uphold justice,negative,criticism
tweets_AmiteshBhatt,Current politics of #India whats left of it. #indianpolitics https://t.co/gefqIEYO2B,current politics whats leave,negative,criticism
tweets_ToTheeePoint,"I, as a taxpaying voter was wrong 4 calling the Opposition parties Visionless

They all do have one common vision…creating new records wrt #scams

#indianpolitics 

@ishkarnBHANDARI @Shehzad_Ind @prafullaketkar @MRVChennai @alok_ajay @KapilMishra_IND @nsitharaman @sambitswaraj https://t.co/4DF3bsThC5",taxpaying voter wrong 4 call opposition party visionless common visioncreating new record wrt,negative,criticism
tweets_pluripotent0,"What is the similarity between NEET mcq and choosing leader in election.
.
.
.
.
. 
All options are same and we have to choose most correct one . #MedTwitter #medicine #NEETUG #neetpg2023 #IndianPolitics",similarity neet mcq choose leader election option choose correct,negative,criticism
tweets_GoneVoice,How to Attract Owls to Nest in Your Backyard – Birds and Blooms https://t.co/I0Zmj9Du6j #indianpolitics #indonesia,attract owl nest backyard bird bloom,negative,criticism
tweets_KHUSHRAV80,Do they have a College to Teach #IndianPolitics #loot #EDMaaroRaid https://t.co/TYKtS3VsUw,college teach,negative,criticism
tweets_arunjeba,"#IndianPolitics &amp; #Law

An #Article about #CJI with great analysis and insights...

Lecturing mostly but not walk the talk... 

 https://t.co/OliaTpFy34",great analysis insight lecture mostly not walk talk,negative,criticism
tweets_cassynaz,"Wonder what's  new in Rapistan today.

Has Adani acquired NDTV yet?
Will he next buy twitter? ( with Indian Taxpayers money)

#Adani
#IndianPolitics https://t.co/XmwNpYJriI",wonder whats new rapistan today adani acquire ndtv yet next buy twitter indian taxpayer money,negative,criticism
tweets_pluripotent0,if ED is capturing black money then why these opposition leaders have problem #IndianPolitics https://t.co/Pb4fvdxDGV,ed capture black money opposition leader problem,negative,criticism
tweets_YameenKhan117,"Why mocking a political party or a political face is like going against a religion or India?
Why is Negetive campaigning soo often in India?
Where do we get to listen to debates on Unemployment, Poverty, Illiteracy and other social issues?
#IndianPolitics",mock political party political face like go religion india negetive campaigning soo often india get listen debate unemployment poverty illiteracy social issue,negative,hate
tweets_YameenKhan117,"Why can't Indian politicians fight elections with maturity?
Why can't opponents be targeted basis social issues?
Why political parties are taking responsibility of protecting respective religions?
#IndianPolitics",cant indian politician fight election maturity cant opponent target basis social issue political party take responsibility protect respective religion,negative,hate
tweets_DreamRunOn,"Kal tak sab ""sell"" tha aaj sab ""buy"" ho gya..😂stock market is as unpredictable as #indianpolitics kab kahan mud jaye you never know #NitishKumar @AnilSinghvi_ @deepdbhandari @sanjiv_bhasin 🙏",kal tak sab sell tha aaj sab buy ho gyastock market unpredictable kab kahan mud jaye never know,negative,criticism
tweets_jsp_m1414,"@BJP4India
@INCIndia 
@AamAadmiParty 
I think we need another Fourth National Party which is backed up by Indian billionaires. 🤔🤔
#IndianPolitics #BILLIONAIRE #Indians 
#PoliticsToday",think need another fourth national party back indian billionaire,negative,criticism
tweets_RohanUlmale,"If there is any strong opposition party stands against BJP in India the India will be divided into many parts.
#IndianPolitics 
#opposition 
#bettertohavestablegoverment",strong opposition party stand bjp india india divide many part,negative,criticism
tweets_arunjeba,"#IndianPolitics

I remember telling this during that time in many FB group discussions

#IAC is a #FakeMachinery orchestrated by #RSS https://t.co/8RnQX208u2",remember telling time many fb group discussion orchestrate,negative,criticism
tweets_Shrutim89720954,"That is specially expected from political leaders and civil servants the most .... 

#Indianpolitics #UPSCMains #bhagwatgeeta https://t.co/kFBRsTX0bC",specially expect political leader civil servant,negative,criticism
tweets_newsclickin,"Abol tabol is a Bengali expression that means ‘meaningless’ or ‘gibberish’ (bakwaas, in Hindi-Urdu). 

#AbolTabol #IndianPolitics #Politics 

https://t.co/nwkBfoqw4s https://t.co/wtgKN8H1ox",abol tabol bengali expression mean meaningless gibberish bakwaas hindiurdu,negative,criticism
tweets_wordsthesimple,@DrAsthaJain @ArvindKejriwal @SanjayAzadSln India has been long fighting against terrorism &amp,india long fight terrorism amp,negative,criticism
tweets_AmanSin91252702,"The recent tug of war between two major political parties in India characterised by juvenile name-calling gives a bad impression of our ""democracy"". #IndianPolitics #aapbjpfaceoff",recent tug war two major political party india characterise juvenile namecalling give bad impression democracy,negative,criticism
tweets_sandykasth,"CBI and ED have to prove their credentials and integrity by increasing no. Of convictions after all the raids and interrogations. 
#indianpolitics.",cbi ed prove credential integrity increase conviction raid interrogation,negative,criticism
tweets_actuallyansh,"Are padhe likhe log jinko asli ne economics, finance or common man’s living samajh aye unko bithao yaar parliament or legislative houses me. #indianpolitics #Politics #loksabha",padhe likhe log jinko asli ne economics finance common man live samajh aye unko bithao yaar parliament legislative house,negative,hate
tweets_newsclickin,"India never envisioned today’s state of affairs for the Upper House. We must blame political parties’ lack of vision and disregard for democratic values.

#RajyaSabha #IndianPolitics #RajyaSabhaElections

https://t.co/Zhq85awwI5 https://t.co/yTyPVaUfve",india never envision today state affair upper house must blame political party lack vision disregard democratic value,negative,criticism
tweets_arunjeba,"#IndianPolitics

I'm from #Tamilnadu... Who is #AAP...???

Most of #Tamilnadu people themselves first find #IAC is a bogus one during that time itself in whole #India... Now it's proven...

Don't belittle #Congress, because u love #AAP which didn't sign in opposition draft https://t.co/C6UZFyfBQO",im people first find bogus time whole proven dont belittle u love didnt sign opposition draft,negative,criticism
tweets_arunjeba,"#IndianPolitics

#BJP-ians getting slap after slaps, because they didn't know they are trying to troll with fake whattsup forwards in very very different ground which had strong ideology and educative place called #Tamilnadu https://t.co/djHtMz7XDU",get slap slap didnt know try troll fake whattsup forward different ground strong ideology educative place call,negative,criticism
tweets_IndiaNewsStream,"Karan Thapar writes, We have turned our back on Rushdie
#SalmanRusdhie #SalmanRushdieAttacked #IndianPolitics #jaishankar #ExternalAffairs #modigovt 
https://t.co/rJ6F1Srv1Q",karan thapar writes turn back rushdie,negative,criticism
tweets_Avishwanathan8,"saint says,#aperfectmunnabhai of #Indianpolitics.the #politicalthug of Delhi damn it!! https://t.co/vMK7lIDYFT",saint say delhi damn,negative,criticism
tweets_SSMakrahi,"We do…don’t we 

#PoliticsToday #Politics #IndianPolitics https://t.co/WBvw5bkq5Q",dodont,negative,criticism
tweets_awesome_ark,@BJP4India always claims to be party against dynasty &amp,always claim party dynasty amp,negative,criticism
tweets_kumar79040461,@MCJoshi1968 @raviIAAD @omthanvi @vinodkapri @bbchoudhary @Saurabh_MLAgk exactly ...bilkul sahi analysis . #indianpolitics but yeh @ArvindKejriwal @AamAadmiParty pore Indian policies ko gali deke power main aya ..now they themselves are deepened in corrup,exactly bilkul sahi analysis yeh pore indian policy ko gali deke power main aya deepen corrup,negative,criticism
tweets_junaizmohammed,"@ArvindKejriwal is looking very ambitious for 2024, even though he won’t have the backing of oppositions. But politics is all about uncertainties. Will India have a IIT Prime Minister? #IndianPolitics",look ambitious 2024 even though wont back opposition politics uncertainty india iit prime minister,negative,criticism
tweets_Eagleeye47,"Remember a convicted ‘non-guilty’ #IASofficer,#HCGupta,when fretting over stalled #economicreforms.
The 2010-13 season of scandal-mongering still casts a shadow on #indianpolitics,and #victims are those at the lowest end of decision-making chain.
#Reforms https://t.co/mAVmsatZmI",remember convict nonguilty fret stall 201013 season scandalmongering still cast shadow low end decisionmaking chain,negative,criticism
tweets_achyutshukla_IN,"In Indian politics every party and leader claims themselves as the competitor of Modi and BJP but when it comes to poll results - they are all running after tie-ups
.
#bjp #aap #IndianPolitics #jdu",indian politics every party leader claim competitor modi bjp come poll result run tieups,negative,criticism
tweets_shreyank_perla,"BJP: AAP is 'Rewadi' and 'Bewadi' sarkar!!🤣🤣 #IndianPolitics
Indian politics is unrivalled 🤣",bjp aap rewadi bewadi sarkar indian politics unrivalled,negative,criticism
tweets_jyotsnadevi33,"@BDas18 @swayam4Odisha @Naveen_Odisha But people also have slavery/freebie mentality n they have forgotten ""Apna Haath Jagannath"". They r happy with their condition under 22yr old longest serving @CMO_Odisha in d history of #IndianPolitics.",people also slaveryfreebie mentality n forget apna haath jagannath r happy condition 22yr old long serve history,negative,criticism
tweets__irfan1993,"#Indian democracy is turned in to monarchy and tyranny. 

#BilkisBano #indianpolitics #PMOIndia #SupremeCourtOfIndia",democracy turn monarchy tyranny,negative,criticism
tweets_anugrah_manuel,"The goal is never development. It is not making this country better. It is always, how I can drang my opponent down in the pit? 
Its a shame.  
#indianpolitics",goal never development not make country good always drang opponent pit shame,negative,criticism
tweets_critical_kansal,The teachings of #LordKrishna #Krishna have a growing significance in the current Socio-political landscape of #IndianPolitics and even the world . #Indians and #Hindus in particular have to rediscover the teachings of #BhagwatGeeta in its essence. #HindusUnderAttack https://t.co/bzjtrB0krF,teaching grow significance current sociopolitical landscape even world particular rediscover teaching essence,negative,criticism
tweets_wordsthesimple,"Every political leaders in cabinet has their own department but guessing all are watching news and can share their thoughts with the related department if something is noticeable 
#indianpolitics",every political leader cabinet department guess watch news share thought relate department something noticeable,negative,criticism
tweets_tarun4u2krishna,"@janardanspeaks Twitter account shows it is of a male person
But tweet shows is tweeted by female principal.
What we understand,
Account is fake or account used for anti national activity #twiter #indianpolitics #meadia #PMOIndia #antisocalism",twitter account show male person tweet show tweet female principal understand account fake account use anti national activity,negative,criticism
tweets_sengarmanoj1,"#KejriwalExposed is d product of #AnnaMovement•• Citizens felt,he can change #indianpolitics as he is educated n has no concern with d corruption bt he is also a colored jackal like many other politicians &amp; ditched gems like @DrKumarVishwas @thekiranbedi n so many #Shameful https://t.co/nRnRqCOVmw",product citizens felthe change educate n concern corruption bt also color jackal like many politician ditch gem like n many,negative,criticism
tweets_sengarmanoj1,@begu_manoj @ArvindKejriwal is d product of #AnnaMovement ••Citizens felt that he can change d scenario of #indianpolitics as he is educated n has no concern with d corruption but he is also a coloured jackal like so many other politicians••He pla,product citizen felt change scenario educate n concern corruption also colour jackal like many politicianshe pla,negative,criticism
tweets_chill_bro99,My talent:- political posts pe sirf comments padhke logon ka religion guess kar leta hoon .. #indianpolitics,talent political post pe sirf comment padhke logon ka religion guess kar leta hoon,negative,criticism
tweets_RituAR,He wants @TimesNow &amp,want amp,negative,criticism
tweets_harsrjpt,"Saw ad of #Gujarat government,
And I wonder would state regime in Gujarat can ever be like of UP or MP?
Every CM after @narendramodi have just been a rubber stamp!
The No. 1 &amp; 2 won't ever let anyone shine from their home state!
Why such an apathy?
#indianpolitics #BJP #Politics https://t.co/tLTMHh8HYj",saw ad government wonder would state regime gujarat ever like mp every cm rubber stamp 1 2 wont ever let anyone shine home state apathy,negative,criticism
tweets_writeandsketch,"Politics of 'FREE' is taxable for healthy democracy. 

#politics
#IndianPolitics",politics free taxable healthy democracy,negative,criticism
tweets_bannyprateek,"People with any history of criminal record/influence should not be allowed to be part of any political party, small steps makes a huge difference.
#Politics #indianpolitics #elections",people history criminal recordinfluence not allow part political party small step make huge difference,negative,criticism
tweets_Sujit_Kumbhar_,Sri Lanka knows very well.... #IAmAndolanJivi #indianpolitics #India #🇮🇳 #bjpagainstdemocracy #bjpkmkb #bjptrolls #bjpfails #bjp #modifails #modi #amitshah #rahulgandhi #priyankagandhi #congress #andhbhakt #antimodi #fuckbjp #modigovernment #yogiaditiyanath #narendramodi #China https://t.co/iOT48GtIfi,sri lanka know well,negative,criticism
