username,orig_sentence,cleaned_sentence,category,sub-category
tweets_kulkarnibhaai,"@minicnair Not even Country Division or Emergency kind of situation had shaken ideology &amp; firmness of RSS &amp; BJP for later, what the hell #BharatJodoYatra do?

You live in your own La La Land Mini, don't you.",not even country division emergency kind situation shake ideology firmness r bjp later hell live la la land mini dont,negative,critisism
tweets_TheSiasatDaily,The @INCindia leaders marched along the streets without an umbrella when it was raining. https://t.co/2G2gr91Zpt #BharatJodoYatra,leader march along street without umbrella raining,positive,
tweets_SevadalSTA,Listen to some of the yatris.This is what they said about Shri @RahulGandhi ji and #BharatJodoYatra https://t.co/yWDqIrbdxG,listen yatristhis say shri ji,positive,
tweets_rajeshnirmal12,"Day- 7 #BharatJodoYatra 
After getting wet himself, he gave his umbrella to save a small child from the rain, the real hero of the country, @RahulGandhi. https://t.co/AIThF2a6Lb",day 7 get wet give umbrella save small child rain real hero country,positive,
tweets_kind_indian,"...in six decades, India will disintegrate. I gave cogent reasons and a convincing chronology. We are in that sixth decade — 2020 to 2029 — now and what I stated then appears to be coming true...

https://t.co/tb9te3abiC #BharatJodoYatra",six decade india disintegrate give cogent reason convince chronology sixth decade 2020 2029 state appear come true,positive,
tweets_Gautam_Kashyap3,"@ndtv @ndtv we will you finish you first.. 

Have no doubt about it. 

As for #Kejriwal, he will be finished my his master's themselves. 

#BharatJodoYatra",finish first doubt finished master,negative,critisism
tweets_SevadalKL,"A small boy joined for the cause a United India #BharatJodoYatra with his guardian, despite light drizzle https://t.co/9HL8MyHwIg",small boy join cause united india guardian despite light drizzle,positive,
tweets_Rafan_Carrie,"@NarundarM And that too good one!
The images shared by RaGa are very heartwarming. Kudos to the photographer for capturing those.
#BharatJodoYatra",good image share raga heartwarming kudos photographer capture,positive,
tweets__Prashanth_23,"Our intention is not to be shaken by the blisters of the feet, but like a rock.

Will keep burning on the path of struggle, is our promise to India.

#BharatJodoYatra https://t.co/8I9SeaH7tr",intention not shake blister foot like rock keep burn path struggle promise india,positive,
tweets_tfranztrueindia,"@Jairam_Ramesh Ignore these ignoramuses. Dogs bark, but the caravan goes on!
Jai ho #BharatJodoYatra🤝🤝🤝 ki! 
Jai ho Rahul Gandhi ki!👍👍👍
#PowerToCongress which is the only hope of this land of diversity.",ignore ignoramus dog bark caravan go jai ho ki jai ho rahul gandhi ki hope land diversity,negative,critisism
tweets_monika__shah,"#BharatJodoYatra is not to bring the Sanghis into their fold. They will keep making fun of it.

It is to being together people who are against the hate politics of BJP and they are almost 70% of them.",not bring sanghis fold keep making fun together people hate politics bjp almost 70,positive,
tweets_gangaram_raju,"Rahul Gandhi is the only leader who can unite India with his love, empathy, honesty and humanity. #BharatJodoYatra https://t.co/BQPXB8HM7V",rahul gandhi leader unite india love empathy honesty humanity,positive,
tweets_55659754Bhaskar,"@hisamuddink51 @navin4nation @Ahimsa1616 @Hisamud47588796 @SinghRakeshKu14 @indianposten @VibrantDemocra2 @mangellife29 @Chandra51364237 @LoveIndia939791 @SharrmaPoonam @_Mahakal_D_ @saifi_111 @SudhirDevSharma @nareshsharma107 @JitendraManoha6 @RajeshS50119232 @AnilKum04619533 @aj23004007 @SavitaSikarwar @ADiravia @rajeshpatnawale @Ramesh270549 @Prabhat39441267 @RajivSi45818862 @Monaji58641983 @Naseem_Mbd @HashmatRuhul @BarunBasuthakur @Pandey13K @VinodKu51806624 @SinghDe41846382 @patwalr336 @MuzaffarIslam11 @MdtajKohri5 @RajaRajavira @MdIqbal64955168 @PatnawalaRajesh @SanjayP46456817 @Shakeelsayed14 @ajswal1a @RajeshK83114811 @trikal_darshi7 @Drkodwate_INC @IndiaAwakened_ @AbhiINCIndia @2Suhana25 @JayNath91591973 Good luck and success for...
#BharatJodoYatra",good luck success,positive,
tweets_SevadalGBN,@RahulGandhi having tea while interacting with the local public at the simple local  hotel during #BharatJodoYatra https://t.co/Vm8Svj0uwE,tea interact local public simple local hotel,positive,
tweets_mr_a_ghosh,"Do you see that, there is no tension, walking, talking, discussing &amp; smiling. It should be like this! #BharatJodoYatra 
https://t.co/Fob5CvTX8N",see tension walk talk discuss smile like,positive,
tweets_Marcusbharat,"@VinodSharmaView @AnshumanSail #भारत_जोड़ो_यात्रा 
#BharatJodoYatra is now transforming  itself into a Festival for every age
https://t.co/m1YovjpJXN https://t.co/AtjBWNWJFB",transform festival every age,positive,
tweets_Kishan591,"Aggressive @INCIndia is responding to @BJP4India with tougher attitudes than before earlier Cong who used to come on defensive r now attackers on those issues 

Whether it's tarnishing image of @RahulGandhi, Nationalism, #BharatJodoYatra or any other issue https://t.co/djq6iZbXXa",aggressive respond tough attitude earlier cong used come defensive r attacker issue whether tarnish image nationalism issue,positive,
tweets_bindu_bharti,"@INCIndia @RahulGandhi #BharatJodoYatra 🇮🇳🇮🇳... All the best INC, be election ready...",best inc election ready,positive,
tweets_Barman_002,"Congress group that helped destroy Sri Lankan Tamils ​​is now Marching towards unity 
#BharatJodoYatra  கொடுமை https://t.co/0qOCfomHiR",congress group help destroy sri lankan tamil march towards unity,negative,hate
tweets_thetribunechd,"#Watch: Third day of #Kerala leg of #BharatJodoYatra commences amidst encouraging turnout
@RahulGandhi @INCIndia 

https://t.co/CEPpmnKzQQ https://t.co/Jy42DWINp6",third day leg commences amidst encourage turnout,positive,
tweets_Vivekk303,"@catale7a @Vivekk303
😀Look #INC &amp; #BharatJodoYatra  Road map (From Kashmir to Kanyakumari) this is Entire Bharat according to them that's it! 😀
Plz Don't ask how many actually Kms walked 👣 more than Yatra it looks like Congress Jatra (Mela). https://t.co/fqJD7vZDuE",look road map kashmir kanyakumari entire bharat accord thats plz dont ask many actually kms walked yatra look like congress jatra mela,negative,critisism
tweets_INC_Television,"‘India can only be saved by Rahul Gandhi’ - the love reverberates through the streets of Kerala.

#BharatJodoYatra https://t.co/rPuPs3OqIF",india save rahul gandhi love reverberate street kerala,positive,
tweets_Vignesh_TMV,"@BJP4India Unity in Diversity is what Congress Party stands for.

#BharatJodoYatra https://t.co/DGvEUixyv2",unity diversity congress party stand,positive,
tweets_lab_loyal,"The proponents of #BharatJodoYatra created #PlacesOfWorshipAct to ensure #Muslims can continue to spit on #Hindu natives of the country by sitting on their temples.

@RahulGandhi and #CongressMuktBharat are the ones who ensured Hindus are third grade citizens in their own country",proponent create ensure continue spit native country sit temple ensure hindus third grade citizen country,negative,hate
tweets_LtColAnilDuhoon,"#BharatJodoYatra is a positive step for sure for @INCIndia . 
- Must avoid targeting any political party.
- Raise pitch to unite the divide in society.
- Rooftop shouts for unemployment and price rise.
- Focus on local leaders and NOT on selected few leaders during yatra.",positive step sure must avoid target political party raise pitch unite divide society rooftop shout unemployment price rise focus local leader not select leader yatra,positive,
tweets_wasim_shaikh10,"Each one of each age walks united with determination to protect the soul of this nation.

#BharatJodoYatra 🇮🇳 https://t.co/zVJkhbRVdl",age walk united determination protect soul nation,positive,
tweets_SevadalKL,A couple with their  small kids come and join #BharatJodoYatra for a better tomorrow and united India. https://t.co/xyZI8DRR9P,couple small kid come join well tomorrow united india,positive,
tweets_my_fukin_sanity,"Lo ji, judd gaya bharat inka, aur yeh hai mahathugbandhan.. don't mind the typo.. 🤣🤣🤣👇

Left party CPI(M) furious over Rahul Gandhi's Bharat Jodo Yatra, which predominantly covers Kerala.

#BharatJodoYatra 
@SupriyaShrinate ji, thoda apne muu se baas mar do.. 🤣🤣🤣 https://t.co/G7raYbNDNU",lo ji judd gaya bharat inka aur yeh hai mahathugbandhan dont mind typo leave party cpim furious rahul gandhi bharat jodo yatra predominantly cover kerala ji thoda apne muu se baa mar,negative,hate
tweets_vivekuksood,"Why single out only silly soul Irani for spreading lies and fakery. Isn’t her Boss himself the fountainhead of lies bigotry and fakery ??

#BharatJodoYatra https://t.co/DMMUZ64rT8",single silly soul irani spread lie fakery isnt bos fountainhead lie bigotry fakery,negative,hate
tweets_Arasu2021,"In 2014, India did not vote for hindutva, she voted against corruption, for better growth.

&amp; then WhatsApp came to our lives. 

Cut to 2022, narrative is only about Hindutva, the fight against corruption, better growth is all but forgotten.

&amp; then #BharatJodoYatra happened.",2014 india not vote hindutva vote corruption well growth whatsapp come life cut 2022 narrative hindutva fight corruption well growth forgotten happen,negative,critisism
tweets_sumonseng,"Kerala Govt starts implementing 12 hrs #LabourCode 
Is this the reason behind mocking of @RahulGandhi 's #BharatJodoYatra 
by the A team of BJP yesterday?
@Jairam_Ramesh @Pawankhera
@srinivasiyc @kanhaiyakumar
https://t.co/7ZsxaehnQq",kerala govt start implement 12 hrs reason behind mock team bjp yesterday,positive,
tweets_EconomicTimes,"#BharatJodoYatra | BJP slams #RahulGandhi for no-show at freedom-fighter memorial unveiling in Kerala. 

Track latest news and updates | https://t.co/JVwAxRkp72 https://t.co/NrM2tOAniZ",bjp slam noshow freedomfighter memorial unveil kerala track late news update,positive,
tweets_bindu_bharti,@srinivasiyc Very nice #BharatJodoYatra 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,nice,positive,
tweets_NaimSir,"@RahulGandhi Ji
@iSubhamAgrawal Thank You... Stay connected...
#BharatJodoYatra https://t.co/vF7NYQMTC0",ji thank stay connect,positive,
tweets_vu2ben,#BharatJodoYatra Luke father like don. Both loved by all and served the people of India selflessly!❤️❤️❤️🙏🙏🙏❤️❤️❤️☪️✝️🕉✡️ https://t.co/Z90fFieohz,luke father like love served people india selflessly,positive,
tweets_jogeshkumarsah4,"ONE thing about #BharatJodoYatra is nobody can criticise us that we r doing it for electoral gain becoz it doesn't pass through election going states.. so many godi media anchors rattled about this.. This yatra has only one cause to fight against hate ,unemployment, price hike👊",thing nobody criticise u r electoral gain becoz doesnt pas election go state many godi medium anchor rattle yatra cause fight hate unemployment price hike,negative,critisism
tweets_IamSultaan,"Please do not burn it, because it spreads pollution. 🙏🏼
Either make a wipe to clean your Car n Bike or the shroud for corrupt Politicians ☠.
#BharatJodoYatra #actofkindness https://t.co/8RllzVV5d0",please not burn spread pollution either make wipe clean car n bike shroud corrupt politician,positive,
tweets_bindu_bharti,@srinivasiyc @RahulGandhi #BharatJodoYatra 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🙏❤️❤️ keep spreading smiles and win hearts 🙏,keep spreading smile win heart,positive,
tweets_Nation_is1st,"BTW, who is funding the cost of #BharatJodoYatra of the #Congress  ??",btw funding cost,positive,
tweets_SevadalTL,"BJP's failures in providing jobs, improving education, protecting women and driving hate as their tool of rule has led to this day of thousands of Indians marching with #BharatJodoYatra and putting their trust in the Congress party. https://t.co/XMMCOYT4x1",bjps failure provide job improve education protect woman drive hate tool rule lead day thousand indians march put trust congress party,negative,critisism
tweets_GauravPandhi,"Last evening, a meeting with 60 year old Sher Singh ji from Haryana left me speechless. I actually went silent as I walked next to him.

He is enduring the pain, said “god chose me &amp; it will help reduce the pain of people of India”.

Watch the full video! #BharatJodoYatra https://t.co/zPGqWwAKdF",last evening meeting 60 year old sher singh ji haryana leave speechless actually go silent walk next enduring pain say god chose help reduce pain people india watch full video,positive,
tweets_deobratdmishra,"Always an enlightening experience communicating ideas with the #students. India's future lies in the hands of youth &amp; it is our duty to fulfill their aspirations.
#BharatJodoYatra 🇮🇳 https://t.co/HWKUS2clvE",always enlighten experience communicate idea indias future lie hand youth duty fulfill aspiration,positive,
tweets_Vignesh_TMV,"Kerala Stands behind Rahul Gandhi strongly.

#BharatJodoYatra https://t.co/NB2eFY49Zl",kerala stand behind rahul gandhi strongly,positive,
tweets_MPYCSEN24,Current Reaction of BJP ... post 6 days of #BharatJodoYatra https://t.co/wEbEgICS6S,current reaction bjp post 6 day,positive,
tweets_FekuBuster,"@krishnak631 @tavleen_singh 10 days ago she was calling it a Padyatra to Nowhere. 

Now she is wondering why her bosses and co-chamchas are unnerved.

This just about sums up the success of #BharatJodoYatra
🤣🤣🤣 https://t.co/ezhUE85Y1Q",10 day ago call padyatra nowhere wonder boss cochamchas unnerve sum success,negative,critisism
tweets_NayakManojSingh,"4th day of the #BharatJodoYatra from Parassala Junction near Thiruvananthapuram in Kerala. 

The turnout of the crowds is huge so early on a Sunday morning! https://t.co/TOQ7Pc8Wyx",4th day parassala junction near thiruvananthapuram kerala turnout crowd huge early sunday morning,positive,
tweets_vu2ben,#BharatJodoYatra @bharatjodo RSS BJP are shocked with the response @RahulGandhi is getting with love from the people of India!😳😳😳❤️❤️❤️✊✊✊ https://t.co/ktF3iCQzap,r bjp shock response get love people india,positive,
tweets_MDKareemWadi,"Status video

This 76 year old was in tears when he said congress was in his blood &amp; that’s the reason he joined Shri.@RahulGandhi ji &amp; #BharatJodoYatra , he said after the @INCIndia coming to power people of India will have a Secure future. https://t.co/cHko0sfFrt",status video 76 year old tear say congress blood thats reason join shri ji say coming power people india secure future,positive,
tweets_mdabid181,"144 days more to go!

Chaddi continues to smoke😂
#BharatJodoYatra https://t.co/mxYzg6QvAG",144 day go chaddi continue smoke,negative,hate
tweets_Gourish01632825,"@VivekMeena_20 @RahulGandhi @INCIndia @IYC @nsui @priyankagandhi @kcvenugopalmp @ashokgehlot51 @AvinashYadav___ @SevadalRJ This is not #BharatJodoYatra, it’s #BharatTodo and #BharatJalaoYatra. Even @INCIndia has already set the #BharatJalao date.
Seems INC is planning for multiple riots before 2024 election like 1984,Delhi and 2002,Godhra.

Our NIA must keep close watch on @INCIndia to avoid any ..",not even already set date seem inc plan multiple riot 2024 election like 1984delhi 2002godhra nia must keep close watch avoid,negative,hate
tweets_Gautam_Kashyap3,"@tavleen_singh @VD18231409 You must be going bonkers, hey @tavleen_singh!

Photo-frame this Lady. 
#BharatJodoYatra https://t.co/XUYvHGreL9",must go bonkers hey photoframe lady,positive,
tweets_StayingReal0511,"@shaandelhite Wah! Kya baat hain.... A good singer &amp; dancer with an awesome garden 👌
#BharatJodoYatra inspires everyone 👍",wah kya baat hain good singer dancer awesome garden inspires everyone,positive,
tweets_vishnu98500665,"@BJP4India What was your role in freedom struggle? What do you guys did during quit india? Do you have any credibility to speak about freedom struggle.
#Traitors #antinatalist #BharatJodoYatra #rahulgandhi #CongressParty 
@Jairam_Ramesh @digvijaya_28 @RahulGandhi @srinivasiyc",role freedom struggle guy quit india credibility speak freedom struggle,negative,hate
tweets_AbbasHafeez,"The tallest leader of Indian Politics meeting his people. They are scared but now they have a hope.
That’s RG ❤️
#BharatJodoYatra https://t.co/pBtPj3xxfP",tall leader indian politics meet people scar hope thats rg,positive,
tweets_tonybekkal,"Kerala leftists criticising #BharatJodoYatra led by @RahulGandhi . At same time rest of Indian leftists glorifying it.

What a #hypocrisy 🤣",kerala leftists criticise lead time rest indian leftist glorify,positive,
tweets_RoshanLalBittu,"Only useless people question the sincere attempt to connect, love and defeat hate. #BharatJodoYatra https://t.co/fS0yiVo1yU",useless people question sincere attempt connect love defeat hate,negative,critisism
tweets_MDKareemWadi,"#BharatJodoYatra work for our country well being to heal it's soul, so that our nation can progress for the Sake of our future generations. Therefore we will walk together carrying a massage of true faith, to restore the sprit of hope,love,peace, harmony &amp; oneness. https://t.co/UP91K82Cyv",work country well heal soul nation progress sake future generation therefore walk together carry massage true faith restore sprit hopelovepeace harmony oneness,positive,
tweets_GaurishankarM,"Miles to go Before I Sleep...! 
#BharatJodoYatra https://t.co/XIMefs6iWF",mile go sleep,positive,
tweets_sureshalakhpura,"@RahulGandhi ji taking selfie with his young friends in God's own country. Building trust and spreading love- the true essence of @bharatjodo.
#BharatJodoYatra https://t.co/GvSwXqC2e7",ji take selfie young friend god country build trust spread love true essence,positive,
tweets_Sujanian17,"The Sanghis were against the ""Bharat Chhodo"" against the British.

The Sanghis are against the ""Bharat Jodo"" when it's a call to unite India.

@Pawankhera @LambaAlka @SupriyaShrinate

#BharatJodoYatra  🇮🇳  #भारत_जोड़ो_यात्रा https://t.co/seajjkXmzC",sanghis bharat chhodo british sanghis bharat jodo call unite india,negative,hate
tweets_yashir_nawaz,"There is a rose, there is hope and there is trust.
 Our spirits are heavy on this dark dark night.

 #BharatJodoYatra https://t.co/WhEFLlorB7",rise hope trust spirit heavy dark dark night,positive,
tweets_SevadalBUD,"Quit the hatred, leave India Jodo Sanghi BJP power.

#BharatJodoYatra https://t.co/VtVAANJpup",quit hatred leave india jodo sanghi bjp power,negative,hate
tweets_Hillalahmed5,"He is not the Prime Minister of the country but he is a truthful and a beloved leader in everyone's, people get emotional meeting him.

#BharatJodoYatra https://t.co/fOPgEIIn2W",not prime minister country truthful beloved leader everyones people get emotional meeting,positive,
tweets_vishnu98500665,"India became a milk surplus nation in 1989. India surpassed the USA and became the largest milk producer in the world in 1998, a title India continues to hold till date. 

And all credits goes to Dr Verghese Kurian, not Narendra Modi.
#BharatJodoYatra #LieLikeModi https://t.co/byvRiBAKG0",india become milk surplus nation 1989 india surpass usa become large milk producer world 1998 title india continue hold till date credit go dr verghese kurian not narendra modi,positive,
tweets_NayakManojSingh,"Picture Of The Year 
#BharatJodoYatra https://t.co/FXEUxljiTI",picture year,positive,
tweets_FekuBuster,"@RanjitOne @IncisiveScalpel @ajay43 @gs2rji @themaskbeneath @drzehrahusain @INCIndia @RahulGandhi @NitishKumar @ArvindKejriwal @narendramodi Yatra is getting top media coverage.
Every one from IT Cell to Cabinet Ministers to Godi Media is rattled.

Will some nay-sayers among Congress supporters care to admit they were wrong about their skepticism for #BharatJodoYatra??

https://t.co/UYlNRkbh4Q",yatra get top medium coverage every cell cabinet minister godi medium rattle naysayer among congress supporter care admit wrong skepticism,negative,hate
tweets_VijayVinceVahid,"GOLI MARO SALO KO is Spreading Love
Burring Divisive chaddi is Spreading Hate

@BJP4India's hypocrisy
 #BharatJodoYatra",goli maro salo ko spread love bur divisive chaddi spread hate hypocrisy,negative,anti-national
tweets_SevadalBUD,"Sorry, you sit on the wings of the bulbul and fly
Whether you want to heat a tawa with a crocodile with a drain gas.
You are not going to escape from public radar even in the clouds
high inflation hit
resign modi government

#BharatJodoYatra",sorry sit wing bulbul fly whether want heat tawa crocodile drain gas not go escape public radar even cloud high inflation hit resign modi government,negative,critisism
tweets_Earlarushy,@ishaikhsufiyan @ShefVaidya @RahulGandhi Funniest Joke When BJP Say not to Spread Hate...... #BharatJodoYatra,funny joke bjp say not spread hate,negative,critisism
tweets_SevadalBUD,"There is enthusiasm, there is enthusiasm,
Look, the country is with us!

No matter how many thorns you put in the path,
Didn't stop, didn't stop, won't stop!

#BharatJodoYatra https://t.co/cFcScKTEmd",enthusiasm enthusiasm look country u matter many thorn put path didnt stop didnt stop wont stop,positive,
tweets_PessiVaraprasad,"@rashmigautam27 People like u who only know the language of love &amp; love every living being on Earth should be in Congress. 

Kindly do join #BharatJodoYatra when it reaches #Telangana, my request pls.",people like u know language love love every living earth congress kindly join reach request pls,positive,
tweets_poli_in_india,"Indian National Congress : Padyatris march on as history is being scripted! #bharatjodoyatra https://t.co/o9zgxorFH4 : September 13, 2022 at 11:36AM",indian national congress padyatris march history script september 13 2022 1136am,positive,
tweets_indusscrolls,"Rahul still dreaming about being Prime Minister, says he will make the country hate-free if become PM

@INCIndia @RahulGandhi #Pappu #BharatJodoYatra #BharatTodoYatra @IYC #Congress #CongressMuktBharat 

https://t.co/EyDWrSTs3f",rahul still dream prime minister say make country hatefree become pm,negative,critisism
tweets_SufanRahman,"#Rahul_Gandhi is on #BharatJodoYatra Yatra for uniting India into one which is free from hatred, inequality n injustice

Same time another team is on Yatra to make the opposition powerless and intimidate them so tht dey don't stand against their ruling party masters
#tuesdayvibe https://t.co/laEOjnnUxd",yatra unite india free hatred inequality n injustice time another team yatra make opposition powerless intimidate tht dey dont stand rule party master,positive,
tweets_RiaRevealed,"Its now open for the world to watch  with #BharatJodoYatra that @RahulGandhi is a man with a heart of GOLD and a leader that is inspiring people of all age, caste and creed..
Courtesy @Kanupriya777
 Jai Hind",open world watch man heart gold leader inspire people age caste creed courtesy jai hind,positive,
tweets_RealLifeNobita,"As a politician I don't know anything about Rahul gandhi.. but he is rich, funny, likes to wear branded clothes &amp; he loves to go thailand once in a year.. I wish I could have rahul gandhi as my best friend.. ❤️
#BharatJodoYatra #RahulGandhiTShirt",politician dont know anything rahul gandhi rich funny like wear branded clothes love go thailand year wish could rahul gandhi best friend,negative,critisism
tweets_Sethinomics,"@DrVW30 #BharatJodoYatra  is working because the political class is again engaging with the citizens on the ground. 

The party and leaders are getting top news coverage every day, even if the agenda of the media is to try to portray it in negative light.",work political class engage citizen ground party leader get top news coverage every day even agenda medium try portray negative light,positive,
tweets_cspoojachoukse,"This would happen when an uneducated person speaks up without knowing the reality. 
#BharatJodoYatra https://t.co/a5uHkqz59i",would happen uneducated person speaks without know reality,negative,critisism
tweets_shubhshaurya1,"Sanghis are burning with Hate

#BharatJodoYatra https://t.co/T5aW1GSvQl",sanghis burning hate,negative,hate
tweets_SevadalAWR,"Sambit Patra serching for Bournol 🤐

#BharatJodoYatra https://t.co/97e3eoAhK5",sambit patra serching bournol,negative,hate
tweets_cchandramouli1,"After @AshokChandnaINC, one more @ashokgehlot51 minister @drsubhashg TACITLY targets 🎯 d #MigrantPilot! Amid @RahulGandhi's #BharatJodoYatra &amp;upcoming elections4 #CongressPresident, d internal battle involving @SachinPilot in #Rajasthan @INCIndia is bound 2blow beyond repairs! https://t.co/GvUTJFIrSX",minister tacitly target amid ampupcoming elections4 internal battle involve bound 2blow beyond repair,positive,
tweets_VishalcINC,"On 7th day of #BharatJodoYatra as #BharatYatri walked with my beloved leader Shri @RahulGandhi ji and discussed on various students issues across the country, it's clear from Rahul ji's concern about the students that the future of the country will no longer remain in the dark. https://t.co/XL4HPhye8K",7th day walk beloved leader shri ji discuss various student issue across country clear rahul ji concern student future country longer remain dark,positive,
tweets_Maveli_praja,"By turning against cpm, the ultimate motive of #BharatJodoYatra is lost. 

Another master co*k shot by none other than @kcvenugopalmp ji",turn cpm ultimate motive lose another master cok shot none ji,negative,hate
tweets_syed_zakir_1947,"Rouse welcome to Rahul Gandhi.
Hope this time vote margin will cross 
6 lakhs +
#BharatJodoYatra https://t.co/shbLPRNfzw",rouse welcome rahul gandhi hope time vote margin cross 6 lakh,positive,
tweets_SheikhZaheed,I support #BharatJodoYatra #rahulgandhi,support,positive,
tweets_INCAssam,"It's not just a physical walk..
It's an act of patriotism...
#BharatJodoYatra https://t.co/116a8HcLPd",not physical walk act patriotism,positive,
tweets_GaddalaNaveen1,"Today’s Video by Sanghi’s show one thing clear … after T- Shirt, Priest, Now Freedom fighters insult ..
Sanghi’s you were never part of Freedom Struggle how crocodiles tears? 
Nikkar got fire 🔥 
#BharatJodoYatra https://t.co/ysS7HedKKg",today video sanghis show thing clear shirt priest freedom fighter insult sanghis never part freedom struggle crocodile tear nikkar get fire,negative,hate
tweets_firstpost,"The CPM hit out at the #Congress for spending 18 days in #Kerala and 'only two' in Uttar Pradesh during the #BharatJodoYatra. #RahulGandhi will spend 21 days in #Karnataka and #Rajasthan, which have elections next year, but will skip poll-bound #Gujarat
https://t.co/kv9XX1v6te",cpm hit spend 18 day two uttar pradesh spend 21 day election next year skip pollbound,positive,
tweets_pitchaijohn1961,"@BJP4India
Shame on BJP.
This is the respect Sanghis give to women.
If this is the situation for an ex-MP then what about common people.

These Sanghis give lecture about Rahul's Yatra.

Sanghis don't have any right to comment on Rahul.
#BharatJodoYatra
https://t.co/5imtnaiWZU",shame bjp respect sanghis give woman situation exmp common people sanghis give lecture rahuls yatra sanghis dont right comment rahul,negative,hate
tweets_soumodiptoroyy,Silly Soul @smritiirani #BharatJodoYatra https://t.co/9zLzkJ3p3H,silly soul,negative,hate
tweets_ShreyasiINC,"We rise, we walk, we fight for an India free from back breaking price rise, record high unemployment, hate crimes, gender inequality. 

If your vision for India is the same, come join us at the #BharatJodoYatra https://t.co/y95LwYZILu",rise walk fight india free back break price rise record high unemployment hate crime gender inequality vision india come join u,positive,
tweets_m_sivasainika,"No words 🤐♥️
Just love for rahul gandhi #rahulgandhi
#BharatJodoYatra getting huge success...... https://t.co/OXp2C2342g",word love rahul gandhi get huge success,positive,
tweets_saboopankaj3,"@marathikedar @Ayush_Shah_25 Hope congress takes the decision on Rahul asap.Once he becomes President officially, it's cake walk for BJP. Once this #BharatJodoYatra  comes to its conclusion it will clear the remaining doubts in many confused people who are leaning little right side but confused due to chaos",hope congress take decision rahul asaponce become president officially cake walk bjp come conclusion clear remain doubt many confused people lean little right side confuse due chaos,positive,
tweets_rravid_rravid,"#BharatJodoYatra 
Built a great love and affection among the people of India
The Great work of @RahulGandhi your
March ahead
Forward more steps
Indians felt the real feel of BHARAT JODO to 
UNITE INDIA 
SAVE INDIA https://t.co/hARUGVLpeh",build great love affection among people india great work march ahead forward step indian felt real feel bharat jodo unite india save india,positive,
tweets_INCMinorityBR,"Congress #BharatJodoYatra is about inflation and unemployment 
- @ShayarImran https://t.co/eje6Kn6wHS",congress inflation unemployment,positive,
tweets_PraveenDutta,Salute the emotion called #BharatJodoYatra https://t.co/Oj0UhkzIMa,salute emotion call,positive,
tweets_Hillalahmed5,"Good morning Bharat, Spreading smiles!

#BharatJodoYatra https://t.co/5xMXMeagI4",good morning bharat spreading smile,positive,
tweets_soumodiptoroyy,"Rahul Gandhi is writing the correct history which will go down Centuries, That How Gandhi saved India twice.

1947 and 2024.
#BharatJodoYatra https://t.co/rKSiXDGyk5",rahul gandhi write correct history go century gandhi save india twice 1947 2024,positive,
tweets_RatulKalitaINC,"It's not just a physical walk, it's an act of relentless pursuit, it's an act of patriotism.
#BharatJodoYatra https://t.co/K7peXitcpF",not physical walk act relentless pursuit act patriotism,positive,
tweets_SanghviMahaveer,@Sahil_hindustan @DevaDjm @ShashiTharoor @RahulGandhi Same here have registered for yatra yet to receive a call for confirmation ie district to district Mysore yatra  ..bheed bahot hai I will be lost in that as I am a small supporter of   @INCIndia but still want to join it to support RG for #BharatJodoYatra,register yatra yet receive call confirmation ie district district mysore yatra bheed bahot hai lose small supporter still want join support rg,positive,
tweets_kkhushal9,"They are looking at nothing unlike the ambitious you know who. If the country understands the message of #BharatJodoYatra, it is enough n actions will speak be it Gujarat or 2024. https://t.co/XhPBNOtPv7",look nothing unlike ambitious know country understand message enough n action speak gujarat 2024,positive,
tweets_ANSHUBAJPAI1,"@INCIndia United Progressive Alliance will clean sweep by winning all 69 parliament seats in 2024 election headed  by Indian National  Congress leadership.
#BharatJodoYatra 🇮🇳",united progressive alliance clean sweep win 69 parliament seat 2024 election head indian national congress leadership,positive,
tweets_weiselaqua,"Left party #CPI(M) furious over #RahulGandhi's #BharatJodoYatra, which predominantly covers #Kerala. https://t.co/ZKWqhSalt9",leave party furious predominantly cover,negative,hate
tweets_Gothicself,You never make deals with the devil.  RSS is the devil.  It has to be exocised. Burn a khaki nikkar and you will smell sulfur. Go on try it.oh BTW  #BharatJodoYatra is about connecting people not RSS,never make deal devil r devil exocised burn khaki nikkar smell sulfur go try itoh btw connect people not rss,negative,hate
tweets_INCWillReturn,"BJP is a virus &amp; #BharatJodoYatra  is becoming its vaccine 

 https://t.co/ntVCT8giu5",bjp virus become vaccine,negative,hate
tweets_nizam_jamadar,"Day 7
We start another day of the historic #BharatJodoYatra to forge ahead in our endeavor for a brighter India 

@INCIndia @INC_Chikkodi @BharatJodoFor24 @RahulGandhi @siddaramaiah @DKShivakumar @HariprasadBK2 @LaljiDesaiG @JarkiholiSatish @junaidpk133 @youngbrigadeKar https://t.co/pAXXkyTiRm",day 7 start another day historic forge ahead endeavor brighter india,positive,
tweets_tweetabhis_s,It's funny that an academician like Shashi Tharoor believes in Rahul Gandhi's #bharatjodoyatra. To participate is even funnier.,funny academician like shashi tharoor believe rahul gandhi participate even funny,negative,hate
