,"user_id","username","id","date","Tweet","lang","replyCount","followersCount","category","sub-category",,
1784,504260192,"Press_sMs",1.57039E+018,"2022-09-15 12:18:12+00:00","@David_O_Leeds @OnlinePalEng America, Israeli and France  Big terrorist in world 🌎🌍
#Islamophobia","en",1,63,,,,
1785,504260192,"Press_sMs",1.57039E+018,"2022-09-15 12:13:21+00:00","@OnlinePalEng یہ جو دہشت گردی ہے اس کے پیچھے امریکہ ہے
#Islamophobia","ur",1,63,,,,
1786,504260192,"Press_sMs",1.57038E+018,"2022-09-15 12:08:55+00:00","@TurkeyUrdu پھیلا رہے ہو اس کا حساب کون دیگا؟
اصل میں دہشت گرد تم لوگ ہو اور تم اپنی فلموں میں خود کو انصاف پرست بنانے کی ناکام کوشش کر رہے ہو
تم لوگ�","ur",0,63,,,,
1787,504260192,"Press_sMs",1.57038E+018,"2022-09-15 12:00:52+00:00","@TurkeyUrdu فرانس عوام جو کچھ بردہ دار خواتین کے ساتھ کررہی ہے یہ دہشت گردی ہے
اور فرانس میں ایسی دہشت گردی کی کھلی اجازت ہے
ہم امریکہ سے جو پوری دن�","ur",1,63,,,,
1788,1.44144E+018,"JUS_FANofRG",1.57038E+018,"2022-09-15 11:48:14+00:00","#MuslimLivesMatter 
#MuslimHate
#MuslimsUnderAttackinIndia 
#Islamophobia https://t.co/zYq3isYnWx","qht",0,2947,,,,
1789,607174886,"SyedSabirShah2",1.57038E+018,"2022-09-15 11:45:31+00:00","Shame on those who allege #IK for working against #Islam.

#IK is the one who spoke at the world fora against #Islamophobia more than any other #Muslim leader. His efforts bore fruit when #UN designated March 15 as the Int’l Day to combat #Islamophobia! ⁦@PTIofficial⁩ https://t.co/O9mvv7dyE6","en",0,56,,,,
1790,1.43309E+018,"GemsOfIzlam",1.57038E+018,"2022-09-15 11:39:49+00:00","The act you know.
The inspiration you don't 🥲
#Islamophobia 
#gemsofislam https://t.co/ec84hfvfhD","en",0,13,,,,
1791,8.80572E+017,"IvanEjub",1.57038E+018,"2022-09-15 11:38:59+00:00","Discrimination against Muslims continues in different #Europe countries. This time (bad) news from #Greece 
""Concerns grow as several established prayer spaces in Athens have recently been closed by police"". #Islamophobia 

https://t.co/kVQEkFG6LZ","en",0,2332,,,,
1792,1.41852E+018,"swathisankar_2",1.57037E+018,"2022-09-15 11:21:40+00:00","“Lockdown” got different meaning for the #Uyghurs: Starve them to death as many as possible 

#Uyghurs are dying from starvation as  their homes are locked down from outside without food. 

On the other hand Pakistan justifying #Chinese actions in #Xinjiang 

No #Islamophobia? https://t.co/tIlwglgu6k","en",0,1392,,,,
1793,1.236E+018,"GenerisPublish1",1.57037E+018,"2022-09-15 11:03:10+00:00","-Dr. Navid Ghani-

Islamophobia in the United States
#navidghani #islamophobia #ethnic #racerelations #sociology #racism #generispublishing #generispublishingreviews https://t.co/grNxDt3Z3e","en",0,51,,,,
1794,1.44144E+018,"JUS_FANofRG",1.57037E+018,"2022-09-15 10:58:54+00:00","👇👇👇👇👇👇👇
Stop criminalizing #Muslims &amp; their faith 
#Madrassa 
#Madrasa 
#Islamophobia at its peak 
 https://t.co/2XWvkIPi9f","en",0,2947,,,,
1795,1.45111E+018,"dr_rita39",1.57037E+018,"2022-09-15 10:53:38+00:00","How @ImranKhanPTI fought against #Islamophobia during his tenure. https://t.co/o36CvqsgYG","en",0,4558,,,,
1796,8.7204E+017,"NadeemKhan443",1.57036E+018,"2022-09-15 10:50:10+00:00","@epanchjanya #Islamophobia","qme",0,214,,,,
1797,3052594327,"MuslimDiasporas",1.57036E+018,"2022-09-15 10:46:38+00:00","“US law enforcement using Palestinian-looking target for active shooter training” - #Islamophobia #WhiteSupremacy #PoliceBrutality  https://t.co/UM1CJMzOyN","en",0,835,,,,
1798,1.36785E+018,"suprabha_tweets",1.57036E+018,"2022-09-15 10:45:01+00:00","@OxfamIndia Discrimination Report 2022 indicates that Women and Muslims earn comparatively less wages in India because of societal and employers' prejudices.
Another proof of prevalent #Islamophobia in India. 
@BBCIndia @Oxfam 
https://t.co/Z2olrLPhz0","en",1,766,,,,
1799,1.44144E+018,"JUS_FANofRG",1.57036E+018,"2022-09-15 10:44:46+00:00","#Madrassa is a place where poor kids are taught lessons of humanity &amp; Religion 

Stop criminalizing our Religion 
Understand the context of our religion
👇👇👇👇👇👇

Stop #MuslimHate 
Stop #islamophobia https://t.co/C1fq6jCFE9","en",0,2947,,,,
1800,1.26585E+018,"fatemeh_1205",1.57036E+018,"2022-09-15 10:19:48+00:00","Naked #Islamophobia on display in India https://t.co/kxCVsBGaUb","en",1,2,,,,
1801,45152326,"imsms80",1.57036E+018,"2022-09-15 10:14:56+00:00","A documentary by @anandverite  released before the demolition of the #BabriMasjid. Shows the actual advent of #Islamophobia in #India... 

#Islamophobia_in_india #Ayodhya
#IslamophobiaInIndia #VHP 

https://t.co/Ib0cFFSzMZ","en",1,368,,,,
1802,1.50451E+018,"Gohar4040",1.57035E+018,"2022-09-15 10:12:34+00:00","You should be ashamed of yourself @PTVHomeOfficial for being part of hate &amp; disrespectful campaign against #imrankhanPTI on #Fascist #ImportedGovernmentNaManzoor  order.
He is the reason @UN has declared 15 March as anti #Islamophobia day.

@TeamSP__
#PTV_معافی_مانگو","en",0,10373,,,,
1803,1.49472E+018,"mo_rajoo",1.57035E+018,"2022-09-15 10:00:50+00:00","Blasphemy campaign littered with falsehoods and misleading attributions against the man whom the world credits with raising awareness against #Islamophobia and  defending the causes of Muslims globally. Yet another distress signal from this imported Govt! @zartajgulwazir","en",0,169,,,,
1804,8.71838E+017,"naviid_hussain",1.57035E+018,"2022-09-15 09:55:17+00:00","#racist #Islamophobia #france https://t.co/x5kZwXZv6Y","qht",0,1063,,,,
1805,1.44144E+018,"JUS_FANofRG",1.57034E+018,"2022-09-15 09:28:45+00:00","#Muslims were made to apologise &amp; a couple of them were compelled to hold their ears &amp; do sit-ups, the video revealed &amp; all for Praying #Namaz 
Where are we heading ?? 
#MuslimHate 
#Islamophobia at its peak
 https://t.co/cYVdn5DqA8","en",0,2947,,,,
1806,57013255,"halfahuman",1.57034E+018,"2022-09-15 09:21:18+00:00","Silver #Bracelet Fairy̍core Aesthetic Jewellery 🤝

#crypto #garygensler #lyrics #yegcc #islamophobia #zhalyn #dimashzhalyn #dimashokay 

https://t.co/LGT8fDuqkZ","en",1,156,,,,
1807,1.37498E+018,"HumaAns52734465",1.57034E+018,"2022-09-15 09:17:02+00:00","""हम ज़रा तक़रीर कर लें तो फ़सादी बोलिये..... और ज़रा तकरार कर लें तो जिहादी बोलिए..... और जो आरक्षण पर इतनी तबाही कर गए,  अब उन्हे भी तो आतंकवादी बोलिए.....
#Islamophobia 
#IndianMuslimsUnderAttack","hi",0,39,,,,
1808,16013361,"SoniaGallegoAJE",1.57034E+018,"2022-09-15 09:14:39+00:00","The article by @ariana_erbon catalogues how financial institutions Bunq and PayPal cut-off this female only group because they didn’t accept males. This automatically excludes religious women who require single-sex provisions. #racist #antisemitism #Islamophobia","en",0,9370,,,,
1809,1.43618E+018,"saeful_sukses8",1.57034E+018,"2022-09-15 09:02:37+00:00","Colek juga #GanjarisBiadab #ekokuntadhi itu tim suksesnya. Selama sistemnya sekuler maka terus menjamur yg anti Islam #Islamophobia https://t.co/ejNbDzx0LI","in",0,185,,,,
1810,2593967660,"SUFI4239",1.57034E+018,"2022-09-15 08:57:35+00:00","#BharatJodaYatra 
#Islamophobia https://t.co/nE96CG9dmK","qht",0,95,,,,
1811,9.10385E+017,"GutsyVoice",1.57033E+018,"2022-09-15 08:53:30+00:00","Hindutva Mob Harass Muslims Praying in Public

#Muslim men on their way to Rajasthan were harassed by Hindutva extremist mob for offering prayers on the road in Shahjahanpur, #UttarPradesh. 

#India #Islamophobia #Islam https://t.co/tz1y4vm1n8","et",0,10309,,,,
1812,1359930176,"RedtigerMark",1.57033E+018,"2022-09-15 08:36:38+00:00","Oh, talking of respect...

Purge of the Left.

Purge of socialist Jews.

Armed police intimidating members at conference.

Depriving Liverpool of the actual Mayor they wanted.

#Islamophobia 

#racism_against_blacks 

Depriving us of 2 GE results.

Lied to get elected leader. https://t.co/LrvxWo4UpO","en",0,3860,,,,
1813,810256922,"PankaJ_Jha_",1.57033E+018,"2022-09-15 08:20:51+00:00","@shashank_ssj @_sabanaqvi @ndtv That does not fit into their agenda.. They are not #Islamophobic and not going to promote #Islamophobia. Putting these in public domain will hurt the sentiments of minorities and they will be forced to retaliate.","en",0,61,,,,
1814,1.15152E+018,"AndreaZanardo8",1.57033E+018,"2022-09-15 08:19:00+00:00","286 days ago, in #London, #Jewish teenagers were assaulted for the crime of singing  Israeli songs 
No one has been arrested.
The aggressors are still around, free. They may attack again. But horrible human beings prefer to talk about #Islamophobia  
#HannukaGate","en",0,1566,,,,
1815,1.34992E+018,"PS40144590",1.57033E+018,"2022-09-15 08:16:01+00:00","@_sabanaqvi @ndtv #LakhimpurKhiri
Releasing Names of accused and religion would lead to communal hatred and #Islamophobia !","en",0,65,,,,
1816,1.22997E+018,"smallgenius21",1.57032E+018,"2022-09-15 07:57:55+00:00","@_sabanaqvi @ndtv They will cry #Islamophobia though","en",0,89,,,,
1817,1202763667,"razzak_shah",1.57032E+018,"2022-09-15 07:50:27+00:00","#Islamophobia
@hrw
Everyone has the Right to choose what to wear https://t.co/vRLLIIVm8P","en",0,169,,,,
1818,1533470917,"miktrinh",1.57032E+018,"2022-09-15 07:47:01+00:00","Arrested #Muslim boy, 8, gets bail a week after #India violence https://t.co/srws4BvB18 via @AJEnglish
No #humanrights for Muslims in India but that's suit #nato #whitesupremacists #WesternHypocracy agenda perfectly! #Islamophobia #sinophobia #Xinjiang #FreePalaestine","en",0,7,,,,
1819,8.61157E+017,"Riyazhala1",1.57032E+018,"2022-09-15 07:35:21+00:00","@AJArabic #Islamophobia","qme",0,73,,,,
1820,1.34992E+018,"PS40144590",1.57031E+018,"2022-09-15 07:20:40+00:00","@rohanduaT02 @AllisPropaganda @Uppolice @zoo_bear Propaganda against Jai Bhim,Jai Meem and pure #Islamophobia 😁","hi",0,65,,,,
1821,4186395976,"PACE_Equality",1.57031E+018,"2022-09-15 07:15:29+00:00","Looking forward to @PACE_Equality’s meeting tomorrow in Paris! Combating #islamophobia, preventing #discrimination &amp; #VAW in sport, digital divide, ending impunity for sexual violence in conflict, marital captivity &amp;the role of men and boys in stopping #GBV will be on the agenda! https://t.co/nrAaW79CcH","en",0,3663,,,,
1822,1.48806E+018,"sioiatraveler",1.57031E+018,"2022-09-15 07:12:06+00:00","@ekowboy2 @maspiyuaja Smashed n Destroyed #Buzzer #Islamophobia #GanjaristBiadab","en",0,47,,,,
1823,1.48806E+018,"sioiatraveler",1.57031E+018,"2022-09-15 07:07:04+00:00","@maspiyuaja @_ekokuntadhi Ahok Number 2 #islamophobia Wanted to test NU and Muslim #whereRyou","en",0,47,,,,
1824,1.53214E+018,"Alex70978124",1.57031E+018,"2022-09-15 07:03:51+00:00","#NusGhani #Islamophobia
I played the racist card. 
I'm chosen not for my competence but my colour.
It's tokenism. https://t.co/Jbj4lrI8Yl","en",0,64,,,,
1825,2207232835,"alimuveen",1.57031E+018,"2022-09-15 06:56:44+00:00","@zoo_bear #Islamophobia","qme",0,916,,,,
1826,1.53228E+018,"ttwentyfour4",1.5703E+018,"2022-09-15 06:50:02+00:00","A hijab-clad student was also heckled and jeered at by a mob of Hindutva supporters in Karnataka #DemocracyDay #Islamophobia","en",0,506,,,,
1827,21080743,"RatanSharda55",1.5703E+018,"2022-09-15 06:35:28+00:00","@sanket Shhh…. Don’t be communal. You are spreading #Islamophobia 🤨","en",2,79371,,,,
1828,1.49972E+018,"King64466",1.5703E+018,"2022-09-15 06:34:56+00:00","Additionally, when the prisoners recite the Quran, or perform Salat (prayer), Hindu hymns are recited aloud so as to torment and disorient the Muslim political prisoners. These colonial practices show how #Islamophobia is at the heart of India's project of occupation in Kashmir.","en",0,23,,,,
1829,1.20224E+018,"thelivetvnews",1.5703E+018,"2022-09-15 06:24:32+00:00","बाल सुधार केंद्र से जमानत मिलने के बाद रिजवान अपनी मां से गले लग कर मिले।  ❤️❤️ ❤️❤️

#Muslim #muslimah #muslim_live_matter 
#Islamophobia #Islamphobic https://t.co/GoA9snnVj7","hi",3,7656,,,,
1830,1.45982E+018,"__Se_her_",1.5703E+018,"2022-09-15 06:19:02+00:00","@WasimAkramTyagi @shubhankrmishra कौन नही जानता यह #Islamophobia से ग्रसित है","hi",0,722,,,,
1831,1.23059E+018,"ilmiokitabi",1.57029E+018,"2022-09-15 06:14:34+00:00","https://t.co/oXjzi4p3UF
9/11 Attack &amp; Terrorism?? ARMY &amp; Economic War??? JEHAD of Muslim Public??
#ilmiokitabi #islam #Islam_ReligionOfPeace #ISLAM #EngineerMuhammadAliMirza #Pakistan #Muslims #Islamophobia #islamicquotes #USA https://t.co/5Ik6TWqMpt","en",0,180,,,,
1832,1.01043E+018,"yogianilreal",1.57029E+018,"2022-09-15 06:12:44+00:00","@_sayema ये सब बीजेपी आरएसएस को साजिश है माइनॉरिटी को बदनाम किया जा रहा है देश में  सब एक अल्पसंख्यक के ख","hi",1,167,,,,
1833,1.33454E+018,"Muhammadsaim33",1.57029E+018,"2022-09-15 06:10:56+00:00","@shubhankrmishra ""सर तन से जुदा"" कोई एक नाम बताओ जिसका सर तन से जुदा हुआ हो?
हा जानवर पशु के नाम पर हज़ारों का कत�","hi",0,11,,,,
1834,1.2082E+018,"WaqasAsdi",1.57029E+018,"2022-09-15 05:48:24+00:00","The Man who convinced the whole world that blasphemy of Holy Prophet on the base of freedom cause heart &amp"," pain to hearts of billions of Muslims then world acknowledged it and fixed the world day as #Islamophobia how U can call this person Non Muslim Shame on u.. #PTV_معافی_مانگو https://t.co/boQ6h5Fjpf","en",1,2518,,,
1835,1.39167E+018,"Maaz_Sir",1.57028E+018,"2022-09-15 05:06:55+00:00","लड़का हिन्दू और लड़की मुस्लिम होती है तो मीडिया ख़बर चलाता है ""प्यार जीता धर्म हारा"" लड़का मुस्लिम और लड़की हिन्दू होती है तो मीडिया ख़बर चलाता है ""मुस्लिम युवक ने किया लव जिहाद""

#Islamophobia #bagwalovetrap #lovetrap https://t.co/t01Yycb1cz","hi",1,976,,,,
1836,8.95863E+017,"Munira7053",1.57028E+018,"2022-09-15 05:01:26+00:00","#سچا_عاشق_رسول_عمران_خان
#Islamophobia https://t.co/nTAsDEs6Fi","qht",0,195,,,,
1837,1.52513E+018,"fighting_nation",1.57027E+018,"2022-09-15 04:54:08+00:00","Han bhai this is for those who r misleading the nation with a fake and lie propoganda against @ImranKhanPTI sb he is the only person who was raising awareness against #islamophobia and defending the muslim nation to @MaizaHameedMNA kuch sharam kro https://t.co/Z5RgqFhyZ8","en",0,27,,,,
1838,4657043332,"Aabbasi_Jk",1.57027E+018,"2022-09-15 04:52:21+00:00","Additionally, when the prisoners recite the Quran, or perform Salat (prayer), Hindu hymns are recited aloud so as to torment and disorient the Muslim political prisoners. These colonial practices show how #Islamophobia is at the heart of India's project of occupation in Kashmir.","en",1,478,,,,
1839,2852211458,"adnanjutt0041",1.57027E+018,"2022-09-15 04:42:33+00:00","#Islamophobia","qht",0,99,,,,
1840,132432981,"funnyrohit",1.57027E+018,"2022-09-15 04:27:49+00:00","@i_m_God महा गांडी के टाइम सोशल मीडिया नहीं था, लोग अनपढ़ भी थे आ गए बातों मे, लेकिन अब गाँधी लगा लो या जिन","hi",0,220,,,,
1841,1.56283E+018,"Maheshpune1975",1.57027E+018,"2022-09-15 04:24:48+00:00","@NarundarM A dalit man was murdered by the muslim family of the girl he married some months ago in Hyderabad. 

Secular media like @ndtv which cry about #intolerance &amp; #Islamophobia a the time were conspicuously missing from reporting this.","en",0,85,,,,
1842,1.45626E+018,"cd_stonebanks",1.57027E+018,"2022-09-15 04:19:18+00:00","@ieralee you need to STOP breaking #Islamophobia stereotypes right now!! (damn, this video makes me miss working with kids 🥲)","en",0,89,,,,
1843,1.08525E+018,"joezenzie",1.57026E+018,"2022-09-15 03:53:02+00:00","@maspiyuaja @abu_waras @_ekokuntadhi Bagaimana jika Ning  @ImazzFat ini muslimah atau ustadzah biasa bkn Istri dr Pengasuh Pondok Pesantren Mambaul Hikmah Kaliwungu Kendal, Gus Rifqi Muslim Suyuti?! Apakah layak dihina, apakah kader2 NU jg ttp akan marah?","in",0,1785,,,,
1844,344063362,"DJ_Luvly",1.57025E+018,"2022-09-15 03:24:15+00:00","@BonnieTriyana Ini namanya phobia terhadap agama, bahasa sederhananya #Islamophobia","in",0,526,,,,
1845,272120410,"owaisazeem",1.57025E+018,"2022-09-15 02:59:12+00:00","Attacks on #Muslim places of worship in #India would never have occurred had it not been for the climate of hatred, fanaticism and #Islamophobia that the Modi government has spread and encouraged and continues to do.

#Islamophobia https://t.co/FRTmnVyQ91","en",0,9,,,,
1846,2204284283,"Beingkhanumar",1.57024E+018,"2022-09-15 02:55:35+00:00","@AJArabic #Islamophobia India","pt",0,8479,,,,
1847,272120410,"owaisazeem",1.57024E+018,"2022-09-15 02:55:17+00:00","In #India's state #Bihar, a mob of #Hindus, chanting Jai Shri Ram, ransacked the houses of #Muslims in #Siwan district.

#Islamophobia #Muslim #HumanRights #religious #Hijab #BJPFailsIndia #HinduRashtra https://t.co/DwUkvvNdMH","en",0,9,,,,
1848,2969390823,"Army_Prumar",1.57024E+018,"2022-09-15 02:51:31+00:00","@MarvelStudios @DisneyPlus Stop promoting Palestine genocide. 
How would you react if this happened to your family ? What goes around comes around. Rethink your decision. 

#PalestinianLivesMatter #Islamophobia","en",0,34,,,,
1849,2969390823,"Army_Prumar",1.57024E+018,"2022-09-15 02:49:15+00:00","@CaptainAmerica How can u use sabra for #Islamophobia ?
Shame on you","en",0,34,,,,
1850,2969390823,"Army_Prumar",1.57024E+018,"2022-09-15 02:47:50+00:00","@MarvelStudios @DisneyPlus #Islamophobia","qme",0,34,,,,
1851,2969390823,"Army_Prumar",1.57024E+018,"2022-09-15 02:47:29+00:00","@MarvelStudios @DisneyPlus Don't u dare use my God's name for your stupid israhel star. Shame on you. #Islamophobia #Shameless","en",0,34,,,,
1852,272120410,"owaisazeem",1.57024E+018,"2022-09-15 02:40:12+00:00","Blasphemy campaign littered with falsehoods and misleading attributions against the man whom the world credits with raising awareness against #Islamophobia and  defending the causes of Muslims globally. Yet another distress signal from this imported Govt!

#ڈٹ_کے_کھڑاہے_کپتان https://t.co/tOAyE5iwT2","en",0,9,,,,
1853,733504945,"Muslims4USA",1.57024E+018,"2022-09-15 02:32:03+00:00","I was Proud of this Speech. 
#islamophobia was a message that needed a leader. 
#imrankhanPTI delivered the perfect leadership on the subject. 
No Muslim Leader talked of this the last 20 years. https://t.co/dYJpRiwQiH","en",0,3274,,,,
1854,1.52038E+018,"usmanalikh358",1.57024E+018,"2022-09-15 02:26:36+00:00","Blasphemy campaign littered with falsehoods and misleading attributions against the man whom the world credits with raising awareness against #Islamophobia and  defending the causes of Muslims globally. Yet another distress signal from this imported Govt!

#ڈٹ_کے_کھڑاہے_کپتان","en",0,2378,,,,
1855,600258980,"LisaJWilbur",1.57024E+018,"2022-09-15 02:18:56+00:00","#JoeBiden sent 411 #Whitmergate 1.25.2021 but is willing destroy #America in going after #Trump &amp;  #MAGA to protect #GretchenWhitmer 's political career. Can't have niece of an #Islamophobia #Pakistan hating  #GOP judge as #POTUS 
#DemocratsAreTheRacists https://t.co/TN6Hwqz29w","en",0,18,,,,
1856,1.45619E+018,"RizwanA63007831",1.57023E+018,"2022-09-15 02:14:17+00:00","#Islamophobia_in_india #SaveIndianMuslims @hrw 
@arabnews #Islamophobia https://t.co/oeN2MNJzIO","qme",0,7,,,,
1857,600258980,"LisaJWilbur",1.57023E+018,"2022-09-15 02:13:32+00:00","@jordandmonaghan @gretchenwhitmer #2 #GretchenWhitmer 's #Islamophobia #racist #WhiteSupremacist aunt judge. On 2.23.1994 bc I am from NL - #Pakistan , I was deprived &amp; continually denied my rights w/o any due process per p/p. 
#DOJ &amp; #FBI sent 41","en",0,18,,,,
1858,308659200,"KarimMeener",1.57023E+018,"2022-09-15 02:04:34+00:00","Pakistani politics is going very low . PDM is playing with religious sentiments on IK . The most popular leader in 75 years. This is like playing with fire .⁦@UN⁩ ⁦@amnesty⁩ #Islamophobia. #سچا_عاشق_رسول_عمران_خان https://t.co/0lJhpLyLHn","en",1,3177,,,,
1859,600258980,"LisaJWilbur",1.57023E+018,"2022-09-15 01:58:03+00:00","@WhiteHouse @VP But 2013 #KamalaHarris didn't care about #SiliconValley #WhiteSupremacists &amp; #GretchenWhitmer 's #Islamophobia #Racist #Asianhate #Apartheid aunt #GOP judge depriving me of my rights, my 2 kids for being from NL - #Pakistan = #NotWhite","en",0,18,,,,
1860,308659200,"KarimMeener",1.57023E+018,"2022-09-15 01:50:42+00:00","This is a straight violation of my religious freedom I am a PTI supporter and a practicing Muslim. Why is he describing me? Voted Democrats in last elections. #Islamophobia https://t.co/m2tLxcheLQ #سچا_عاشق_رسول_عمران_خان","en",5,3177,,,,
1861,1.1306E+018,"CheemaBhai345",1.57023E+018,"2022-09-15 01:45:30+00:00","بیشک وہ لوگ جنہوں نے کفر اختیا ر کیا اور کافر ہونے کی حالت ہی میں مرے، ان پر اللہ کی اور فرشتوں کی اور سارے انسانوں کی لعنت ہے
سورۃ البقرۃ آیت نمبر 161
#Islamophobia","ur",0,3,,,,
1862,1.5534E+018,"netizenhind",1.57022E+018,"2022-09-15 01:35:58+00:00","Just a reminder, whn ppl point out tht &gt;90% of #terrorist #activities are by #Islamists (i.e. actual #facts #data) these ppl #IAMC #CAIR cry #Islamophobia ,-whn #Hindus #embrace their #Hinduness #Hindutva &amp; participate in #LiteratureFests they #label us as #fascists #extremists https://t.co/acW6IBlAHC","en",0,88,,,,
1863,1.39085E+018,"Maazahmed77",1.57022E+018,"2022-09-15 01:32:10+00:00","@zartajgulwazir Blasphemy campaign littered with falsehoods and misleading attributions against the man whom the world credits with raising awareness against #Islamophobia and  defending the causes of Muslims globally. Yet another distress signal from thi","en",0,102,,,,
1864,1.34786E+018,"EngXulfiPti",1.57021E+018,"2022-09-15 00:34:18+00:00","Blasphemy campaign littered with falsehoods and misleading attributions against man whom world credits with raising awareness against #Islamophobia and defending causes of Muslims globally. Yet another distress signal from this imported Govt!

#ڈٹ_کے_کھڑاہے_کپتان https://t.co/9FRtX1wKeS","en",0,727,,,,
1865,2787089568,"peace_indeed",1.57021E+018,"2022-09-15 00:30:58+00:00","Its not Islamic Terrorism in factual data. It was 1st Sher khan, portrayed to Indian and Pakistani children later adopted by Hollywood.
#Islamophobia https://t.co/r7jZP1elyd","en",0,135,,,,
1866,266028337,"Ading_Fardhy",1.5702E+018,"2022-09-15 00:13:01+00:00","@ekowboy2 Salah satu contoh #Islamophobia yang terkesan dibiarkan","in",0,1738,,,,
1867,1.55482E+018,"ummbaraaalhindi",1.5702E+018,"2022-09-14 23:57:19+00:00","Na samjhoge to mit jaoge aye hindi Musalmanon
tumhari dastaan bhi na rahegi dastanon me

#indianmuslims #Islamophobia #genocide https://t.co/4QlXKmDfJ8","hi",0,26,,,,
1868,2862960410,"choudry04",1.5702E+018,"2022-09-14 23:51:20+00:00","یہ  ہے عمران خان جس پہ دنیا کے مسلمان فخر کرتے ہیں اور اپنا لیڈر مانتے ہیں۔ pdm کو اپنی شکست صاف نظر آ رہی ہے اور مذہب کارڈ انکا آخری حربہ ہے۔ 
#سچا_عاشق_رسول_عمران_خان 
#Islamophobia 

 https://t.co/rFl87GohoJ","ur",2,304,,,,
1869,978372152,"Thass283",1.57019E+018,"2022-09-14 23:37:10+00:00","@S_Asian_Rights Thank you for publishing the poignant case of an innocent man, jailed by miscarriage of justice. #Hindutva #Islamophobia","en",0,1568,,,,
1870,578601744,"ofer_n",1.57018E+018,"2022-09-14 22:42:45+00:00","#China #Torture #Islamophobia #Genocide #Uyghurs

Stop #Genocide from #Gaza to #Idlib to #Yemen to #Mariupol to #Burma to #Xinjiang to #WestPapua to #Tigray https://t.co/QoxceF6yPJ","en",0,2350,,,,
1871,35259427,"MariamPTIUSA",1.57017E+018,"2022-09-14 21:48:11+00:00","Someone who fought #Islamophobia and WON! Got the U.N to declared Islamophobia Day March 15th every year and observed by 140 countries 
And you are labeling him anti-Islamic? 
This level of illiteracy and fascism by the current govt is beyond imagination
#سچا_عاشق_رسول_عمران_خان https://t.co/KEiDnVUsy2","en",2,526,,,,
1872,566196508,"AmiraElghawaby",1.57017E+018,"2022-09-14 21:45:28+00:00","Black, Muslim women in Edmonton face multifaceted discrimination, senators told | CBC News #cdnMuslims #islamophobia https://t.co/KSNggmw77n","en",0,10546,,,,
1873,288727432,"SDJasmine",1.57017E+018,"2022-09-14 21:40:02+00:00","What the illegitimate, incompetent, unelected, corrupt, imported govt is doing is not politics. It’s #Islamophobia 
But then what do you expect from a Crime Minister and his out on bail cabinet? Our leaders condemn this crime in no uncertain terms.

#سچا_عاشق_رسول_عمران_خان https://t.co/4TAUBtrFMR","en",3,2231,,,,
1874,1.55263E+018,"MdanishAv",1.57017E+018,"2022-09-14 21:38:24+00:00","@shubhankrmishra Tere se bada kattar aur jhuta makkar koie aur hoga nhi.. #Islamophobia https://t.co/B6WiEHHQd1","hi",0,62,,,,
1875,1.257E+018,"Pakistaniyyat",1.57016E+018,"2022-09-14 21:18:08+00:00","#Islamophobia https://t.co/whQRDOVbzP","qht",0,33,,,,
1876,718880628,"aamermalik797",1.57015E+018,"2022-09-14 20:45:40+00:00","#Islamophobia","qht",0,21,,,,
1877,2566749164,"duck3ple",1.57015E+018,"2022-09-14 20:34:30+00:00","冒涜キャンペーンは
#Islamophobia (イスラム嫌い)に対する意識を高め、世界中のイスラム教徒の大義を擁護したと世界が信じている男に対する、
虚偽と誤解を招くような帰属が散らばっています。
この輸入された政府からのさらに別の遭難信号！

#ڈٹ_کے_کھڑاہے_کپتان https://t.co/VdazR1LqMw","ja",0,145,,,,
1878,1.54369E+018,"p_balochistan",1.57015E+018,"2022-09-14 20:20:18+00:00","Blasphemy campaign littered with falsehoods and misleading attributions against the man whom the world credits with raising awareness against #Islamophobia and  defending the causes of Muslims globally. Yet another distress signal from this imported Govt!

#ڈٹ_کے_کھڑاہے_کپتان https://t.co/Iu5SD6reiL","en",0,284,,,,
1879,1.46132E+018,"baratkhan2003",1.57014E+018,"2022-09-14 20:18:23+00:00","Blasphemy campaign littered with falsehoods and misleading attributions against the man whom the world credits with raising awareness against #Islamophobia and  defending the causes of Muslims globally. Yet another distress signal from this imported Govt!

#ڈٹ_کے_کھڑاہے_کپتان https://t.co/q0yLqjpawa","en",0,498,,,,
1880,1.32013E+018,"BushraSamir6",1.57014E+018,"2022-09-14 20:13:37+00:00","#Islamophobia","qht",0,101,,,,
1881,2920432206,"abdulrafeklm",1.57014E+018,"2022-09-14 20:11:26+00:00","@tehseenp You should talk about what Indian atheist think about anything. #Islamophobia","en",0,357,,,,
1882,1.49905E+018,"birol_bahadir1",1.57014E+018,"2022-09-14 20:00:03+00:00","Are modern-day #immigrants finding it easy to settle in adopted countries? The news says otherwise. Every day, we hear stories about immigrants being deprived of their rights and necessities.

#BirolBahadir #Auther #muslim  #turkey #generation #Germany  #islamophobia #betterlife https://t.co/2KQahdGPc3","en",0,4,,,,
1883,1.48806E+018,"sioiatraveler",1.57014E+018,"2022-09-14 19:56:50+00:00","@ekowboy2 Smashed n Destroyed this #Buzzer culprit -&gt"," @_ekokuntadhi Testing NU Majority to Not Care for Islam and Muslim Scholars #islamophobia #UnitedNations Law","en",0,47,,,
